256,6/1/2022,152,0.27, ,0, ,769,R,7.6, ,88.3, ,42.5, ,68.2, ,61, ,18, ,32, ,37.5, ,4.8, ,116.2, ,65.6, 
256,6/2/2022,153,0.31, ,0, ,732, ,8.9, ,87.8, ,48.6, ,71.5, ,54, ,22, ,34, ,41.6, ,7.0, ,167.2, ,67.1, 
256,6/3/2022,154,0.31, ,0, ,673, ,10.9, ,84.3, ,59.6, ,72.4, ,50, ,30, ,40, ,46.9, ,10.4, ,249.4, ,67.3, 
256,6/4/2022,155,0.33, ,0, ,665, ,11.4, ,79.9, ,60.9, ,70.4, ,67, ,31, ,45, ,48.1, ,13.6, ,325.2, ,67.4, 
256,6/5/2022,156,0.35, ,0, ,732, ,11.3, ,83.2, ,61.5, ,72.6, ,60, ,34, ,41, ,47.7, ,12.9, ,309.3, ,67.0, 
256,6/6/2022,157,0.31, ,0, ,756,R,14.3, ,85.9, ,61.7, ,73.2, ,74, ,30, ,51, ,54.2, ,10.8, ,260.0, ,68.1, 
256,6/7/2022,158,0.31, ,0, ,750, ,10.1, ,95.3, ,59.6, ,74.9, ,55, ,22, ,34, ,44.7, ,7.0, ,167.4, ,69.7, 
256,6/8/2022,159,0.32, ,0, ,771,R,9.5, ,89.8, ,55.5, ,73.7, ,57, ,18, ,33, ,43.1, ,7.2, ,173.7, ,70.7, 
256,6/9/2022,160,0.27, ,0, ,707, ,11.9, ,96.4, ,52.1, ,76.0, ,60, ,22, ,39, ,49.1, ,5.2, ,124.8, ,70.7, 
256,6/10/2022,161,0.30, ,0, ,747, ,14.0, ,95.6, ,56.9, ,79.2, ,67, ,30, ,41, ,53.5, ,5.8, ,140.2, ,72.1, 
256,6/11/2022,162,0.34, ,0, ,755, ,13.7, ,93.1, ,66.0, ,80.3, ,61, ,24, ,39, ,53.0, ,7.8, ,186.7, ,72.9, 
256,6/12/2022,163,0.36, ,0, ,764,R,13.2, ,87.0, ,68.8,Y,78.2, ,65, ,31, ,40, ,51.9, ,11.4, ,273.9, ,72.1, 
256,6/13/2022,164,0.34, ,0, ,786,R,11.3, ,77.8, ,59.2, ,68.5, ,79, ,30, ,47, ,47.7, ,14.6, ,351.4, ,71.0, 
256,6/14/2022,165,0.29, ,0, ,765,R,8.2, ,89.2, ,49.7, ,69.3, ,53, ,21, ,34, ,39.5, ,6.2, ,148.1, ,69.5, 
256,6/15/2022,166,0.28, ,0, ,762,R,9.8, ,95.9, ,50.2, ,74.4, ,57, ,20, ,34, ,44.0, ,4.3, ,103.6, ,70.5, 
256,6/16/2022,167,0.37, ,0, ,767,R,8.3, ,97.6, ,52.1, ,78.3, ,61, ,11, ,25, ,39.8, ,9.0, ,215.3, ,71.3, 
256,6/17/2022,168,0.36, ,0, ,755, ,9.3, ,83.8, ,53.9, ,69.4, ,71, ,9, ,38, ,42.8, ,13.7, ,329.4, ,70.1, 
256,6/18/2022,169,0.34, ,0, ,782,R,7.8, ,77.5, ,50.9, ,64.7, ,62, ,21, ,37, ,38.1, ,12.6, ,301.8, ,68.2, 
256,6/19/2022,170,0.30, ,0, ,790,R,5.8, ,83.7, ,49.2, ,66.1, ,61, ,11, ,27, ,30.8, ,7.6, ,182.3, ,68.0, 
256,6/20/2022,171,0.29, ,0, ,781,R,5.5, ,92.1, ,44.8, ,71.3, ,49, ,7, ,21, ,29.6, ,5.4, ,128.8, ,68.6, 
256,6/21/2022,172,0.33, ,0, ,773,R,5.5, ,97.7, ,49.9, ,75.4, ,50, ,5, ,18, ,29.4, ,6.4, ,154.2, ,69.8, 
256,6/22/2022,173,0.09, ,0.46, ,263, ,15.4, ,73.2,Y,62.2, ,68.5, ,93, ,20, ,65, ,56.1, ,4.8, ,114.7, ,70.1, 
256,6/23/2022,174,0.28, ,0, ,708, ,14.9, ,92.9, ,57.7, ,74.7, ,100, ,23, ,51, ,55.3, ,5.7, ,137.6, ,70.2, 
256,6/24/2022,175,0.32, ,0, ,761,R,9.4, ,96.7, ,57.9, ,78.5, ,74, ,11, ,28, ,42.9, ,6.4, ,152.6, ,71.4, 
256,6/25/2022,176,0.34, ,0, ,766,R,7.9, ,99.0, ,59.7, ,81.0, ,39, ,10, ,22, ,38.5, ,6.7, ,159.6, ,71.9, 
256,6/26/2022,177,0.33, ,0, ,765,R,8.9, ,100.2, ,62.8, ,82.5, ,49, ,10, ,24, ,41.6, ,6.1, ,147.2, ,72.7, 
256,6/27/2022,178,0.33, ,0, ,753, ,9.1, ,101.9, ,61.3, ,83.8, ,54, ,12, ,23, ,42.2, ,6.3, ,152.2, ,73.6, 
256,6/28/2022,179,0.37, ,0, ,736, ,9.4, ,99.9, ,67.6, ,84.9, ,42, ,16, ,23, ,42.9, ,8.3, ,199.5, ,73.9, 
256,6/29/2022,180,0.39, ,0, ,743, ,9.1, ,95.6, ,62.5, ,81.8, ,45, ,12, ,25, ,42.1, ,9.7, ,232.8, ,73.7, 
256,6/30/2022,181,0.37, ,0, ,746, ,9.2, ,92.3, ,64.3, ,79.8, ,44, ,17, ,27, ,42.4, ,9.4, ,224.8, ,73.1, 
