41,6/1/2022,152,0.30, ,0, ,762,R,11.5, ,101.0, ,57.4, ,80.9, ,77, ,9, ,32, ,48.3, ,4.1, ,97.4, ,73.4, 
41,6/2/2022,153,0.31, ,0, ,727, ,12.2, ,102.9, ,60.9, ,82.2, ,64, ,12, ,32, ,49.8, ,5.5, ,132.7, ,73.9, 
41,6/3/2022,154,0.30, ,0, ,717, ,12.1, ,100.6, ,60.7, ,82.5, ,60, ,15, ,32, ,49.5, ,5.4, ,130.4, ,74.1, 
41,6/4/2022,155,0.34, ,0, ,735, ,12.4, ,102.0, ,62.3, ,82.8, ,62, ,15, ,32, ,50.2, ,6.9, ,165.4, ,74.2, 
41,6/5/2022,156,0.29, ,0, ,729, ,14.3, ,101.0, ,64.8, ,83.9, ,66, ,21, ,36, ,54.1, ,4.1, ,98.0, ,74.6, 
41,6/6/2022,157,0.30, ,0, ,750,R,15.3, ,103.0, ,65.3, ,85.3, ,66, ,20, ,37, ,55.9, ,4.2, ,101.7, ,75.5, 
41,6/7/2022,158,0.31, ,0, ,758,R,17.1, ,103.8, ,66.8, ,85.5, ,73, ,17, ,41, ,59.1, ,4.9, ,118.3, ,76.2, 
41,6/8/2022,159,0.31, ,0, ,753,R,18.4, ,104.1, ,68.1, ,85.2, ,68, ,24, ,44, ,61.1, ,5.2, ,125.8, ,76.5, 
41,6/9/2022,160,0.31, ,0, ,713, ,17.1, ,105.4, ,71.7, ,87.4, ,61, ,19, ,38, ,59.0, ,5.3, ,128.0, ,76.7, 
41,6/10/2022,161,0.31, ,0, ,736, ,18.2, ,107.9, ,72.5,Y,90.3, ,57, ,21, ,37, ,60.8, ,4.7, ,113.1, ,77.2, 
41,6/11/2022,162,0.34, ,0, ,731, ,19.5, ,112.1, ,73.4,Y,92.1,Y,61, ,19, ,38,Y,62.8,Y,5.7, ,135.7, ,78.2, 
41,6/12/2022,163,0.36, ,0, ,750,R,15.6, ,110.3, ,70.4, ,89.6, ,65, ,17, ,33, ,56.5, ,6.4, ,154.0, ,78.5, 
41,6/13/2022,164,0.41, ,0, ,772,R,10.7, ,104.2, ,67.5, ,87.0, ,58, ,8, ,24, ,46.2, ,8.7, ,207.6, ,77.7, 
41,6/14/2022,165,0.30, ,0, ,768,R,12.9, ,101.1, ,63.0, ,82.6, ,67, ,13, ,34, ,51.3, ,3.7, ,88.6, ,76.8, 
41,6/15/2022,166,0.32, ,0, ,765,R,14.9, ,104.7, ,64.6, ,85.0, ,70, ,12, ,36, ,55.3, ,5.1, ,123.5, ,76.9, 
41,6/16/2022,167,0.34, ,0, ,781,R,12.2, ,108.5, ,65.9, ,86.3, ,60, ,10, ,29, ,49.9, ,5.0, ,119.7, ,77.2, 
41,6/17/2022,168,0.34, ,0, ,765,R,8.8, ,105.6, ,61.3, ,84.5, ,55, ,10, ,22, ,41.2, ,4.9, ,117.6, ,77.1, 
41,6/18/2022,169,0.37, ,0, ,777,R,5.3,Y,99.1, ,62.0, ,81.7, ,40, ,6, ,14,Y,28.6,Y,6.9, ,166.5, ,76.7, 
41,6/19/2022,170,0.30, ,0, ,806,R,7.6, ,95.5, ,57.8, ,79.0, ,59, ,8, ,23, ,37.6, ,3.9, ,93.8, ,75.6, 
41,6/20/2022,171,0.30, ,0, ,792,R,10.3, ,101.6, ,57.0, ,81.5, ,74, ,8, ,28, ,45.3, ,3.6, ,86.2, ,75.6, 
41,6/21/2022,172,0.33, ,0, ,732, ,13.6, ,106.5, ,62.1, ,85.9, ,58, ,15, ,32, ,52.7, ,5.3, ,128.2, ,76.1, 
41,6/22/2022,173,0.31, ,0, ,710, ,19.2, ,106.6, ,76.6, ,91.1, ,59, ,19, ,39, ,62.4, ,5.6, ,133.6, ,77.9, 
41,6/23/2022,174,0.31, ,0, ,731, ,18.0, ,107.0, ,74.0, ,91.8, ,67, ,19, ,35, ,60.4, ,4.1, ,97.4, ,79.4, 
41,6/24/2022,175,0.32, ,0, ,736, ,17.1, ,107.4, ,70.6, ,90.7, ,63, ,20, ,35, ,59.0, ,4.9, ,117.5, ,79.7, 
41,6/25/2022,176,0.31, ,0, ,749,R,17.6, ,108.0, ,68.1, ,90.1, ,62, ,16, ,36, ,59.8, ,4.9, ,117.3, ,79.2, 
41,6/26/2022,177,0.35, ,0, ,730, ,23.1, ,105.7, ,78.0, ,91.2, ,69, ,30, ,46, ,67.6, ,8.0,Y,193.1,Y,79.7, 
41,6/27/2022,178,0.31, ,0, ,711, ,22.2, ,103.2, ,77.9, ,91.2, ,64, ,28, ,44, ,66.4, ,5.0, ,119.1, ,80.4, 
41,6/28/2022,179,0.34, ,0, ,730, ,18.5, ,109.2, ,77.0, ,94.4, ,64, ,18, ,33, ,61.3, ,5.5, ,131.2, ,81.9, 
41,6/29/2022,180,0.34, ,0, ,726, ,12.9, ,110.6, ,74.3, ,93.3, ,51, ,12, ,24, ,51.3, ,5.0, ,120.5, ,82.9, 
41,6/30/2022,181,0.35, ,0, ,724, ,15.6, ,108.0, ,79.3, ,93.7, ,46, ,18, ,29, ,56.5, ,6.2, ,148.7, ,83.4, 
