148,6/1/2022,152,0.27, ,0, ,730, ,10.7, ,92.4, ,49.8, ,72.8, ,87, ,17, ,39, ,46.4, ,2.9, ,69.3, ,68.0, 
148,6/2/2022,153,0.28, ,0, ,651, ,11.4, ,92.2, ,52.2, ,74.8, ,83, ,21, ,39, ,48.1, ,4.4, ,106.0, ,68.3, 
148,6/3/2022,154,0.26, ,0, ,630, ,14.1, ,88.2, ,60.5, ,72.4, ,72, ,36, ,52, ,53.7, ,6.0, ,143.7, ,69.1, 
148,6/4/2022,155,0.18, ,0, ,459, ,13.0, ,81.9, ,60.1, ,69.0, ,73, ,34, ,54, ,51.5, ,4.3, ,103.5, ,69.0, 
148,6/5/2022,156,0.20, ,0, ,533, ,16.1, ,86.9, ,58.5, ,73.3, ,76, ,44, ,58, ,57.4, ,4.3, ,104.0, ,70.3, 
148,6/6/2022,157,0.28, ,0, ,739, ,13.8, ,87.3, ,62.1, ,73.5, ,84, ,20, ,49, ,53.1, ,6.1, ,147.2, ,71.2, 
148,6/7/2022,158,0.29, ,0, ,725, ,12.6, ,92.9, ,53.8, ,75.0, ,81, ,22, ,42, ,50.7, ,4.7, ,113.9, ,71.3, 
148,6/8/2022,159,0.27, ,0, ,669, ,14.3, ,91.6, ,48.9, ,73.6, ,89, ,39, ,50, ,54.1, ,4.4, ,105.4, ,71.2, 
148,6/9/2022,160,0.27, ,0, ,676, ,15.5, ,94.3, ,56.2, ,77.1, ,88, ,32, ,49, ,56.3, ,4.0, ,97.0, ,72.6, 
148,6/10/2022,161,0.29, ,0, ,723, ,16.4, ,99.8, ,59.0, ,82.1, ,91, ,24, ,44, ,57.9, ,4.0, ,95.4, ,71.8,H
148,6/11/2022,162,0.31, ,0, ,739, ,15.9, ,98.2, ,64.1, ,82.9, ,71, ,21, ,41, ,57.1, ,5.1, ,121.6, ,71.3,H
148,6/12/2022,163,0.24, ,0, ,600, ,18.0, ,91.1, ,61.2, ,76.6, ,90, ,41, ,58, ,60.5, ,4.9, ,118.6, ,75.5, 
148,6/13/2022,164,0.29, ,0, ,752,R,9.7, ,82.9, ,56.6, ,69.7, ,76, ,19, ,39, ,43.8, ,6.6, ,158.3, ,73.8, 
148,6/14/2022,165,0.28, ,0, ,746, ,9.1, ,88.5, ,49.8, ,71.0, ,78, ,17, ,35, ,42.0, ,4.5, ,107.2, ,72.3, 
148,6/15/2022,166,0.29, ,0, ,747, ,10.3, ,95.6, ,51.6, ,76.4, ,77, ,17, ,33, ,45.4, ,3.7, ,89.9, ,72.7, 
148,6/16/2022,167,0.29, ,0, ,728, ,10.0, ,89.9, ,56.7, ,73.3, ,52, ,25, ,36, ,44.6, ,4.9, ,118.8, ,73.5, 
148,6/17/2022,168,0.23, ,0, ,662, ,9.7, ,75.8, ,55.4, ,63.7, ,69, ,31, ,48, ,43.6, ,4.9, ,116.5, ,72.0, 
148,6/18/2022,169,0.25, ,0, ,740, ,9.7, ,78.5, ,49.8, ,64.7, ,88, ,26, ,47, ,43.8, ,4.4, ,106.1, ,71.9, 
148,6/19/2022,170,0.27, ,0, ,743, ,10.5, ,85.2, ,46.3, ,68.2, ,90, ,24, ,45, ,45.9, ,4.4, ,105.6, ,71.5, 
148,6/20/2022,171,0.26, ,0, ,731, ,11.7, ,91.5, ,50.5, ,72.9, ,87, ,20, ,42, ,48.8, ,3.2, ,75.6, ,72.6, 
148,6/21/2022,172,0.29, ,0, ,739, ,12.4, ,99.1, ,49.9, ,77.7, ,95, ,20, ,38, ,50.3, ,3.0, ,72.2, ,73.3, 
148,6/22/2022,173,0.22, ,0, ,515, ,14.4, ,97.7, ,54.4, ,78.7, ,93, ,22, ,43, ,54.3, ,3.9, ,94.6, ,74.4, 
148,6/23/2022,174,0.31, ,0.05, ,682, ,14.2, ,100.5, ,63.7, ,84.1, ,87, ,20, ,36, ,54.0, ,5.0, ,119.8, ,75.9, 
148,6/24/2022,175,0.31, ,0, ,697, ,14.0, ,103.3, ,61.4, ,84.7, ,73, ,15, ,35, ,53.6, ,4.0, ,95.2, ,73.8,H
148,6/25/2022,176,0.31, ,0, ,710, ,12.4, ,101.6, ,60.0, ,82.5, ,77, ,15, ,33, ,50.3, ,4.4, ,105.0, ,77.6, 
148,6/26/2022,177,0.32, ,0, ,725, ,11.6, ,101.2, ,58.8, ,82.1, ,65, ,15, ,31, ,48.4, ,4.9, ,118.5, ,77.3, 
148,6/27/2022,178,0.33, ,0, ,734, ,11.1, ,102.3, ,57.8, ,83.1, ,72, ,14, ,29, ,47.2, ,5.5, ,131.3, ,77.8, 
148,6/28/2022,179,0.35, ,0, ,720, ,9.4, ,99.1, ,67.3, ,83.3, ,39, ,13, ,24, ,42.9, ,6.1, ,145.3, ,72.8, 
148,6/29/2022,180,0.30, ,0, ,687, ,10.9, ,98.7, ,57.6, ,79.6, ,64, ,14, ,31, ,46.7, ,4.5, ,108.7, ,71.7, 
148,6/30/2022,181,0.28, ,0, ,753,R,12.6, ,92.9, ,55.5, ,74.1, ,82, ,21, ,44, ,50.7, ,4.3, ,102.5, ,72.0, 
