258,6/1/2022,152,0.28, ,0, ,699, ,9.6, ,92.9, ,50.3, ,73.5, ,77, ,16, ,34, ,43.6, ,3.4, ,81.5, ,70.5, 
258,6/2/2022,153,0.25, ,0, ,617, ,11.0, ,92.3, ,51.7, ,73.5, ,77, ,17, ,39, ,47.0, ,3.3, ,79.8, ,71.1, 
258,6/3/2022,154,0.26, ,0, ,662, ,12.9, ,89.2, ,53.6, ,72.8, ,84, ,26, ,47, ,51.2, ,3.8, ,92.2, ,71.2, 
258,6/4/2022,155,0.24, ,0, ,638, ,13.8, ,85.4, ,56.2, ,70.5, ,91, ,29, ,54, ,53.1, ,3.5, ,83.5, ,71.8, 
258,6/5/2022,156,0.26, ,0.00, ,665, ,14.2, ,89.2, ,52.4, ,72.7, ,86, ,33, ,52, ,53.9, ,3.8, ,91.8, ,71.5, 
258,6/6/2022,157,0.25, ,0, ,650, ,15.9, ,90.0, ,58.8, ,73.5, ,95, ,30, ,56, ,57.0, ,3.6, ,87.6, ,73.1, 
258,6/7/2022,158,0.26, ,0, ,672, ,14.1, ,92.2, ,61.6, ,80.1, ,77, ,26, ,40, ,53.8, ,3.4, ,82.1, ,75.3, 
258,6/8/2022,159,0.25, ,0.00, ,642, ,13.9, ,92.8, ,55.1, ,74.0, ,87, ,23, ,49, ,53.4, ,3.2, ,76.0, ,73.6, 
258,6/9/2022,160,0.24, ,0, ,601, ,17.3, ,92.5, ,59.3, ,77.1, ,94, ,33, ,55, ,59.4, ,3.4, ,82.4, ,74.2, 
258,6/10/2022,161,0.27, ,0, ,640, ,17.6, ,100.2, ,64.5, ,82.5, ,80, ,26, ,46, ,59.9, ,3.3, ,79.2, ,75.8, 
258,6/11/2022,162,0.27, ,0, ,650, ,16.9, ,100.0, ,64.8, ,81.0, ,82, ,23, ,47, ,58.8, ,3.6, ,85.8, ,77.0, 
258,6/12/2022,163,0.28, ,0, ,652, ,15.4, ,96.3, ,58.0, ,80.0, ,77, ,22, ,44, ,56.1, ,4.8,R,116.3,R,76.0, 
258,6/13/2022,164,0.26, ,0, ,685, ,12.4, ,85.2, ,55.5, ,71.7, ,66, ,20, ,47, ,50.3, ,4.6,Y,109.8,Y,74.9, 
258,6/14/2022,165,0.27, ,0, ,719, ,9.7, ,87.5, ,49.1, ,69.9, ,71, ,20, ,39, ,43.6, ,3.6, ,86.6, ,72.6, 
258,6/15/2022,166,0.28, ,0,R,536, ,11.5, ,95.5, ,64.3, ,79.8, ,70, ,16, ,33, ,48.2, ,3.0, ,72.1, ,74.2, 
258,6/16/2022,167,0.28, ,0, ,729, ,12.2, ,93.6, ,54.3, ,74.9, ,82, ,20, ,41, ,49.8, ,3.6, ,85.6, ,72.9, 
258,6/17/2022,168,0.15, ,0, ,468, ,9.3, ,74.6,Y,49.2,Y,62.0,Y,81,H,29,H,49,Y,42.5,Y,3.2, ,75.7, ,71.1, 
258,6/18/2022,169,0.25, ,0, ,743, ,9.8, ,79.0, ,44.3,R,61.7,Y,93, ,25, ,52,Y,44.1,Y,3.8, ,91.3, ,68.6, 
258,6/19/2022,170,0.25, ,0, ,735, ,9.4, ,83.3, ,44.1,R,65.2,Y,87, ,20, ,44,Y,42.8,Y,3.5, ,84.0, ,67.9, 
258,6/20/2022,171,0.27, ,0, ,703, ,10.6, ,92.6, ,49.4,Y,72.8, ,80, ,18, ,38, ,46.0, ,3.5, ,84.8, ,68.8, 
258,6/21/2022,172,0.29, ,0, ,704, ,11.7, ,99.2, ,54.6, ,78.2, ,70, ,18, ,36, ,48.7, ,3.4, ,81.2, ,70.4, 
258,6/22/2022,173,0.21, ,0, ,375, ,14.4, ,98.5, ,65.3, ,80.5, ,73, ,18, ,41, ,54.4, ,6.1,R,146.5,R,71.2, 
258,6/23/2022,174,0.28, ,0, ,671, ,15.3, ,99.2, ,64.1, ,82.5, ,74, ,19, ,40, ,56.0, ,3.5, ,83.3, ,72.6, 
258,6/24/2022,175,0.28, ,0, ,671, ,15.3, ,100.2, ,61.8, ,82.2, ,80, ,20, ,41, ,55.9, ,3.4, ,81.4, ,73.7, 
258,6/25/2022,176,0.29, ,0, ,680, ,14.6, ,102.8, ,62.1, ,81.9, ,80, ,15, ,39, ,54.6, ,3.5, ,83.5, ,74.4, 
258,6/26/2022,177,0.30, ,0, ,693, ,13.4, ,102.9, ,59.5, ,81.5, ,79, ,16, ,37, ,52.4, ,3.5, ,85.0, ,74.4, 
258,6/27/2022,178,0.30, ,0, ,700, ,13.3, ,103.9, ,59.4, ,82.8, ,74, ,16, ,35, ,52.1, ,3.5, ,84.2, ,74.4, 
258,6/28/2022,179,0.29, ,0, ,701, ,13.5, ,100.5, ,60.7, ,80.8, ,68, ,18, ,38, ,52.5, ,3.6, ,87.1, ,74.9, 
258,6/29/2022,180,0.29, ,0, ,709, ,13.1, ,100.3, ,59.1, ,79.4, ,86, ,13, ,38, ,51.7, ,3.3, ,78.9, ,75.0, 
258,6/30/2022,181,0.28, ,0, ,729, ,12.0, ,96.1, ,58.0, ,77.8, ,82, ,15, ,37, ,49.4, ,3.3, ,79.2, ,74.7, 
