254,6/1/2022,152,0.23, ,0, ,733, ,12.6, ,77.6, ,45.5, ,60.6, ,95, ,39, ,70, ,50.8, ,4.4, ,106.3, ,65.0, 
254,6/2/2022,153,0.19, ,0, ,660, ,12.9, ,69.0, ,51.2, ,58.1, ,94, ,57, ,78, ,51.4, ,5.1, ,121.8, ,65.2, 
254,6/3/2022,154,0.12, ,0, ,406, ,15.3, ,68.7, ,53.2, ,59.7, ,97, ,74, ,88, ,56.0, ,5.4, ,128.5, ,65.1, 
254,6/4/2022,155,0.11, ,0.01, ,339, ,13.7, ,71.0, ,54.8, ,63.3, ,93, ,46, ,69, ,52.9, ,4.3, ,102.2, ,65.1, 
254,6/5/2022,156,0.13, ,0.36, ,431, ,18.6,R,76.4, ,59.8, ,65.7, ,94, ,71, ,--,R,--,I,5.1, ,121.4, ,66.1, 
254,6/6/2022,157,0.22, ,0.00,H,717, ,14.6, ,70.0, ,51.2, ,61.1, ,95, ,62, ,79, ,54.6, ,5.2, ,125.5, ,66.8, 
254,6/7/2022,158,0.21, ,0, ,712, ,13.5, ,67.2, ,48.8, ,59.1, ,96, ,66, ,79, ,52.5, ,4.8, ,115.4, ,66.2, 
254,6/8/2022,159,0.21, ,0, ,691, ,14.1, ,69.3, ,53.7, ,60.9, ,95, ,60, ,77, ,53.7, ,5.4, ,128.9, ,66.3, 
254,6/9/2022,160,0.24, ,0, ,704, ,14.4, ,82.1, ,51.4, ,66.1, ,93, ,38, ,66, ,54.3, ,4.4, ,106.7, ,66.9, 
254,6/10/2022,161,0.26,R,0, ,731, ,18.0,R,89.3, ,55.1, ,71.9,Y,93, ,41, ,--,R,--,I,4.6, ,109.5, ,67.7, 
254,6/11/2022,162,0.25, ,0, ,715, ,18.5,R,80.6, ,59.3, ,68.8, ,95, ,57, ,--,R,--,I,5.0, ,120.6, ,68.3, 
254,6/12/2022,163,0.13, ,0, ,434, ,16.5, ,73.8, ,53.1, ,63.0, ,97, ,68, ,84, ,58.1, ,5.9, ,141.6, ,68.1, 
254,6/13/2022,164,0.25, ,0, ,754,R,12.8, ,73.4, ,49.7, ,62.3, ,96, ,45, ,67, ,51.0, ,5.3, ,127.8, ,67.4, 
254,6/14/2022,165,0.25, ,0, ,739, ,13.5, ,79.6, ,48.5, ,64.2, ,95, ,39, ,66, ,52.6, ,4.8, ,114.1, ,67.4, 
254,6/15/2022,166,0.23, ,0.08, ,739, ,13.8, ,74.5, ,50.4, ,60.9, ,94, ,57, ,75, ,53.1, ,4.9, ,116.9, ,67.4, 
254,6/16/2022,167,0.23, ,0.11, ,735, ,13.0, ,68.2, ,48.3, ,58.7, ,94, ,61, ,77, ,51.6, ,8.5,R,203.1,R,67.0, 
254,6/17/2022,168,0.21,R,0.07, ,700, ,12.9, ,66.6, ,53.4, ,59.2, ,89, ,58, ,75, ,51.2, ,6.0, ,143.6, ,67.0, 
254,6/18/2022,169,0.23, ,0.11, ,744, ,12.5, ,68.8, ,47.2, ,59.3, ,94, ,51, ,73, ,50.4, ,5.9, ,141.5, ,66.9, 
254,6/19/2022,170,0.24, ,0.09, ,739, ,13.4, ,77.9, ,48.5, ,62.5, ,95, ,43, ,69, ,52.3, ,5.1, ,121.4, ,66.9, 
254,6/20/2022,171,0.26, ,0.09, ,726, ,13.6, ,81.7, ,51.4, ,66.7, ,95, ,37, ,61, ,52.7, ,4.7, ,112.2, ,67.1, 
254,6/21/2022,172,0.30,R,0.08, ,740, ,14.4, ,98.7,Y,51.8, ,75.6,Y,92, ,18, ,48,Y,54.4,Y,4.3, ,103.8, ,67.8, 
254,6/22/2022,173,0.21, ,0.09, ,546, ,15.5, ,90.6, ,60.0, ,69.5, ,83, ,33, ,63, ,56.3, ,6.2,Y,148.4,Y,68.5, 
254,6/23/2022,174,0.26, ,0.10, ,716, ,15.7, ,82.0, ,56.5, ,67.4, ,94, ,45, ,68, ,56.7, ,5.7, ,136.9, ,68.7, 
254,6/24/2022,175,0.25, ,0.11, ,748, ,15.1, ,77.9, ,51.8, ,64.3, ,95, ,53, ,73, ,55.6, ,5.7, ,137.6, ,68.6, 
254,6/25/2022,176,0.24, ,0.08, ,749,R,15.0, ,73.9, ,52.3, ,62.3, ,96, ,57, ,78, ,55.3, ,6.3,Y,150.8,Y,68.5, 
254,6/26/2022,177,0.22, ,0.10, ,699, ,15.3, ,73.6, ,54.7, ,61.7, ,97, ,60, ,82, ,56.0, ,6.2,Y,149.5,Y,68.7, 
254,6/27/2022,178,0.21, ,0.09, ,663, ,15.3, ,74.1, ,54.7, ,61.5, ,96, ,60, ,82, ,56.0, ,5.4, ,129.4, ,69.0, 
254,6/28/2022,179,0.23, ,0.10, ,730, ,14.8, ,72.3, ,52.5, ,62.3, ,96, ,58, ,77, ,55.0, ,5.0, ,119.3, ,68.8, 
254,6/29/2022,180,0.17, ,0.11, ,582, ,14.3, ,66.1, ,55.7, ,58.9, ,94, ,70, ,84, ,54.1, ,6.5,Y,155.8,Y,68.5, 
254,6/30/2022,181,0.18,R,0.12, ,615, ,13.5, ,63.1, ,54.5, ,57.7, ,93, ,72, ,83, ,52.6, ,5.4, ,129.6, ,68.4, 
