12,6/1/2022,152,0.23, ,0, ,633, ,12.3, ,88.3, ,50.3, ,71.4, ,92, ,22, ,47, ,50.1, ,2.1, ,50.6, ,70.6, 
12,6/2/2022,153,0.26, ,0, ,680, ,13.5, ,88.2, ,59.4, ,74.7, ,81, ,30, ,46, ,52.5, ,3.5, ,83.3, ,71.8, 
12,6/3/2022,154,0.21, ,0, ,528, ,13.8, ,83.3, ,58.7, ,72.2, ,77, ,36, ,51, ,53.1, ,4.4, ,105.0, ,72.1, 
12,6/4/2022,155,0.11,R,0.20, ,291, ,13.3, ,75.6, ,56.5, ,65.5, ,96, ,36, ,62, ,52.2, ,3.5, ,85.0, ,71.4, 
12,6/5/2022,156,0.12, ,0.08, ,398, ,17.7, ,78.4, ,57.5, ,66.8, ,96, ,54, ,79, ,60.1, ,4.6, ,111.6, ,70.1, 
12,6/6/2022,157,0.23, ,0, ,682, ,16.2, ,86.3, ,57.7, ,70.2, ,99, ,25, ,64, ,57.5, ,2.2, ,53.0, ,71.1, 
12,6/7/2022,158,0.23, ,0, ,661, ,14.7, ,91.2, ,51.6, ,71.3, ,97, ,28, ,56, ,55.0, ,2.2, ,53.5, ,71.7, 
12,6/8/2022,159,0.20, ,0, ,606, ,17.0, ,88.3, ,57.9, ,70.4, ,87, ,36, ,67, ,58.9, ,2.4, ,57.6, ,73.4, 
12,6/9/2022,160,0.26, ,0, ,857,R,16.6, ,95.3, ,68.1,Y,85.0,Y,98, ,22, ,40,Y,58.3,Y,3.6, ,86.0, ,75.8, 
12,6/10/2022,161,0.26,R,0, ,666, ,17.8, ,97.4, ,61.0, ,80.7, ,95, ,27, ,50, ,60.2, ,2.4, ,56.6, ,76.6, 
12,6/11/2022,162,0.26, ,0, ,655, ,17.2, ,94.9, ,59.5, ,79.9, ,92, ,32, ,49, ,59.3, ,3.4, ,80.9, ,77.0, 
12,6/12/2022,163,0.27, ,0, ,620, ,16.0, ,86.2, ,62.9, ,75.3, ,78, ,30, ,53, ,57.2, ,7.4, ,176.6, ,77.3, 
12,6/13/2022,164,0.31, ,0, ,742, ,8.2, ,78.9, ,58.3, ,68.7, ,52, ,22, ,34, ,39.4, ,8.2,Y,198.0,Y,75.3, 
12,6/14/2022,165,0.29, ,0, ,742, ,8.1, ,87.4, ,55.4, ,70.9, ,62, ,14, ,31, ,39.0, ,5.0, ,120.4, ,74.3, 
12,6/15/2022,166,0.28, ,0, ,732, ,10.7, ,91.9, ,53.5, ,74.7, ,67, ,19, ,36, ,46.3, ,3.9, ,94.2, ,74.1, 
12,6/16/2022,167,0.27, ,0, ,677, ,11.0, ,84.7, ,59.9, ,71.4, ,61, ,26, ,42, ,47.1, ,4.3, ,103.0, ,74.9, 
12,6/17/2022,168,0.24, ,0, ,718, ,10.5, ,74.5, ,54.7, ,63.4, ,74, ,34, ,53, ,45.9, ,5.6, ,133.9, ,74.3, 
12,6/18/2022,169,0.23, ,0, ,742, ,11.6, ,76.7, ,52.0, ,63.4, ,87, ,28, ,58, ,48.5, ,2.9, ,68.8, ,73.9, 
12,6/19/2022,170,0.24, ,0, ,727, ,12.0, ,84.4, ,47.1,Y,65.6, ,99, ,20, ,56, ,49.4, ,2.6, ,62.2, ,72.9, 
12,6/20/2022,171,0.25, ,0, ,650, ,11.8, ,90.7, ,53.6, ,72.1, ,85, ,22, ,44, ,49.0, ,3.9, ,93.4, ,73.3, 
12,6/21/2022,172,0.29, ,0, ,716, ,13.3, ,99.2, ,59.6, ,78.8, ,79, ,19, ,39, ,52.1, ,3.7, ,90.0, ,73.9, 
12,6/22/2022,173,0.31, ,0, ,720, ,14.3, ,96.5, ,64.5, ,82.0, ,63, ,26, ,38, ,54.2, ,4.4, ,106.6, ,75.1, 
12,6/23/2022,174,0.29, ,0, ,705, ,15.3, ,95.1, ,63.1, ,80.9, ,79, ,28, ,43, ,56.0, ,3.1, ,74.6, ,76.0, 
12,6/24/2022,175,0.27,R,0, ,726, ,16.4, ,95.4, ,60.6, ,78.3, ,91, ,27, ,50, ,58.0, ,2.2, ,53.5, ,76.4, 
12,6/25/2022,176,0.27, ,0, ,724, ,16.0, ,97.3, ,56.7, ,78.0, ,96, ,25, ,49, ,57.3, ,2.6, ,61.4, ,77.1, 
12,6/26/2022,177,0.27, ,0, ,726, ,15.2, ,96.7, ,58.2, ,78.6, ,94, ,23, ,46, ,55.9, ,2.5, ,60.9, ,78.3, 
12,6/27/2022,178,0.27, ,0, ,729, ,15.6, ,97.0, ,58.3, ,78.1, ,94, ,24, ,47, ,56.5, ,2.5, ,59.8, ,77.8, 
12,6/28/2022,179,0.29, ,0, ,718, ,13.9, ,96.7, ,62.9, ,79.7, ,72, ,21, ,40, ,53.4, ,3.6, ,85.7, ,77.6, 
12,6/29/2022,180,0.27, ,0, ,736, ,13.6, ,91.5, ,53.2, ,75.1, ,93, ,29, ,46, ,52.7, ,3.1, ,75.3, ,76.9, 
12,6/30/2022,181,0.25, ,0, ,722, ,15.1, ,86.5, ,54.9, ,71.0, ,92, ,32, ,58, ,55.5, ,3.2, ,76.6, ,76.4, 
