106,6/1/2022,152,0.25, ,0, ,621, ,9.3, ,89.0, ,41.6, ,66.1, ,82, ,25, ,42, ,42.6, ,4.4, ,104.5, ,65.8, 
106,6/2/2022,153,0.27, ,0, ,666, ,10.2, ,84.7, ,46.5, ,66.9, ,79, ,28, ,45, ,45.1, ,5.2, ,124.6, ,66.5, 
106,6/3/2022,154,0.19, ,0, ,497, ,13.0, ,81.9, ,49.0, ,65.0, ,90, ,40, ,62, ,51.6, ,4.1, ,99.4, ,67.3, 
106,6/4/2022,155,0.09, ,0.19, ,273, ,12.2, ,72.4, ,51.3, ,60.5, ,94, ,44, ,68, ,49.8, ,3.7, ,89.9, ,66.8, 
106,6/5/2022,156,0.16, ,0.16, ,487, ,15.9, ,76.7, ,50.9, ,64.2, ,95, ,57, ,78, ,57.1, ,4.0, ,97.2, ,66.3, 
106,6/6/2022,157,0.25, ,0, ,672, ,13.0, ,80.5, ,49.7, ,64.5, ,90, ,39, ,63, ,51.4, ,5.1, ,121.7, ,66.5, 
106,6/7/2022,158,0.25, ,0, ,641, ,11.8, ,87.0, ,46.3, ,67.0, ,96, ,29, ,52, ,48.9, ,4.3, ,103.8, ,66.8, 
106,6/8/2022,159,0.25, ,0, ,624, ,12.4, ,86.0, ,51.9, ,68.3, ,76, ,38, ,52, ,50.2, ,4.7, ,113.8, ,67.5, 
106,6/9/2022,160,0.25, ,0, ,579, ,12.1, ,90.9, ,54.1, ,72.9, ,78, ,25, ,44, ,49.6, ,5.6, ,133.7, ,68.0, 
106,6/10/2022,161,0.28, ,0, ,665, ,16.3, ,95.6, ,53.2, ,75.5, ,86, ,32, ,54, ,57.7, ,4.8, ,115.2, ,68.8, 
106,6/11/2022,162,0.25, ,0, ,630, ,18.0,Y,89.8, ,55.3, ,73.4, ,95, ,45, ,64,Y,60.6,Y,4.8, ,116.2, ,70.1, 
106,6/12/2022,163,0.13, ,0.01, ,387, ,15.3, ,74.1, ,54.2, ,65.2, ,87, ,52, ,72, ,56.0, ,5.4, ,130.7, ,70.7, 
106,6/13/2022,164,0.26, ,0, ,699, ,9.8, ,76.2, ,48.7, ,61.8, ,79, ,31, ,52, ,44.0, ,6.8, ,163.9, ,68.8, 
106,6/14/2022,165,0.27, ,0, ,689, ,10.6, ,84.7, ,43.4, ,65.3, ,92, ,27, ,50, ,46.0, ,5.2, ,124.3, ,68.7, 
106,6/15/2022,166,0.28, ,0, ,692, ,10.5, ,88.8, ,44.5, ,66.0, ,91, ,25, ,48, ,45.9, ,5.0, ,119.4, ,69.3, 
106,6/16/2022,167,0.23, ,0, ,636, ,10.5, ,73.8, ,42.4, ,58.9, ,86, ,45, ,61, ,45.7, ,6.0, ,143.6, ,69.3, 
106,6/17/2022,168,0.19, ,0, ,552, ,9.1, ,71.3, ,40.6, ,57.3, ,89, ,37, ,57, ,42.0, ,4.9, ,117.6, ,68.4, 
106,6/18/2022,169,0.25, ,0, ,695, ,9.4, ,74.0, ,38.6, ,57.8, ,94, ,35, ,57, ,42.9, ,5.2, ,123.9, ,67.6, 
106,6/19/2022,170,0.26, ,0, ,688, ,10.3, ,83.8, ,41.5, ,63.5, ,93, ,28, ,51, ,45.2, ,4.4, ,106.2, ,68.0, 
106,6/20/2022,171,0.27, ,0, ,683, ,10.8, ,92.7, ,43.6, ,68.7, ,90, ,20, ,45, ,46.6, ,3.7, ,88.8, ,69.1, 
106,6/21/2022,172,0.30, ,0, ,700, ,9.7, ,102.9, ,46.5, ,76.6, ,86, ,9, ,31, ,43.7, ,3.6, ,86.7, ,70.4, 
106,6/22/2022,173,0.30, ,0, ,684, ,12.0, ,105.4,Y,50.3, ,77.4, ,76, ,13, ,37, ,49.4, ,3.7, ,89.9, ,72.0, 
106,6/23/2022,174,0.29, ,0, ,695, ,11.8, ,99.2, ,50.1, ,76.3, ,80, ,15, ,38, ,48.9, ,4.0, ,95.1, ,73.2, 
106,6/24/2022,175,0.28, ,0, ,686, ,12.9, ,100.6, ,50.2, ,75.4, ,86, ,15, ,43, ,51.3, ,3.1, ,73.5, ,73.8, 
106,6/25/2022,176,0.29, ,0, ,694, ,11.8, ,96.2, ,47.0, ,73.5, ,87, ,20, ,42, ,49.0, ,4.1, ,98.8, ,74.2, 
106,6/26/2022,177,0.29, ,0, ,703, ,12.2, ,98.2, ,47.5, ,73.3, ,93, ,19, ,44, ,49.9, ,3.6, ,86.9, ,74.5, 
106,6/27/2022,178,0.29, ,0, ,710, ,10.5, ,99.7, ,46.0, ,73.0, ,93, ,12, ,38, ,45.8, ,3.6, ,86.9, ,74.7, 
106,6/28/2022,179,0.29, ,0, ,705, ,10.3, ,89.8, ,46.4, ,69.3, ,71, ,23, ,42, ,45.3, ,4.9, ,117.1, ,74.6, 
106,6/29/2022,180,0.27, ,0, ,698, ,12.3, ,93.1, ,45.3, ,69.8, ,89, ,26, ,49, ,50.0, ,3.6, ,85.8, ,74.2, 
106,6/30/2022,181,0.27, ,0, ,691, ,12.6, ,90.3, ,47.4, ,68.3, ,91, ,29, ,53, ,50.7, ,3.9, ,94.4, ,74.7, 
