192,6/1/2022,152,0.25, ,0, ,786,R,6.1, ,76.9, ,36.6, ,56.7, ,79, ,16, ,39, ,32.0, ,2.9, ,70.2, ,55.7, 
192,6/2/2022,153,0.27, ,0, ,781,R,6.9, ,73.2, ,38.7, ,58.6, ,78, ,23, ,41, ,35.1, ,4.7, ,111.8, ,55.9, 
192,6/3/2022,154,0.24, ,0, ,726, ,8.3, ,71.1, ,39.7, ,57.3, ,69, ,27, ,52, ,39.8, ,4.9, ,117.5, ,56.2, 
192,6/4/2022,155,0.23, ,0, ,748, ,9.7, ,65.0, ,48.1, ,58.2, ,85, ,45, ,59, ,43.8, ,5.6, ,133.6, ,57.0, 
192,6/5/2022,156,0.24, ,0.00, ,754, ,10.2, ,77.9, ,42.8, ,60.0, ,87, ,31, ,58, ,45.1, ,3.1, ,74.3, ,57.6, 
192,6/6/2022,157,0.25, ,0.00, ,770, ,10.4, ,78.9, ,44.1, ,61.6, ,88, ,26, ,55, ,45.5, ,3.8, ,91.9, ,58.3, 
192,6/7/2022,158,0.25, ,0.00, ,777,R,10.8, ,79.0, ,44.8, ,62.2, ,85, ,30, ,57, ,46.6, ,3.4, ,80.6, ,58.9, 
192,6/8/2022,159,0.27, ,0, ,779,R,9.6, ,79.3, ,44.9, ,63.8, ,77, ,27, ,48, ,43.5, ,3.9, ,93.3, ,59.2, 
192,6/9/2022,160,0.28,R,0, ,754, ,10.1, ,82.0, ,46.0, ,67.0, ,85, ,24, ,45, ,44.7, ,4.5, ,107.6, ,59.4, 
192,6/10/2022,161,0.28, ,0, ,772, ,9.3, ,83.6, ,51.7,Y,69.5, ,66, ,21, ,38, ,42.7, ,4.4, ,105.8, ,60.2, 
192,6/11/2022,162,0.28, ,0.00,H,774, ,10.1, ,84.5, ,49.1, ,68.5, ,75, ,23, ,42, ,44.7, ,4.1, ,98.3, ,60.8, 
192,6/12/2022,163,0.28, ,0, ,791,R,9.2, ,75.5, ,53.6,Y,66.2, ,55, ,31, ,42, ,42.4, ,5.9, ,141.7, ,61.3, 
192,6/13/2022,164,0.25, ,0, ,800,R,10.0, ,68.4, ,45.4, ,59.7, ,87, ,30, ,57, ,44.5, ,6.0, ,143.0, ,61.4, 
192,6/14/2022,165,0.25, ,0, ,785,R,7.1, ,78.9, ,39.0, ,58.0, ,75, ,20, ,43, ,35.6, ,3.3, ,78.1, ,60.3, 
192,6/15/2022,166,0.26, ,0.15, ,780,R,8.3, ,82.1, ,41.3, ,62.6, ,77, ,19, ,43, ,39.7, ,2.6, ,63.5, ,59.6, 
192,6/16/2022,167,0.29, ,0.04, ,793,R,9.0, ,79.4, ,45.0, ,64.9, ,79, ,23, ,43, ,41.9, ,5.6, ,135.3, ,59.9, 
192,6/17/2022,168,0.26, ,0.00, ,789,R,8.9, ,66.6, ,48.1, ,58.6, ,74, ,26, ,53, ,41.4, ,8.1,Y,195.3,Y,60.6, 
192,6/18/2022,169,0.25, ,0.08, ,804,R,5.2,Y,61.2, ,34.9, ,52.4, ,74, ,12, ,38,Y,27.8,Y,7.6, ,182.4, ,60.0, 
192,6/19/2022,170,0.24, ,0.14, ,804,R,5.9, ,70.1, ,31.9,Y,51.1, ,84, ,19, ,46, ,31.2, ,3.0, ,72.2, ,58.2, 
192,6/20/2022,171,0.25, ,0.13, ,803,R,5.3, ,79.0, ,31.9,Y,56.7, ,70, ,11, ,34, ,28.6, ,2.9, ,69.8, ,56.9, 
192,6/21/2022,172,0.28, ,0,R,932,R,6.4, ,77.9, ,59.2,Y,71.2, ,72, ,16, ,25, ,33.3, ,7.0, ,167.2, ,57.1, 
192,6/22/2022,173,0.16, ,0.06, ,492, ,12.9, ,76.2, ,52.7, ,64.5, ,92, ,43, ,62, ,51.4, ,4.4, ,105.4, ,58.4, 
192,6/23/2022,174,0.26, ,0.09, ,765, ,12.3, ,77.3, ,49.4, ,63.6, ,96, ,37, ,61, ,50.1, ,4.0, ,95.9, ,59.2, 
192,6/24/2022,175,0.28, ,0.02, ,799,R,8.3, ,78.3, ,43.9, ,63.4, ,87, ,22, ,41, ,39.6, ,4.2, ,101.8, ,59.4, 
192,6/25/2022,176,0.29, ,0.13, ,815,R,6.7, ,80.0, ,39.1, ,61.9, ,72, ,12, ,35, ,34.2, ,4.1, ,98.0, ,58.9, 
192,6/26/2022,177,0.29, ,0.02, ,790,R,7.8, ,83.2, ,42.4, ,66.8, ,74, ,17, ,35, ,38.1, ,4.5, ,109.1, ,58.5, 
192,6/27/2022,178,0.24, ,0.05, ,651, ,10.4, ,85.5, ,50.8, ,70.0, ,73, ,26, ,42, ,45.6, ,3.9, ,93.5, ,59.4, 
192,6/28/2022,179,0.28, ,0.14, ,759, ,9.5, ,83.2, ,51.5, ,67.9, ,66, ,26, ,41, ,43.2, ,4.7, ,113.7, ,60.1, 
192,6/29/2022,180,0.29, ,0.04, ,752, ,7.6, ,78.9, ,49.5, ,67.6, ,60, ,19, ,33, ,37.5, ,5.1, ,123.4, ,60.1, 
192,6/30/2022,181,0.27, ,0.09, ,753, ,8.6, ,76.9, ,50.9, ,67.2, ,68, ,25, ,38, ,40.6, ,5.5, ,131.7, ,60.2, 
