169,6/1/2022,152,0.28, ,0, ,666, ,10.5, ,94.1, ,51.9, ,74.0, ,67, ,18, ,37, ,45.8, ,4.1, ,97.6, ,80.7, 
169,6/2/2022,153,0.25, ,0, ,572, ,12.0, ,94.6, ,54.7, ,76.0, ,66, ,20, ,39, ,49.3, ,4.2, ,100.2, ,81.6, 
169,6/3/2022,154,0.26, ,0, ,611, ,13.6, ,90.9, ,57.0, ,74.4, ,79, ,27, ,47, ,52.8, ,4.8, ,114.6, ,82.0, 
169,6/4/2022,155,0.25, ,0, ,612, ,13.0, ,87.9, ,57.7, ,72.5, ,87, ,22, ,48, ,51.6, ,4.3, ,102.7, ,82.6, 
169,6/5/2022,156,0.27, ,0, ,640, ,15.0, ,90.5, ,56.6, ,74.8, ,80, ,34, ,51, ,55.4, ,5.5,Y,131.3,Y,82.7, 
169,6/6/2022,157,0.26, ,0, ,641, ,16.6, ,90.9, ,60.5, ,74.9, ,91, ,32, ,56, ,58.2, ,4.4, ,105.7, ,83.8, 
169,6/7/2022,158,0.27, ,0, ,859,R,14.3, ,94.1, ,64.0, ,82.9, ,77, ,23, ,37, ,54.1, ,4.1, ,98.5, ,85.5, 
169,6/8/2022,159,0.27, ,0, ,687, ,13.5, ,94.4, ,56.0, ,76.1, ,83, ,24, ,44, ,52.6, ,3.8, ,92.0, ,84.3, 
169,6/9/2022,160,0.27, ,0, ,667, ,17.6, ,94.7, ,63.1, ,79.2, ,87, ,31, ,52, ,59.8, ,3.9, ,94.7, ,85.3, 
169,6/10/2022,161,0.30, ,0, ,698, ,18.0,Y,101.7, ,66.4, ,83.8, ,73, ,25, ,46,Y,60.5,Y,4.0, ,95.9, ,86.8, 
169,6/11/2022,162,0.30, ,0, ,701, ,17.6, ,100.9, ,66.1, ,83.3, ,79, ,24, ,45, ,59.9, ,4.3, ,102.7, ,88.3,Y
169,6/12/2022,163,0.31, ,0, ,688, ,16.9, ,98.5, ,62.9, ,81.4, ,75, ,23, ,46, ,58.7, ,6.8,R,163.8,R,88.0, 
169,6/13/2022,164,0.29, ,0, ,702, ,12.3, ,85.6, ,58.7, ,72.7, ,69, ,24, ,45, ,50.1, ,6.6,R,158.0,R,87.5, 
169,6/14/2022,165,0.28, ,0, ,720, ,9.9, ,89.4, ,51.2, ,71.3, ,68, ,18, ,38, ,44.2, ,4.3, ,103.1, ,84.8, 
169,6/15/2022,166,0.29, ,0, ,717, ,11.1, ,97.1, ,54.8, ,77.1, ,68, ,15, ,35, ,47.4, ,4.0, ,95.1, ,85.0, 
169,6/16/2022,167,0.29, ,0, ,714, ,11.4, ,95.0, ,56.7, ,76.4, ,75, ,18, ,37, ,47.9, ,4.2, ,99.8, ,85.7, 
169,6/17/2022,168,0.16, ,0, ,468, ,10.0, ,74.7,Y,52.3, ,63.1, ,80, ,31, ,51, ,44.6, ,3.9, ,94.3, ,83.2, 
169,6/18/2022,169,0.26, ,0, ,714, ,10.1, ,80.8, ,46.6, ,64.0, ,89, ,26, ,50, ,44.9, ,4.6, ,111.0, ,80.3, 
169,6/19/2022,170,0.26, ,0, ,726, ,9.7, ,84.3, ,46.9, ,67.1, ,85, ,18, ,43, ,43.9, ,4.0, ,96.5, ,80.9, 
169,6/20/2022,171,0.29, ,0, ,715, ,11.3, ,93.6, ,53.7, ,73.7, ,70, ,22, ,40, ,47.8, ,4.4, ,105.1, ,82.3, 
169,6/21/2022,172,0.31, ,0, ,709, ,12.7, ,100.1, ,55.7, ,79.9, ,71, ,19, ,36, ,50.9, ,4.6, ,110.0, ,84.1, 
169,6/22/2022,173,0.25, ,0.06, ,478, ,15.3, ,101.7, ,66.5, ,82.7, ,77, ,20, ,40, ,56.0, ,5.4,Y,129.9,Y,84.3, 
169,6/23/2022,174,0.30, ,0, ,699, ,16.2, ,100.7, ,63.7, ,83.8, ,78, ,20, ,41, ,57.6, ,4.0, ,95.6, ,86.2, 
169,6/24/2022,175,0.31, ,0, ,694, ,15.5, ,103.2, ,65.8, ,85.0, ,65, ,21, ,38, ,56.3, ,4.3, ,103.0, ,88.1, 
169,6/25/2022,176,0.32, ,0, ,705, ,14.5, ,104.8, ,64.9, ,84.6, ,68, ,16, ,36, ,54.5, ,4.5, ,107.8, ,89.1, 
169,6/26/2022,177,0.32, ,0, ,710, ,14.4, ,104.1, ,63.3, ,84.0, ,69, ,18, ,36, ,54.3, ,4.4, ,105.9, ,89.4, 
169,6/27/2022,178,0.32, ,0, ,706, ,14.9, ,105.3, ,64.5, ,84.7, ,68, ,16, ,37, ,55.2, ,4.4, ,106.2, ,89.8, 
169,6/28/2022,179,0.30, ,0, ,700, ,13.5, ,101.9, ,63.0, ,83.6, ,68, ,17, ,34, ,52.6, ,4.0, ,97.2, ,90.2, 
169,6/29/2022,180,0.31, ,0, ,703, ,12.2, ,102.3, ,64.3, ,83.7, ,64, ,15, ,31, ,49.9, ,4.4, ,105.8, ,90.3, 
169,6/30/2022,181,0.30, ,0, ,721, ,11.6, ,98.3, ,59.8, ,80.2, ,62, ,12, ,33, ,48.4, ,3.9, ,94.2, ,90.1, 
