265,6/1/2022,152,0.29, ,0, ,748,R,7.4,Y,93.3, ,45.8, ,71.7, ,62, ,13, ,28,Y,36.6,Y,4.5, ,108.5, ,72.1, 
265,6/2/2022,153,0.31, ,0, ,674, ,8.9, ,90.9, ,49.0, ,71.3, ,63, ,19, ,34, ,41.5, ,7.3,R,174.7,R,73.7,Y
265,6/3/2022,154,0.26, ,0, ,680, ,12.6, ,86.9, ,53.0, ,67.8, ,84, ,28, ,54, ,50.7, ,6.3,R,150.6,R,73.8,Y
265,6/4/2022,155,0.26, ,0, ,676, ,11.4, ,81.8, ,55.2, ,66.5, ,92, ,24, ,51, ,48.0, ,6.0,R,145.1,R,73.4,Y
265,6/5/2022,156,0.26, ,0, ,695, ,13.7, ,86.0, ,52.8, ,70.2, ,86, ,34, ,54, ,53.0, ,6.0,R,143.1,R,75.3,Y
265,6/6/2022,157,0.28, ,0, ,682, ,14.2, ,88.4, ,60.9,Y,71.8, ,90, ,21, ,54, ,54.0, ,8.6,R,206.3,R,76.3,R
265,6/7/2022,158,0.33, ,0, ,752,R,9.0, ,93.1, ,47.2, ,70.4, ,79, ,14, ,35, ,41.7, ,7.6,R,183.2,R,74.5,Y
265,6/8/2022,159,0.30, ,0, ,718, ,12.6, ,91.4, ,50.0, ,70.6, ,70, ,30, ,49, ,50.7, ,8.1,R,194.9,R,74.1,Y
265,6/9/2022,160,0.28, ,0, ,644, ,12.8, ,92.4, ,53.9, ,74.6, ,83, ,25, ,44, ,51.2, ,7.8,R,186.2,R,73.6,Y
265,6/10/2022,161,0.32, ,0, ,735, ,12.8, ,103.2,Y,55.5, ,80.6,Y,78, ,19, ,36,Y,51.2,Y,5.7,R,137.5,R,75.2,Y
265,6/11/2022,162,0.34,R,0, ,749, ,12.6, ,100.2, ,62.3,Y,81.9,Y,62, ,15, ,34,Y,50.8,Y,7.3,R,175.4,R,76.1,R
265,6/12/2022,163,0.29, ,0, ,708, ,16.7,Y,91.2, ,58.2,Y,74.8, ,86, ,34, ,57,Y,58.4,Y,7.8,R,187.7,R,--,S
265,6/13/2022,164,0.29, ,0, ,738, ,10.3, ,83.6, ,50.7, ,66.4, ,84, ,22, ,46, ,45.2, ,9.4,R,226.7,R,75.0,Y
265,6/14/2022,165,0.30, ,0, ,751,R,8.3, ,90.1, ,46.0, ,69.4, ,70, ,16, ,34, ,39.8, ,5.9,R,141.3,R,73.5,Y
265,6/15/2022,166,0.31, ,0, ,760,R,8.3, ,96.9, ,49.0, ,72.4, ,62, ,13, ,30, ,39.6, ,5.8,R,140.0,R,73.7,Y
265,6/16/2022,167,0.30, ,0, ,756,R,9.0, ,91.1, ,51.3, ,68.7, ,67, ,19, ,38, ,41.8, ,7.1,R,169.3,R,72.7,Y
265,6/17/2022,168,0.22, ,0, ,600, ,9.3, ,70.8, ,50.9, ,59.3, ,75, ,36, ,54, ,42.6, ,9.3,R,222.6,R,69.4, 
265,6/18/2022,169,0.27, ,0, ,763,R,9.3, ,76.6, ,49.1, ,60.8, ,90, ,19, ,51, ,42.6, ,8.6,R,207.5,R,67.6, 
265,6/19/2022,170,0.28, ,0, ,758,R,8.9, ,83.9, ,44.5, ,65.1, ,86, ,22, ,42, ,41.5, ,6.7,R,160.4,R,68.8, 
265,6/20/2022,171,0.28, ,0, ,757,R,9.1, ,93.5, ,47.0, ,71.7, ,72, ,15, ,34, ,42.0, ,4.7,Y,111.8,Y,70.5, 
265,6/21/2022,172,0.30, ,0, ,748, ,9.4, ,96.5, ,51.5, ,73.2, ,66, ,15, ,34, ,42.9, ,4.7,Y,112.9,Y,71.5, 
265,6/22/2022,173,0.32, ,0, ,733, ,9.7, ,95.0, ,50.5, ,74.2, ,67, ,17, ,34, ,43.9, ,5.8,R,139.1,R,71.1, 
265,6/23/2022,174,0.30, ,0, ,714, ,11.3, ,94.4, ,56.4, ,77.2, ,67, ,22, ,35, ,47.8, ,4.5,Y,107.5,Y,72.2, 
265,6/24/2022,175,0.30, ,0, ,733, ,10.6, ,97.0, ,55.8, ,77.6, ,60, ,21, ,33, ,46.2, ,4.3,Y,103.5,Y,73.3, 
265,6/25/2022,176,0.32, ,0, ,738, ,9.8, ,97.6, ,55.8, ,77.1, ,67, ,16, ,31, ,44.0, ,5.2,R,124.6,R,73.7, 
265,6/26/2022,177,0.32, ,0, ,748, ,9.4, ,102.5, ,52.6, ,77.0, ,66, ,14, ,30, ,43.0, ,5.3,R,127.0,R,74.0, 
265,6/27/2022,178,0.32, ,0, ,742, ,11.0, ,103.2, ,53.3, ,78.3, ,82, ,15, ,33, ,47.1, ,5.2,R,125.5,R,74.7,Y
265,6/28/2022,179,0.34, ,0, ,736, ,9.8, ,101.2, ,56.8, ,79.1, ,70, ,13, ,29, ,44.1, ,6.5,R,155.6,R,74.5, 
265,6/29/2022,180,0.30, ,0, ,739, ,10.8, ,91.7, ,53.3, ,72.5, ,77, ,21, ,40, ,46.5, ,6.2,R,149.3,R,73.8, 
265,6/30/2022,181,0.27, ,0, ,755,R,11.1, ,88.2, ,48.1, ,65.8, ,94, ,19, ,51, ,47.3, ,6.1,R,146.0,R,73.0, 
