114,6/1/2022,152,0.29, ,0, ,713, ,12.4, ,86.6, ,43.1, ,67.3, ,89, ,32, ,55, ,50.3, ,6.6, ,157.5, ,64.6, 
114,6/2/2022,153,0.28, ,0, ,662, ,13.8, ,86.7, ,50.0, ,66.7, ,92, ,34, ,62, ,53.1, ,8.6, ,206.9, ,65.9, 
114,6/3/2022,154,0.22, ,0, ,608, ,16.9,Y,78.8, ,53.7, ,65.2, ,99, ,62, ,80,Y,58.8,Y,9.6, ,230.2, ,66.4, 
114,6/4/2022,155,0.24, ,0, ,599, ,14.3, ,80.3, ,55.3, ,65.1, ,99, ,41, ,68, ,54.1, ,7.3, ,174.7, ,65.8, 
114,6/5/2022,156,0.24, ,0, ,638, ,17.8,Y,82.9, ,55.4, ,69.0, ,95, ,51, ,74,Y,60.2,Y,7.2, ,172.1, ,67.0, 
114,6/6/2022,157,0.28, ,0, ,730, ,15.8, ,79.4, ,55.9, ,67.1, ,95, ,43, ,70, ,56.8, ,10.7, ,256.7, ,68.0, 
114,6/7/2022,158,0.26, ,0, ,676, ,13.3, ,79.5, ,49.9, ,62.9, ,100, ,48, ,68, ,52.2, ,8.1, ,194.4, ,65.4, 
114,6/8/2022,159,0.28, ,0, ,700, ,15.3, ,83.3, ,47.5, ,66.6, ,92, ,45, ,69, ,56.1, ,8.9, ,212.4, ,65.2, 
114,6/9/2022,160,0.27,R,0, ,650, ,15.5, ,92.6,Y,51.8, ,70.0, ,97, ,33, ,62, ,56.3, ,7.7, ,184.7, ,66.2, 
114,6/10/2022,161,0.32,R,0, ,738, ,16.5,Y,101.5,R,56.2, ,76.9,R,89,H,21,H,--,R,--,I,6.9, ,166.5, ,67.8, 
114,6/11/2022,162,0.32,R,0, ,759,R,16.9,Y,93.5,Y,56.1, ,75.1,R,90,H,30,H,--,R,--,I,8.0, ,191.9, ,69.4, 
114,6/12/2022,163,0.28, ,0, ,705, ,18.6,R,86.1, ,57.2, ,70.6,Y,94,H,45,H,--,R,--,I,9.4, ,226.2, ,70.2, 
114,6/13/2022,164,0.30, ,0, ,769,R,11.6, ,80.6, ,52.1, ,63.7, ,89, ,30, ,57, ,48.4, ,9.8, ,236.0, ,68.3, 
114,6/14/2022,165,0.31, ,0, ,760,R,11.2, ,85.6, ,44.0, ,64.7, ,91, ,26, ,54, ,47.5, ,7.6, ,183.0, ,67.4, 
114,6/15/2022,166,0.30, ,0, ,762,R,12.4, ,85.6, ,45.5, ,65.4, ,91, ,38, ,58, ,50.2, ,8.0, ,192.3, ,68.2, 
114,6/16/2022,167,0.28, ,0, ,745, ,12.1, ,82.0, ,46.2, ,62.5, ,90, ,45, ,63, ,49.6, ,9.2, ,220.7, ,67.4, 
114,6/17/2022,168,0.24, ,0, ,690, ,11.7, ,72.1, ,52.4, ,60.3, ,90, ,40, ,66, ,48.7, ,8.0, ,192.2, ,63.7, 
114,6/18/2022,169,0.26, ,0, ,763,R,11.4, ,74.3, ,45.0, ,60.5, ,93, ,38, ,64, ,48.1, ,7.6, ,181.4, ,64.9, 
114,6/19/2022,170,0.29, ,0, ,761,R,10.8, ,83.6, ,45.3, ,64.1, ,88, ,28, ,53, ,46.7, ,7.6, ,181.9, ,65.3, 
114,6/20/2022,171,0.29, ,0, ,757,R,13.2, ,89.7, ,45.6, ,67.1, ,94, ,33, ,58, ,51.9, ,6.3, ,151.9, ,66.0, 
114,6/21/2022,172,0.30,R,0, ,752,R,11.4, ,101.1,Y,50.9, ,76.6,R,84,H,12,H,--,R,--,I,5.3, ,127.5, ,67.8, 
114,6/22/2022,173,0.29, ,0, ,679, ,13.6, ,88.4, ,51.1, ,70.2,H,87,H,26,H,54, ,52.8, ,6.6, ,159.1, ,68.7, 
114,6/23/2022,174,0.26, ,0, ,719, ,15.7, ,84.9, ,52.4, ,65.9, ,100, ,44, ,72, ,56.7, ,6.9, ,166.5, ,69.5, 
114,6/24/2022,175,0.27, ,0, ,728, ,14.6, ,85.3, ,52.1, ,65.1, ,100, ,34, ,69, ,54.7, ,6.5, ,156.8, ,69.1, 
114,6/25/2022,176,0.26, ,0, ,728, ,15.1, ,82.5, ,52.3, ,63.4, ,100, ,44, ,76, ,55.7, ,6.2, ,149.9, ,68.7, 
114,6/26/2022,177,0.26, ,0, ,718, ,14.9, ,84.7, ,51.8, ,64.0, ,100, ,37, ,73, ,55.3, ,6.5, ,156.5, ,69.0, 
114,6/27/2022,178,0.27, ,0, ,743, ,15.8, ,83.6, ,54.3, ,66.2, ,98, ,45, ,72, ,56.9, ,7.0, ,167.2, ,69.4, 
114,6/28/2022,179,0.27, ,0, ,717, ,14.4, ,84.3, ,51.8, ,65.7, ,100, ,42, ,67, ,54.3, ,7.5, ,179.8, ,69.0, 
114,6/29/2022,180,0.25, ,0, ,734, ,14.2, ,78.3, ,53.2, ,62.0, ,97, ,52, ,75, ,54.0, ,8.4, ,202.7, ,68.5, 
114,6/30/2022,181,0.23, ,0, ,701, ,13.6, ,75.3, ,54.1, ,60.7, ,90, ,53, ,75, ,52.7, ,8.1, ,194.8, ,68.1, 
