169,12/1/2021,335,0.08, ,0, ,274, ,9.3, ,76.8,Y,34.9, ,52.6, ,99, ,35, ,69, ,42.7, ,2.0, ,47.9, ,53.2, 
169,12/2/2021,336,0.05, ,0, ,195, ,9.5, ,71.8, ,36.0, ,51.7, ,98, ,41, ,73, ,43.2, ,2.0, ,47.2, ,53.3, 
169,12/3/2021,337,0.07, ,0, ,255, ,9.2, ,72.6, ,38.5, ,51.6, ,98, ,40, ,71, ,42.5, ,2.1, ,49.4, ,53.7, 
169,12/4/2021,338,0.02, ,0.00, ,136, ,9.1, ,53.7, ,35.0, ,43.0, ,100, ,79, ,97, ,42.1, ,2.1, ,51.2, ,52.1, 
169,12/5/2021,339,0.00, ,0.02, ,39, ,10.4, ,47.1, ,42.8, ,45.4, ,100, ,100, ,100, ,45.5, ,2.1, ,49.5, ,52.3, 
169,12/6/2021,340,0.00, ,0.00, ,41, ,10.3, ,47.7, ,43.4, ,45.7, ,100, ,93, ,98, ,45.3, ,2.2, ,53.6, ,52.3, 
169,12/7/2021,341,0.04, ,0, ,170, ,9.9, ,57.5, ,36.6, ,46.7, ,100, ,68, ,91, ,44.2, ,2.4, ,58.7, ,52.8, 
169,12/8/2021,342,0.06, ,0.00, ,246, ,9.1, ,64.5, ,32.4, ,46.5, ,100, ,53, ,84, ,42.0, ,2.0, ,49.0, ,51.1, 
169,12/9/2021,343,0.01, ,0.57, ,64, ,11.0, ,51.6, ,45.3, ,48.2, ,100, ,89, ,96, ,47.1, ,2.6, ,62.3, ,52.1, 
169,12/10/2021,344,0.03, ,0, ,176, ,9.9, ,57.2, ,35.5, ,46.0, ,100, ,67, ,93, ,44.2, ,1.9, ,45.9, ,52.3, 
169,12/11/2021,345,0.05, ,0.01, ,259, ,8.2, ,59.5, ,30.1, ,42.5, ,100, ,59, ,89, ,39.4, ,1.6, ,39.3, ,48.9, 
169,12/12/2021,346,0.06, ,0, ,248, ,8.2, ,63.2, ,28.9, ,46.3, ,100, ,47, ,77, ,39.5, ,2.0, ,48.3, ,47.7, 
169,12/13/2021,347,0.01, ,0.15, ,57, ,10.0, ,56.8, ,40.1, ,49.0, ,95, ,72, ,84, ,44.4, ,2.3, ,54.4, ,49.8, 
169,12/14/2021,348,0.00, ,1.75, ,19, ,9.8, ,55.4, ,34.0, ,44.4, ,100, ,82, ,99, ,44.0, ,3.2, ,77.4, ,50.6, 
169,12/15/2021,349,0.05, ,0.00, ,254, ,7.3, ,53.8, ,31.6, ,41.2, ,100, ,53, ,83, ,36.6, ,2.0, ,48.3, ,47.1, 
169,12/16/2021,350,0.03, ,0.05, ,150, ,9.6, ,57.8, ,39.9, ,48.1, ,99, ,59, ,84, ,43.6, ,4.0, ,95.7, ,48.3, 
169,12/17/2021,351,0.00, ,0, ,56, ,10.1, ,49.4, ,44.1, ,46.3, ,100, ,86, ,94, ,44.7, ,2.9, ,69.3, ,50.3, 
169,12/18/2021,352,0.02, ,0, ,120, ,8.4, ,51.1, ,31.6, ,43.1, ,100, ,74, ,89, ,39.9, ,2.2, ,52.6, ,50.2, 
169,12/19/2021,353,0.05, ,0.00, ,276, ,8.1, ,60.2, ,29.1, ,41.5, ,100, ,59, ,92, ,39.2, ,2.2, ,52.5, ,46.9, 
169,12/20/2021,354,0.00, ,0.01, ,44, ,7.9, ,40.2,Y,36.2, ,38.5, ,100, ,100, ,100, ,38.5, ,2.4, ,57.9, ,47.4, 
169,12/21/2021,355,0.01, ,0, ,83, ,7.9, ,44.0, ,34.0, ,38.9, ,100, ,88, ,98, ,38.5, ,2.5, ,60.0, ,47.0, 
169,12/22/2021,356,0.01, ,0.56, ,67, ,10, ,55.3, ,37.9, ,45.6, ,100, ,75, ,96, ,44.6, ,3.1, ,74.7, ,47.2, 
169,12/23/2021,357,0.00, ,0.61, ,29, ,14.1,R,58.5, ,48.4,Y,53.8, ,100, ,96, ,--,R,--,I,2.3, ,56.3, ,50.3, 
169,12/24/2021,358,0.03, ,0.13, ,139, ,12.6,Y,60.5, ,46.2, ,52.6, ,100, ,77, ,93,Y,50.7,Y,3.3, ,80.3, ,52.6, 
169,12/25/2021,359,0.05, ,0.24, ,240, ,10.1, ,59.9, ,41.3, ,50.0, ,100, ,57, ,83, ,44.9, ,3.6, ,85.9, ,52.6, 
169,12/26/2021,360,0.05, ,0.02, ,248, ,8.7, ,54.4, ,40.5, ,46.3, ,100, ,57, ,81, ,40.9, ,3.0, ,72.9, ,51.5, 
169,12/27/2021,361,0.01, ,0.11, ,75, ,9.0, ,49.7, ,38.8, ,44.4, ,100, ,81, ,90, ,41.7, ,3.0, ,71.6, ,49.8, 
169,12/28/2021,362,0.03, ,0, ,152, ,7.6, ,48.2, ,31.2, ,40.2, ,100, ,68, ,90, ,37.4, ,2.2, ,53.4, ,48.8, 
169,12/29/2021,363,0.01, ,0.20, ,76, ,9.3, ,52.7, ,31.8, ,45.2, ,99, ,78, ,91, ,42.7, ,3.2, ,75.9, ,47.2, 
169,12/30/2021,364,0.03, ,0.00, ,156, ,9.8, ,53.3, ,38.5, ,45.1, ,100, ,81, ,96, ,44.1, ,2.5, ,59.5, ,49.0, 
169,12/31/2021,365,0.00, ,0, ,59, ,9.6, ,50.0, ,38.2, ,44.8, ,100, ,81, ,95, ,43.5, ,3.2, ,77.4, ,49.4, 
