146,12/1/2021,335,0.08, ,0, ,279, ,7.0, ,74.5, ,34.7, ,53.2, ,78, ,28, ,51, ,35.5, ,2.1, ,49.8, ,55.6, 
146,12/2/2021,336,0.07, ,0, ,233, ,7.1, ,75.6,Y,37.3, ,53.3, ,76, ,27, ,51, ,35.8, ,2.0, ,48.8, ,55.7, 
146,12/3/2021,337,0.07, ,0, ,243, ,8.3, ,71.5, ,37.3, ,53.1, ,77, ,41, ,60, ,39.8, ,2.5, ,60.5, ,55.7, 
146,12/4/2021,338,0.05, ,0, ,229, ,9.2, ,60.7, ,35.9, ,47.5, ,97, ,60, ,82, ,42.2, ,2.7, ,65.4, ,55.6, 
146,12/5/2021,339,0.00, ,0.01, ,41, ,10.2, ,47.8, ,44.4, ,46.4, ,99, ,86, ,95, ,45.1, ,2.3, ,54.1, ,55.5, 
146,12/6/2021,340,0.03, ,0, ,154, ,9.1, ,53.4, ,42.4, ,46.8, ,91, ,70, ,83, ,42.0, ,2.6, ,61.3, ,55.6, 
146,12/7/2021,341,0.04, ,0.00, ,182, ,9.4, ,57.8, ,40.8, ,48.0, ,97, ,62, ,82, ,42.9, ,2.8, ,66.0, ,55.5, 
146,12/8/2021,342,0.06, ,0, ,246, ,8.7, ,62.9, ,34.0, ,47.4, ,97, ,51, ,78, ,40.8, ,2.5, ,59.3, ,55.0, 
146,12/9/2021,343,0.02, ,0.06, ,111, ,10.1, ,56.8, ,42.3, ,49.6, ,95, ,66, ,84, ,44.8, ,3.3, ,78.2, ,55.1, 
146,12/10/2021,344,0.05, ,0.00, ,226, ,7.4, ,55.3, ,37.0, ,44.6, ,95, ,46, ,74, ,36.9, ,3.1, ,73.8, ,54.2, 
146,12/11/2021,345,0.06, ,0, ,272, ,6.3, ,58.5, ,28.6, ,42.1, ,93, ,43, ,69, ,32.7, ,2.6, ,62.2, ,52.7, 
146,12/12/2021,346,0.07, ,0, ,247, ,6.0, ,64.7, ,28.6, ,47.2, ,88, ,30, ,54, ,31.5, ,2.6, ,62.7, ,51.9, 
146,12/13/2021,347,0.06, ,0, ,87, ,7.2, ,61.4, ,40.2, ,51.9, ,69, ,43, ,55, ,36.0, ,5.6,Y,133.4,Y,52.6, 
146,12/14/2021,348,0.01, ,0.65, ,49, ,9.0, ,60.4, ,36.8, ,46.4, ,94, ,53, ,84, ,41.7, ,5.3, ,126.0, ,53.2, 
146,12/15/2021,349,0.05, ,0, ,263, ,6.7, ,52.7, ,30.4, ,40.9, ,96, ,53, ,78, ,34.4, ,2.5, ,60.3, ,50.8, 
146,12/16/2021,350,0.02, ,0.05, ,121, ,8.9, ,56.0, ,35.5, ,44.7, ,94, ,61, ,89, ,41.6, ,3.8, ,90.4, ,50.3, 
146,12/17/2021,351,0.01, ,0, ,66, ,8.9, ,47.9, ,42.5, ,45.2, ,92, ,80, ,87, ,41.6, ,3.6, ,87.2, ,51.2, 
146,12/18/2021,352,0.04, ,0, ,201, ,8.1, ,52.7, ,33.1, ,43.5, ,96, ,63, ,84, ,39.0, ,2.3, ,54.9, ,51.3, 
146,12/19/2021,353,0.05, ,0.00, ,264, ,7.3, ,53.8, ,28.2, ,38.6, ,99, ,69, ,92, ,36.4, ,2.5, ,60.2, ,49.6, 
146,12/20/2021,354,0.00, ,0.00, ,58, ,7.7, ,39.9,Y,35.4, ,38.2, ,100, ,97, ,99, ,37.9, ,2.6, ,61.3, ,49.5, 
146,12/21/2021,355,0.02, ,0, ,106, ,7.8, ,47.8, ,31.5, ,39.7, ,99, ,77, ,93, ,38.0, ,2.5, ,59.0, ,49.4, 
146,12/22/2021,356,0.01, ,0.26, ,65, ,8.9, ,50.6, ,32.5, ,43.4, ,100, ,78, ,93, ,41.5, ,2.6, ,62.2, ,48.8, 
146,12/23/2021,357,0.00, ,0.24, ,29, ,12.6, ,62.4, ,46.0, ,52.6, ,99, ,79, ,93, ,50.8, ,3.4, ,80.4, ,50.4, 
146,12/24/2021,358,0.06, ,0.01, ,223, ,11.5, ,64.8, ,46.6, ,54.2, ,100, ,52, ,80, ,48.2, ,4.3, ,103.0, ,52.3, 
146,12/25/2021,359,0.06, ,0, ,207, ,9.0, ,58.1, ,39.8, ,50.6, ,97, ,53, ,72, ,41.8, ,5.1, ,122.1, ,52.8, 
146,12/26/2021,360,0.06, ,0, ,264, ,7.2, ,55.2, ,36.7, ,45.5, ,89, ,46, ,70, ,36.2, ,3.5, ,82.9, ,52.2, 
146,12/27/2021,361,0.02, ,0.15, ,100, ,8.5, ,57.4, ,34.4, ,45.1, ,97, ,62, ,83, ,40.2, ,4.1, ,99.0, ,50.8, 
146,12/28/2021,362,0.03, ,0.00, ,169, ,7.7, ,51.2, ,35.9, ,43.4, ,95, ,61, ,80, ,37.7, ,2.9, ,69.7, ,50.6, 
146,12/29/2021,363,0.02, ,0.11, ,130, ,8.8, ,52.1, ,36.7, ,44.4, ,96, ,74, ,89, ,41.3, ,3.1, ,75.1, ,50.1, 
146,12/30/2021,364,0.01, ,0, ,70, ,9.8, ,52.3, ,40.6, ,45.7, ,99, ,80, ,94, ,43.9, ,2.6, ,62.5, ,50.4, 
146,12/31/2021,365,0.01, ,0, ,79, ,9.2, ,49.5, ,38.7, ,45.9, ,96, ,75, ,87, ,42.3, ,3.7, ,87.6, ,50.7, 
