184,12/1/2021,335,0.07, ,0, ,286, ,15.2, ,78.1, ,53.0, ,59.2, ,100, ,50, ,88, ,55.8, ,2.4, ,58.1, ,62.0, 
184,12/2/2021,336,0.06, ,0, ,260, ,14.8, ,64.0, ,54.7, ,57.8, ,100, ,73, ,90, ,55.0, ,2.8, ,68.2, ,62.3, 
184,12/3/2021,337,0.06, ,0, ,256, ,13.5, ,64.7, ,54.4, ,57.0, ,99, ,68, ,85, ,52.6, ,3.9, ,93.8, ,62.1, 
184,12/4/2021,338,0.05,R,0, ,226, ,13.4, ,63.5, ,54.9, ,57.5, ,89, ,71, ,83, ,52.3, ,3.6, ,85.9, ,61.7, 
184,12/5/2021,339,0.06,R,0, ,255, ,13.5, ,65.3, ,50.7, ,57.5, ,100, ,66, ,84, ,52.6, ,2.2, ,53.9, ,61.6, 
184,12/6/2021,340,0.04, ,0.00, ,179, ,13.9, ,62.8, ,48.3, ,55.3, ,100, ,78, ,93, ,53.3, ,3.4, ,81.8, ,60.7, 
184,12/7/2021,341,0.01,R,0.01, ,60, ,13.3, ,60.8, ,53.0, ,58.0, ,94, ,70, ,81, ,52.1, ,1.4, ,33.2, ,60.8, 
184,12/8/2021,342,0.07,R,0, ,276, ,13.4, ,67.9, ,51.3, ,58.5, ,93, ,56, ,80, ,52.3, ,2.3, ,54.8, ,60.3, 
184,12/9/2021,343,0.01,R,0.20, ,86, ,14.4, ,62.5, ,54.1, ,57.6, ,100, ,72, ,89, ,54.3, ,1.3, ,30.9, ,61.0, 
184,12/10/2021,344,0.02, ,0.00, ,114, ,11.0, ,61.3, ,47.9, ,53.4, ,94, ,55, ,79, ,46.9, ,2.6, ,61.8, ,59.8, 
184,12/11/2021,345,0.09, ,0, ,305, ,7.6, ,66.8, ,46.6, ,55.3, ,89, ,29, ,51, ,37.4, ,3.5, ,82.8, ,58.4, 
184,12/12/2021,346,0.08, ,0, ,295, ,8.7, ,64.5, ,42.5, ,53.7, ,93, ,40, ,61, ,40.8, ,2.8, ,67.8, ,57.7, 
184,12/13/2021,347,0.01, ,0, ,52, ,10.9, ,58.6, ,48.7, ,54.1, ,92, ,67, ,76, ,46.9, ,2.8, ,68.1, ,57.6, 
184,12/14/2021,348,0.01, ,1.31, ,36, ,12.2, ,59.7, ,51.0, ,55.4, ,100, ,60, ,81, ,49.8, ,7.3,R,174.2,R,57.9, 
184,12/15/2021,349,0.06, ,0, ,241, ,8.0, ,57.9, ,43.6, ,50.3, ,84, ,45, ,65, ,38.8, ,3.6, ,85.6, ,56.5, 
184,12/16/2021,350,0.07, ,0.01, ,280, ,9.4, ,59.6, ,39.5, ,50.5, ,100, ,50, ,75, ,42.9, ,3.7, ,88.5, ,55.4, 
184,12/17/2021,351,0.08, ,0.03, ,294, ,11.7, ,65.4, ,47.4, ,55.8, ,100, ,55, ,77, ,48.7, ,3.8, ,90.5, ,56.6, 
184,12/18/2021,352,0.08, ,0, ,306, ,7.1, ,66.1, ,42.2, ,53.4, ,97, ,18, ,51, ,35.8, ,3.3, ,79.3, ,56.2, 
184,12/19/2021,353,0.07, ,0, ,300, ,8.1, ,65.1, ,43.0, ,52.7, ,92, ,27, ,59, ,38.9, ,2.9, ,70.5, ,55.6, 
184,12/20/2021,354,0.06, ,0, ,251, ,8.5, ,67.4, ,40.7, ,53.6, ,89, ,25, ,61, ,40.5, ,3.0, ,71.4, ,55.2, 
184,12/21/2021,355,0.05, ,0, ,148, ,9.8, ,68.2, ,51.9, ,57.7, ,100, ,32, ,60, ,44.0, ,2.6, ,62.5, ,56.1, 
184,12/22/2021,356,0.06, ,0, ,199, ,11.6, ,66.0, ,49.0, ,57.5, ,100, ,44, ,72, ,48.4, ,3.1, ,75.2, ,56.8, 
184,12/23/2021,357,0.02, ,0.52, ,106, ,13.1, ,66.2, ,52.0, ,57.5, ,99, ,54, ,81, ,51.7, ,3.8, ,91.2, ,57.9, 
184,12/24/2021,358,0.05, ,0.34, ,224, ,14.2, ,62.2, ,50.7, ,57.3, ,100, ,67, ,88, ,53.9, ,4.2, ,100.9, ,58.1, 
184,12/25/2021,359,0.03, ,0.24,H,144, ,12.9, ,59.2, ,51.0, ,54.1, ,100, ,69, ,90, ,51.3, ,2.6, ,61.9, ,58.1, 
184,12/26/2021,360,0.06, ,0.12,H,264, ,10.4, ,58.9, ,46.3, ,53.2, ,100, ,53, ,76, ,45.7, ,4.1, ,98.4, ,57.7, 
184,12/27/2021,361,0.04, ,0.04, ,189, ,9.9, ,57.8, ,45.1, ,51.1, ,97, ,57, ,77, ,44.3, ,3.2, ,76.3, ,56.3, 
184,12/28/2021,362,0.04,R,0.03, ,168, ,10.9, ,57.3, ,48.6, ,52.1, ,100, ,68, ,82, ,46.9, ,2.5, ,59.8, ,56.3, 
184,12/29/2021,363,0.03,R,0.03, ,139, ,11.7, ,58.3, ,46.7, ,52.3, ,100, ,73, ,87, ,48.6, ,2.7, ,65.0, ,55.9, 
184,12/30/2021,364,0.04,R,0.03, ,210, ,12.4, ,63.9, ,52.5, ,57.2, ,92, ,62, ,77, ,50.2, ,1.0,I,24.0,I,56.3, 
184,12/31/2021,365,0.03,R,0.02, ,153, ,11.8, ,61.5, ,53.1, ,55.8, ,92, ,67, ,77, ,48.8, ,1.0,I,24.0,I,57.2, 
