68,12/1/2021,335,0.09, ,0, ,247, ,5.7, ,87.9,Y,45.1, ,64.9, ,48, ,13, ,27, ,30.2, ,2.3, ,55.8, ,61.7, 
68,12/2/2021,336,0.09, ,0, ,257, ,6.2, ,85.7, ,47.9, ,65.4, ,49, ,14, ,29, ,32.4, ,2.6, ,61.2, ,61.9, 
68,12/3/2021,337,0.08, ,0, ,249, ,7.6, ,83.6, ,48.1, ,63.9, ,62, ,22, ,38, ,37.6, ,2.7, ,63.7, ,62.0, 
68,12/4/2021,338,0.08, ,0, ,246, ,8.0, ,82.8, ,46.3, ,63.4, ,65, ,24, ,40, ,38.9, ,3.0, ,71.4, ,61.8, 
68,12/5/2021,339,0.09, ,0, ,248, ,6.5, ,86.0,Y,46.5, ,64.9, ,62, ,14, ,31, ,33.6, ,3.4, ,81.0, ,61.7, 
68,12/6/2021,340,0.09, ,0, ,236, ,5.9, ,85.2,Y,46.0, ,64.2, ,52, ,13, ,29, ,31.3, ,3.2, ,76.1, ,61.3, 
68,12/7/2021,341,0.02, ,0, ,90, ,11.6, ,68.7, ,49.5, ,58.4, ,87, ,49, ,70, ,48.5, ,3.1, ,74.1, ,61.5, 
68,12/8/2021,342,0.06, ,0, ,205, ,9.7, ,76.2, ,47.4, ,61.2, ,80, ,31, ,52, ,43.7, ,3.2, ,76.5, ,61.6, 
68,12/9/2021,343,0.09, ,0, ,148, ,11.2, ,75.3, ,53.3, ,63.8, ,71, ,40, ,56, ,47.6, ,9.8,Y,235.2,Y,62.0, 
68,12/10/2021,344,0.06, ,0, ,192, ,8.0, ,68.2, ,43.5, ,56.5, ,70, ,35, ,51, ,38.7, ,4.4, ,106.4, ,61.6, 
68,12/11/2021,345,0.06, ,0, ,218, ,4.3, ,65.8, ,35.5, ,49.8, ,60, ,15, ,35, ,23.4, ,3.0, ,72.9, ,59.6, 
68,12/12/2021,346,0.06, ,0, ,217, ,4.1, ,67.5, ,33.6, ,49.1, ,58, ,16, ,34, ,22.3, ,2.6, ,63.4, ,57.9, 
68,12/13/2021,347,0.05, ,0, ,144, ,6.0, ,63.5, ,32.8, ,49.3, ,67, ,33, ,50, ,31.4, ,2.7, ,64.0, ,57.2, 
68,12/14/2021,348,0.11, ,0, ,194, ,8.2, ,76.9, ,51.1, ,62.1, ,55, ,33, ,43, ,39.4, ,9.8,Y,234.1,Y,59.2, 
68,12/15/2021,349,0.06, ,0, ,199, ,5.5, ,62.6, ,35.0, ,50.1, ,66, ,22, ,45, ,29.5, ,4.2, ,101.0, ,58.9, 
68,12/16/2021,350,0.05, ,0, ,205, ,5.2, ,63.5, ,31.7, ,46.9, ,67, ,26, ,47, ,27.8, ,2.8, ,67.2, ,56.8, 
68,12/17/2021,351,0.06, ,0, ,208, ,5.7, ,67.5, ,37.4, ,51.2, ,68, ,24, ,44, ,30.2, ,3.9, ,94.7, ,56.8, 
68,12/18/2021,352,0.06, ,0, ,214, ,3.8, ,67.1, ,31.2, ,48.9, ,56, ,15, ,32, ,20.6, ,3.1, ,74.0, ,55.9, 
68,12/19/2021,353,0.05, ,0, ,211, ,3.6, ,68.5, ,28.8, ,47.2, ,50, ,17, ,33, ,19.5, ,2.6, ,61.2, ,54.9, 
68,12/20/2021,354,0.06, ,0, ,187, ,3.9, ,69.3, ,31.1, ,50.3, ,46, ,15, ,31, ,21.2, ,2.9, ,69.7, ,54.6, 
68,12/21/2021,355,0.06, ,0, ,132, ,5.8, ,69.4, ,46.6, ,56.9, ,54, ,21, ,37, ,30.8, ,2.6, ,61.9, ,56.4, 
68,12/22/2021,356,0.05, ,0, ,165, ,6.5, ,71.0, ,46.0, ,57.8, ,60, ,23, ,40, ,33.6, ,2.2, ,53.4, ,57.4, 
68,12/23/2021,357,0.09, ,0, ,157, ,8.5, ,78.1, ,48.1, ,65.1,Y,67, ,20, ,40,Y,40.4,Y,5.1, ,121.4, ,58.9, 
68,12/24/2021,358,0.10, ,0.06, ,188, ,11.5, ,69.0, ,48.1, ,60.9, ,92, ,40, ,63, ,48.3, ,10.4,Y,250.0,Y,60.4, 
68,12/25/2021,359,0.08, ,0, ,200, ,9.0, ,68.0, ,46.6, ,58.5, ,76, ,36, ,54, ,41.8, ,7.3, ,174.4, ,59.0, 
68,12/26/2021,360,0.11, ,0, ,209, ,7.6, ,69.0, ,47.7, ,60.0, ,57, ,24, ,43, ,37.6, ,9.7,Y,231.8,Y,59.3, 
68,12/27/2021,361,0.10, ,0, ,162, ,6.8, ,63.8, ,41.9, ,54.2, ,65, ,32, ,47, ,34.5, ,9.1,Y,218.9,Y,58.0, 
68,12/28/2021,362,0.13, ,0, ,224, ,8.1, ,64.9, ,50.1, ,57.5, ,58, ,39, ,50, ,39.1, ,13.2,R,316.8,R,58.2, 
68,12/29/2021,363,0.06, ,0, ,181, ,7.6, ,64.7, ,40.1, ,54.1, ,72, ,38, ,53, ,37.6, ,5.4, ,130.2, ,58.4, 
68,12/30/2021,364,0.04, ,0, ,186, ,10.2, ,64.8, ,38.8, ,52.8, ,91, ,60, ,75, ,45.1, ,2.8, ,66.3, ,58.0, 
68,12/31/2021,365,0.09, ,0, ,188, ,10.5, ,72.7, ,49.8, ,59.1, ,90, ,37, ,61, ,45.9, ,8.5,Y,204.1,Y,59.3, 
