263,12/1/2021,335,0.04, ,0.00, ,193, ,11.3, ,72.0, ,40.5, ,49.6, ,100, ,62, ,94, ,47.8, ,2.0, ,47.4, ,50.9, 
263,12/2/2021,336,0.02,R,0.00, ,103, ,11.1, ,53.1, ,40.0, ,47.2, ,100, ,100, ,100, ,47.4, ,1.9, ,45.1, ,51.2, 
263,12/3/2021,337,0.03, ,0.00, ,165, ,10.6, ,54.9, ,34.5, ,45.7, ,100, ,96, ,100, ,46.0, ,2.4, ,58.6, ,51.0, 
263,12/4/2021,338,0.01, ,0.00, ,56, ,10.8, ,52.7, ,38.6, ,47.4, ,100, ,89, ,97, ,46.6, ,2.3, ,54.8, ,51.4, 
263,12/5/2021,339,0.04, ,0.00, ,190, ,9.9, ,53.4, ,36.3, ,44.6, ,100, ,85, ,98, ,44.2, ,2.0, ,47.8, ,50.5, 
263,12/6/2021,340,0.00, ,0, ,32, ,10.8, ,52.1, ,43.4, ,47.4, ,100, ,89, ,97, ,46.6, ,2.4, ,56.5, ,50.4, 
263,12/7/2021,341,0.04, ,0.01, ,199, ,11.3, ,56.4, ,37.1, ,48.0, ,100, ,89, ,99, ,47.7, ,2.8, ,67.0, ,50.4, 
263,12/8/2021,342,0.02, ,0.00, ,117, ,11.0, ,54.1, ,41.4, ,48.8, ,100, ,80, ,94, ,47.1, ,2.9, ,69.1, ,51.1, 
263,12/9/2021,343,0.04, ,0.00, ,185, ,8.0, ,50.6, ,33.7, ,41.8, ,100, ,64, ,89, ,38.8, ,3.3, ,79.0, ,50.1, 
263,12/10/2021,344,0.04, ,0.00, ,186, ,7.9, ,52.5, ,31.5, ,41.6, ,100, ,66, ,89, ,38.6, ,2.3, ,55.7, ,48.7, 
263,12/11/2021,345,0.01, ,0.00, ,16, ,9.9, ,50.8, ,42.9, ,48.1, ,96, ,67, ,86, ,44.2, ,12.7,Y,305.7,Y,48.1, 
263,12/12/2021,346,0.01, ,0.01, ,67, ,10.5, ,50.9, ,43.2, ,46.8, ,100, ,88, ,96, ,45.8, ,6.1, ,146.1, ,47.9, 
263,12/13/2021,347,0.00, ,1.10, ,27, ,9.5, ,49.2, ,33.8, ,44.2, ,99, ,84, ,96, ,43.1, ,6.7, ,160.5, ,47.4, 
263,12/14/2021,348,0.04, ,0.15, ,215, ,7.6, ,50.2, ,31.3, ,40.9, ,99, ,67, ,88, ,37.6, ,3.9, ,93.2, ,46.4,Y
263,12/15/2021,349,0.01, ,0.76, ,37, ,9.2, ,47.8, ,39.5, ,44.3, ,99, ,72, ,92, ,42.2, ,10.0, ,239.3, ,45.8,Y
263,12/16/2021,350,0.02, ,0.26, ,128, ,10.1, ,52.8, ,37.9, ,45.8, ,100, ,85, ,97, ,44.9, ,4.9, ,116.6, ,46.3,Y
263,12/17/2021,351,0.03, ,0.00, ,171, ,8.1, ,52.7, ,30.6, ,41.1, ,100, ,68, ,93, ,39.2, ,1.8, ,44.3, ,45.9,Y
263,12/18/2021,352,0.02, ,0, ,88, ,9.0, ,51.7, ,37.5, ,45.7, ,94, ,65, ,86, ,41.7, ,3.1, ,74.5, ,45.9,Y
263,12/19/2021,353,0.01, ,0.75, ,37, ,11.4, ,56.5, ,46.8, ,50.3, ,100, ,75, ,92, ,47.9, ,5.4, ,129.3, ,47.2, 
263,12/20/2021,354,0.01, ,0.09, ,73, ,11.2, ,57.8, ,47.5, ,51.3, ,100, ,64, ,87, ,47.6, ,2.3, ,55.2, ,48.4, 
263,12/21/2021,355,0.01, ,0.29, ,28, ,10.4, ,54.2, ,47.1, ,50.4, ,95, ,63, ,83, ,45.5, ,3.4, ,81.7, ,48.7, 
263,12/22/2021,356,0.01, ,0.46, ,50, ,12.2, ,54.2, ,46.6, ,50.8, ,100, ,88, ,96, ,49.7, ,6.6, ,158.8, ,49.0, 
263,12/23/2021,357,0.01, ,0.17, ,72, ,10.9, ,53.0, ,42.0, ,48.3, ,100, ,79, ,95, ,46.8, ,5.0, ,119.7, ,49.9, 
263,12/24/2021,358,0.02, ,0.81, ,76, ,8.9, ,48.4, ,41.4, ,44.8, ,97, ,75, ,88, ,41.5, ,8.3, ,200.1, ,48.1, 
263,12/25/2021,359,0.01, ,0.35, ,86, ,8.0, ,45.9,Y,36.1, ,40.7, ,99, ,86, ,93, ,38.9, ,4.8, ,114.9, ,46.6, 
263,12/26/2021,360,0.00, ,0.62, ,19, ,7.6, ,43.7,Y,34.1, ,39.5, ,97, ,81, ,92, ,37.3, ,6.7, ,161.2, ,44.4, 
263,12/27/2021,361,0.02,R,0.15, ,119, ,7.0, ,42.7,Y,33.0, ,37.9, ,99, ,74, ,91, ,35.4, ,3.7, ,89.3, ,43.5, 
263,12/28/2021,362,0.01, ,0.44, ,68, ,8.7, ,46.9, ,36.4, ,41.7, ,100, ,89, ,96, ,40.8, ,4.9, ,117.3, ,43.6, 
263,12/29/2021,363,0.04, ,0.12, ,195, ,7.6, ,50.6, ,28.9, ,40.0, ,100, ,60, ,91, ,37.5, ,3.0, ,72.3, ,44.0, 
263,12/30/2021,364,0.01, ,0.30, ,69, ,7.9, ,45.1, ,29.8, ,39.0, ,100, ,89, ,97, ,38.3, ,4.0, ,95.8, ,43.2, 
263,12/31/2021,365,0.03, ,0.05,H,157, ,7.9, ,49.3, ,31.6, ,40.1, ,100, ,77, ,94, ,38.4, ,3.2, ,75.8, ,43.6, 
