39,12/1/2021,335,0.07, ,0, ,285, ,10.3, ,74.8,Y,37.0, ,52.7, ,100, ,38, ,76, ,45.2, ,1.9, ,46.4, ,55.1, 
39,12/2/2021,336,0.07, ,0, ,277, ,10.5, ,74.8,Y,38.5, ,53.7, ,100, ,38, ,74, ,45.7, ,2.2, ,53.8, ,55.2, 
39,12/3/2021,337,0.06, ,0, ,256, ,10.5, ,70.6, ,40.2, ,52.3, ,100, ,45, ,79, ,45.9, ,1.9, ,44.7, ,55.6, 
39,12/4/2021,338,0.04, ,0.01, ,198, ,10.5, ,57.8, ,37.7, ,46.3, ,100, ,80, ,98, ,45.8, ,3.4, ,80.7, ,54.7, 
39,12/5/2021,339,0.00, ,0.01, ,38, ,11.1, ,48.7, ,45.5, ,47.3, ,100, ,100, ,100, ,47.3, ,2.9, ,69.2, ,55.0, 
39,12/6/2021,340,0, ,0.01, ,38, ,10.6, ,47.1, ,45.3, ,46.2, ,100, ,100, ,100, ,46.2, ,2.6, ,61.3, ,54.4, 
39,12/7/2021,341,0.02, ,0, ,110, ,10.5, ,54.1, ,36.1, ,46.4, ,100, ,84, ,98, ,45.9, ,2.5, ,60.6, ,54.4, 
39,12/8/2021,342,0.05, ,0.00, ,251, ,10.4, ,63.1, ,35.7, ,47.6, ,100, ,65, ,93, ,45.6, ,2.5, ,60.8, ,53.6, 
39,12/9/2021,343,0.01, ,0.55, ,87, ,12.0, ,53.9, ,42.4, ,49.7, ,100, ,86, ,98, ,49.3, ,2.9, ,70.6, ,54.4, 
39,12/10/2021,344,0.03, ,0.00, ,170, ,9.9, ,55.8, ,36.7, ,45.3, ,100, ,76, ,96, ,44.3, ,2.3, ,55.6, ,53.8, 
39,12/11/2021,345,0.05, ,0.00, ,267, ,8.9, ,58.7, ,33.8, ,43.5, ,100, ,61, ,92, ,41.4, ,2.3, ,54.4, ,52.4, 
39,12/12/2021,346,0.04, ,0.00, ,196, ,8.9, ,58.6, ,32.5, ,47.1, ,100, ,53, ,81, ,41.5, ,2.8, ,67.2, ,51.7, 
39,12/13/2021,347,0.01, ,0.21, ,38, ,10.7, ,55.3, ,49.7, ,52.1, ,94, ,67, ,80, ,46.3, ,5.2, ,125.1, ,53.0, 
39,12/14/2021,348,0.00, ,1.02, ,29, ,10.1, ,55.1, ,35.8, ,44.9, ,100, ,89, ,100, ,44.9, ,5.3,Y,128.4,Y,52.2, 
39,12/15/2021,349,0.05, ,0,R,257, ,8.2, ,51.0, ,42.1, ,46.3, ,100, ,60, ,76, ,39.3, ,4.1, ,97.6, ,50.6, 
39,12/16/2021,350,0.03, ,0.10, ,149, ,9.9, ,56.8, ,43.5, ,47.7, ,100, ,63, ,88, ,44.3, ,4.7, ,113.8, ,50.9, 
39,12/17/2021,351,0.01, ,0, ,89, ,10.2, ,49.9, ,42.7, ,45.5, ,100, ,90, ,99, ,45.1, ,3.1, ,73.8, ,51.9, 
39,12/18/2021,352,0.02, ,0, ,119, ,8.9, ,50.5, ,32.7, ,43.6, ,100, ,77, ,92, ,41.5, ,2.2, ,52.0, ,51.8, 
39,12/19/2021,353,0.05, ,0.01, ,273, ,8.1, ,60.2, ,29.7, ,41.1, ,100, ,55, ,93, ,39.1, ,3.0, ,71.2, ,49.8, 
39,12/20/2021,354,0, ,0.01, ,42, ,8.2, ,40.7, ,38.0, ,39.5, ,100, ,100, ,100, ,39.5, ,2.7, ,65.3, ,50.1, 
39,12/21/2021,355,0.01, ,0, ,120, ,8.3, ,47.5, ,36.4, ,39.8, ,100, ,93, ,100, ,39.7, ,3.0, ,71.6, ,49.7, 
39,12/22/2021,356,0.00, ,0.37, ,54, ,10.5, ,52.9, ,39.0, ,46.0, ,100, ,82, ,99, ,45.9, ,4.1, ,99.0, ,49.7, 
39,12/23/2021,357,0, ,0.49, ,25, ,14.1,Y,57.9, ,48.7, ,53.5, ,100, ,100, ,100,Y,53.5,Y,5.0, ,119.0, ,51.5, 
39,12/24/2021,358,0.04, ,0.30, ,185, ,13.3,Y,60.6, ,43.4, ,52.8, ,100, ,88, ,97,Y,52.1,Y,5.3, ,128.1, ,53.3, 
39,12/25/2021,359,0.05, ,0.13, ,196, ,10.4, ,56.4, ,40.2, ,47.9, ,100, ,66, ,91, ,45.5, ,6.4,Y,153.0,Y,52.2, 
39,12/26/2021,360,0.05, ,0, ,272, ,8.7, ,55.1, ,37.8, ,46.1, ,100, ,48, ,82, ,40.8, ,2.5, ,59.7, ,51.4, 
39,12/27/2021,361,0.01, ,0.23, ,94, ,9.9, ,49.6, ,40.7, ,44.5, ,100, ,94, ,99, ,44.4, ,5.2, ,124.7, ,50.7, 
39,12/28/2021,362,0.02, ,0.00, ,153, ,8.2, ,47.7, ,35.2, ,40.7, ,100, ,70, ,95, ,39.4, ,2.5, ,61.1, ,49.9, 
39,12/29/2021,363,0.01, ,0.19, ,84, ,9.9, ,52.1, ,34.7, ,44.8, ,100, ,85, ,98, ,44.3, ,4.1, ,97.2, ,48.8, 
39,12/30/2021,364,0.04, ,0, ,226, ,10.1, ,53.7, ,38.8, ,45.4, ,100, ,86, ,98, ,44.8, ,3.4, ,81.1, ,49.9, 
39,12/31/2021,365,0.01, ,0.00, ,89, ,9.2, ,50.7, ,36.5, ,43.2, ,100, ,74, ,97, ,42.3, ,4.1, ,98.7, ,49.8, 
