223,12/1/2021,335,0.08, ,0, ,305, ,10.2, ,86.3,Y,45.5, ,60.7, ,92, ,19, ,56, ,45.0, ,1.4, ,33.9, ,59.3, 
223,12/2/2021,336,0.06,R,0.00, ,275, ,12.4, ,69.6, ,44.8, ,54.0, ,100, ,57, ,87, ,50.3, ,1.9, ,46.0, ,58.5, 
223,12/3/2021,337,0.05, ,0, ,214, ,13.0, ,67.4, ,49.9, ,55.6, ,100, ,57, ,86, ,51.5, ,1.8, ,43.0, ,59.1, 
223,12/4/2021,338,0.05, ,0, ,222, ,12.6, ,67.5, ,48.5, ,55.5, ,100, ,58, ,84, ,50.6, ,1.7, ,40.8, ,59.4, 
223,12/5/2021,339,0.05, ,0.00, ,224, ,12.2, ,68.4, ,45.8, ,53.6, ,100, ,57, ,87, ,49.9, ,1.7, ,40.1, ,58.5, 
223,12/6/2021,340,0.06, ,0.00, ,239, ,12.3, ,72.2, ,43.4, ,55.7, ,100, ,40, ,81, ,50.0, ,2.1, ,49.9, ,57.7, 
223,12/7/2021,341,0.02, ,0.03, ,104, ,13.1, ,65.6, ,50.4, ,57.2, ,100, ,58, ,82, ,51.7, ,1.4,Y,34.3,Y,58.9, 
223,12/8/2021,342,0.06, ,0.00, ,258, ,12.9, ,68.6, ,46.0, ,55.8, ,100, ,55, ,85, ,51.3, ,1.7, ,41.4, ,58.1, 
223,12/9/2021,343,0.01, ,0.07, ,70, ,12.0, ,58.4, ,51.1, ,55.3, ,100, ,51, ,80, ,49.3, ,2.5, ,60.6, ,58.5, 
223,12/10/2021,344,0.05, ,0, ,213, ,8.9, ,63.2, ,41.3, ,51.2, ,90, ,48, ,69, ,41.4, ,1.6,Y,38.7,Y,56.5, 
223,12/11/2021,345,0.07, ,0, ,286, ,6.0, ,69.2, ,38.6, ,51.5, ,83, ,20, ,46, ,31.6, ,1.5,Y,35.7,Y,55.4, 
223,12/12/2021,346,0.07, ,0, ,281, ,7.5, ,67.7, ,36.7, ,50.1, ,95, ,26, ,61, ,37.1, ,1.6,Y,38.9,Y,54.7, 
223,12/13/2021,347,0.01, ,0.10, ,70, ,10.1, ,58.2, ,42.6, ,51.0, ,98, ,64, ,79, ,44.7, ,2.2, ,52.0, ,54.4, 
223,12/14/2021,348,0.00, ,3.11, ,60, ,12.0, ,57.0, ,39.5, ,49.6, ,100, ,86, ,99, ,49.4, ,3.1, ,74.4, ,54.7, 
223,12/15/2021,349,0.06, ,0, ,275, ,7.1, ,59.9, ,36.4, ,45.5, ,99, ,30, ,68, ,35.7, ,1.8, ,43.4, ,52.8, 
223,12/16/2021,350,0.03, ,0.00, ,163, ,9.1, ,57.5, ,35.0, ,47.2, ,99, ,49, ,82, ,42.1, ,1.6,Y,37.6,Y,52.0, 
223,12/17/2021,351,0.06, ,0.00, ,285, ,8.5, ,69.1, ,40.6, ,51.4, ,100, ,27, ,66, ,40.2, ,1.5,Y,36.1,Y,53.4, 
223,12/18/2021,352,0.07, ,0, ,289, ,5.9, ,71.7, ,35.9, ,50.9, ,90, ,14, ,46, ,31.1, ,1.4,Y,34.0,Y,52.6, 
223,12/19/2021,353,0.06, ,0, ,282, ,7.4, ,68.7, ,35.3, ,49.8, ,96, ,18, ,60, ,36.7, ,1.7, ,39.7, ,52.1, 
223,12/20/2021,354,0.06, ,0, ,233, ,6.5, ,68.8, ,34.8, ,50.7, ,100, ,23, ,52, ,33.7, ,1.3,Y,31.6,Y,51.7, 
223,12/21/2021,355,0.05, ,0, ,187, ,7.2, ,73.3, ,46.9, ,55.9, ,72, ,18, ,47, ,36.2, ,1.3,Y,32.1,Y,53.0, 
223,12/22/2021,356,0.03, ,0, ,118, ,8.2, ,65.2, ,44.4, ,55.3, ,80, ,35, ,55, ,39.5, ,1.2,Y,28.4,Y,53.1, 
223,12/23/2021,357,0.00, ,1.97, ,33, ,13.0, ,58.2, ,51.4, ,53.1, ,100, ,54, ,94, ,51.5, ,2.8, ,67.1, ,54.1, 
223,12/24/2021,358,0.03, ,0.48, ,182, ,13.5,Y,60.8, ,48.0, ,54.1, ,100, ,73, ,94,Y,52.5,Y,2.0, ,48.0, ,54.6, 
223,12/25/2021,359,0.01, ,0.64, ,96, ,11.8, ,55.2, ,47.8, ,50.2, ,100, ,68, ,95, ,49.0, ,2.2, ,52.9, ,54.3, 
223,12/26/2021,360,0.04, ,0.01, ,220, ,9.5, ,58.9, ,40.0, ,48.0, ,100, ,53, ,83, ,43.2, ,1.5, ,35.2, ,53.3, 
223,12/27/2021,361,0.02, ,0.14, ,123, ,9.6, ,55.0, ,36.4, ,44.8, ,100, ,67, ,95, ,43.6, ,1.6, ,37.7, ,51.5, 
223,12/28/2021,362,0.04, ,0.01, ,186, ,8.6, ,56.0, ,40.3, ,46.2, ,100, ,54, ,80, ,40.6, ,1.6, ,39.4, ,51.1, 
223,12/29/2021,363,0.01, ,1.44, ,75, ,10.7, ,51.5, ,41.6, ,48.2, ,100, ,77, ,93, ,46.3, ,2.6, ,61.6, ,51.0, 
223,12/30/2021,364,0.00, ,2.65, ,52, ,13.3, ,54.2, ,49.3, ,52.1, ,100, ,99, ,100, ,52.1, ,2.8, ,67.3, ,51.8, 
223,12/31/2021,365,0.06, ,0.01, ,272, ,10.4, ,62.3, ,44.3, ,51.6, ,100, ,53, ,80, ,45.6, ,2.1, ,50.2, ,52.3, 
