213,12/1/2021,335,0.10, ,0, ,259, ,9.2, ,70.8, ,58.2, ,64.5, ,57, ,30, ,45, ,42.5, ,4.6, ,110.0, ,59.3, 
213,12/2/2021,336,0.07, ,0.02, ,237, ,12.0, ,66.9, ,50.8, ,57.9, ,100, ,52, ,73, ,49.4, ,3.3, ,79.1, ,59.1, 
213,12/3/2021,337,0.01, ,0, ,59, ,12.4, ,52.1, ,49.4, ,50.8, ,100, ,94, ,98, ,50.3, ,3.8, ,91.0, ,59.3, 
213,12/4/2021,338,0.02, ,0, ,124, ,12.1, ,55.3, ,49.0, ,50.8, ,100, ,83, ,95, ,49.5, ,2.6, ,61.3, ,58.8, 
213,12/5/2021,339,0.05, ,0, ,223, ,11.4, ,59.4, ,44.6, ,50.8, ,100, ,70, ,90, ,48.1, ,2.6, ,63.5, ,58.9, 
213,12/6/2021,340,0.01, ,0, ,88, ,11.3, ,51.6, ,43.3, ,48.3, ,100, ,93, ,98, ,47.7, ,2.9, ,68.8, ,57.8, 
213,12/7/2021,341,0.06, ,0, ,237, ,11.4, ,62.6, ,47.1, ,51.9, ,100, ,63, ,87, ,48.1, ,3.7, ,89.2, ,57.9, 
213,12/8/2021,342,0.00, ,0.01, ,38, ,12.6, ,52.1, ,48.0, ,50.7, ,100, ,96, ,100, ,50.6, ,3.4, ,81.6, ,57.8, 
213,12/9/2021,343,0.06, ,0, ,242, ,8.8, ,56.4, ,44.3, ,49.6, ,96, ,56, ,72, ,41.1, ,3.7, ,88.3, ,57.7, 
213,12/10/2021,344,0.06, ,0, ,247, ,6.3, ,55.5, ,40.7, ,46.9, ,79, ,38, ,57, ,32.6, ,3.2, ,77.4, ,56.5, 
213,12/11/2021,345,0.05, ,0, ,235, ,8.0, ,54.0, ,39.9, ,47.0, ,91, ,45, ,73, ,38.9, ,3.6, ,85.6, ,55.5, 
213,12/12/2021,346,0.02, ,0.87, ,56, ,10.5, ,50.9, ,45.9, ,48.7, ,100, ,70, ,90, ,45.9, ,9.6,R,230.3,R,55.1, 
213,12/13/2021,347,0.00, ,2.98, ,34, ,12.0, ,55.4, ,41.3, ,49.4, ,100, ,93, ,100, ,49.3, ,6.4, ,154.7, ,54.5, 
213,12/14/2021,348,0.05, ,0.15, ,218, ,7.7, ,49.8, ,39.1, ,43.5, ,100, ,54, ,80, ,37.8, ,4.1, ,98.4, ,53.7, 
213,12/15/2021,349,0.04, ,1.27, ,136, ,9.1, ,50.3, ,42.2, ,46.4, ,100, ,69, ,85, ,42.1, ,7.9,Y,189.6,Y,53.0, 
213,12/16/2021,350,0.05, ,0.11, ,236, ,10.4, ,55.0, ,41.8, ,48.5, ,100, ,63, ,89, ,45.5, ,3.6, ,85.8, ,53.4, 
213,12/17/2021,351,0.05, ,0, ,249, ,8.3, ,53.2, ,39.4, ,45.3, ,98, ,59, ,80, ,39.6, ,3.6, ,86.0, ,53.4, 
213,12/18/2021,352,0.04, ,0, ,216, ,8.1, ,48.9,Y,38.4, ,42.4,Y,100, ,71, ,87,Y,38.9,Y,5.3, ,126.5, ,52.8, 
213,12/19/2021,353,0.04, ,0, ,188, ,8.6, ,49.9, ,37.3, ,42.5,Y,100, ,78, ,93,Y,40.7,Y,5.9, ,142.2, ,52.4, 
213,12/20/2021,354,0.03, ,0, ,139, ,8.4, ,48.4,Y,41.1, ,44.1, ,96, ,77, ,86, ,40.2, ,7.3,Y,175.2,Y,52.3, 
213,12/21/2021,355,0.04, ,0.23, ,164, ,8.3, ,51.8, ,40.0, ,43.5, ,99, ,66, ,87, ,39.8, ,7.4,Y,176.6,Y,51.9, 
213,12/22/2021,356,0.01, ,0.46, ,56, ,11.4, ,54.1, ,41.5, ,47.6, ,100, ,100, ,100, ,47.9, ,4.5, ,108.8, ,51.9, 
213,12/23/2021,357,0.00, ,1.01, ,42, ,13.7, ,54.7, ,51.5, ,52.9, ,100, ,100, ,100, ,52.9, ,4.8, ,115.4, ,53.4, 
213,12/24/2021,358,0.04, ,0.27, ,164, ,10.7, ,53.1, ,45.0, ,49.2, ,100, ,64, ,89, ,46.3, ,5.2, ,123.8, ,53.7, 
213,12/25/2021,359,0.00, ,0.36, ,36, ,10, ,48.8, ,40.1, ,46.4, ,100, ,82, ,93, ,44.6, ,6.1, ,147.5, ,52.9, 
213,12/26/2021,360,0.02, ,0.16, ,88, ,8.7, ,46.6, ,38.6, ,43.3, ,100, ,76, ,91, ,40.8, ,4.6, ,109.5, ,51.8, 
213,12/27/2021,361,0.04, ,0.17, ,162, ,8.2, ,47.7, ,39.4, ,44.4, ,100, ,62, ,83, ,39.5, ,5.8, ,140.0, ,51.6, 
213,12/28/2021,362,0.02, ,0.02, ,100, ,7.2, ,46.8, ,38.4, ,42.1, ,88, ,66, ,79, ,35.9, ,2.8, ,67.3, ,51.2, 
213,12/29/2021,363,0.00, ,0.54, ,46, ,9.3, ,46.7, ,40.3, ,42.7, ,100, ,93, ,99, ,42.5, ,4.3, ,102.8, ,51.3, 
213,12/30/2021,364,0.05, ,0, ,231, ,8.0, ,51.9, ,39.5, ,44.4, ,96, ,65, ,80, ,38.7, ,3.4, ,82.5, ,51.1, 
213,12/31/2021,365,0.05, ,0, ,240, ,7.3, ,52.7, ,37.9, ,43.6, ,96, ,52, ,76, ,36.6, ,3.5, ,84.4, ,51.1, 
