178,12/1/2021,335,0.07, ,0, ,243, ,10.3, ,69.5, ,41.4, ,53.0, ,94, ,48, ,75, ,45.3, ,2.8, ,66.9, ,53.2, 
178,12/2/2021,336,0.06, ,0.00, ,231, ,10.6, ,68.0, ,35.7, ,49.3, ,97, ,60, ,88, ,46.0, ,2.0, ,46.8, ,52.8, 
178,12/3/2021,337,0.02, ,0.00, ,86, ,11.6, ,55.6, ,45.6, ,50.8, ,100, ,82, ,92, ,48.5, ,2.9, ,68.9, ,53.7, 
178,12/4/2021,338,0.04, ,0, ,169, ,11.1, ,62.2, ,45.8, ,51.8, ,95, ,65, ,84, ,47.2, ,2.8, ,66.4, ,54.4, 
178,12/5/2021,339,0.03, ,0.01,H,165, ,10.7, ,61.7, ,41.4, ,48.4, ,99, ,68, ,92, ,46.2, ,2.5, ,60.1, ,54.6, 
178,12/6/2021,340,0.01, ,0.01, ,62, ,10.4, ,49.6, ,43.1, ,46.4, ,99, ,91, ,97, ,45.5, ,2.4, ,58.1, ,54.0, 
178,12/7/2021,341,0.05, ,0.00, ,204, ,10.4, ,60.5, ,42.2, ,49.9, ,96, ,61, ,85, ,45.6, ,3.0, ,72.9, ,54.3, 
178,12/8/2021,342,0.00, ,0.04, ,43, ,11.4, ,53.5, ,41.2, ,50.2, ,98, ,84, ,92, ,48.1, ,2.7, ,64.7, ,54.0, 
178,12/9/2021,343,0.05, ,0, ,204, ,8.8, ,56.9, ,35.3, ,47.8, ,95, ,58, ,78, ,41.3, ,3.2, ,77.5, ,54.1, 
178,12/10/2021,344,0.06, ,0.00, ,237, ,6.0, ,55.3, ,31.0, ,40.3, ,96, ,34, ,71, ,31.7, ,2.1, ,51.6, ,52.1, 
178,12/11/2021,345,0.06, ,0, ,242, ,6.3, ,57.3, ,27.9, ,42.0, ,94, ,30, ,69, ,32.7, ,2.3, ,55.1, ,50.4, 
178,12/12/2021,346,0.02, ,0.75, ,72, ,9.8, ,52.3, ,44.3, ,49.2, ,91, ,67, ,82, ,44.0, ,6.2,Y,149.7,Y,51.2, 
178,12/13/2021,347,0.01, ,3.68, ,40, ,11.4, ,55.5, ,41.3, ,50.4, ,94, ,85, ,92, ,48.1, ,7.4,R,176.7,R,51.8, 
178,12/14/2021,348,0.05, ,0.28, ,212, ,7.3, ,50.1, ,32.7, ,41.8, ,95, ,50, ,81, ,36.5, ,3.3, ,79.9, ,51.1, 
178,12/15/2021,349,0.04, ,0.87, ,147, ,8.4, ,51.7, ,33.4, ,45.9, ,96, ,63, ,80, ,40.0, ,6.1,Y,147.4,Y,49.9, 
178,12/16/2021,350,0.05, ,0.43, ,200, ,9.6, ,54.1, ,42.8, ,48.3, ,97, ,59, ,83, ,43.6, ,3.5, ,84.7, ,50.5, 
178,12/17/2021,351,0.05, ,0, ,237, ,6.8, ,52.6, ,30.9, ,40.1, ,96, ,54, ,81, ,34.8, ,2.6, ,61.5, ,49.8, 
178,12/18/2021,352,0.03, ,0.00, ,160, ,7.3, ,49.6, ,30.8, ,39.3, ,97, ,68, ,90, ,36.5, ,3.1, ,74.6, ,48.9, 
178,12/19/2021,353,0.02, ,0, ,98, ,7.9, ,47.0, ,33.4, ,40.5, ,97, ,79, ,92, ,38.3, ,2.5, ,59.4, ,48.8, 
178,12/20/2021,354,0.03, ,0, ,167, ,8.1, ,50.2, ,40.6, ,43.7, ,93, ,71, ,84, ,39.1, ,3.3, ,78.2, ,49.6, 
178,12/21/2021,355,0.03, ,0.32, ,165, ,7.8, ,51.2, ,36.4, ,42.8, ,94, ,64, ,83, ,38.0, ,3.4, ,82.7, ,49.7, 
178,12/22/2021,356,0.00, ,0.55, ,49, ,9.9, ,56.6, ,41.8, ,45.0, ,98, ,93, ,97, ,44.2, ,2.3, ,56.0, ,49.6, 
178,12/23/2021,357,0.01, ,1.70, ,48, ,12.8, ,56.7, ,48.0, ,53.8, ,95, ,85, ,91, ,51.1, ,4.8, ,114.1, ,50.9, 
178,12/24/2021,358,0.04, ,0.32, ,170, ,10.0, ,53.1, ,46.3, ,49.6, ,97, ,62, ,82, ,44.5, ,5.0, ,119.9, ,51.3, 
178,12/25/2021,359,0.01, ,1.03, ,32, ,9.2, ,49.7, ,41.4, ,46.9, ,92, ,74, ,84, ,42.3, ,5.8, ,139.9, ,50.5, 
178,12/26/2021,360,0.02, ,0.41, ,88, ,8.1, ,47.2, ,33.6, ,42.2, ,96, ,81, ,89, ,39.2, ,4.4, ,106.6, ,49.1, 
178,12/27/2021,361,0.04, ,0.66, ,170, ,7.9, ,48.7, ,38.2, ,44.7, ,93, ,59, ,78, ,38.4, ,5.1, ,123.5, ,48.9, 
178,12/28/2021,362,0.02, ,0, ,104, ,7.2, ,45.7, ,34.2, ,41.1, ,92, ,69, ,83, ,36.2, ,2.0, ,46.9, ,48.7, 
178,12/29/2021,363,0.00, ,0.54, ,33, ,8.8, ,46.3, ,40.0, ,42.6, ,96, ,90, ,94, ,41.1, ,3.8, ,90.9, ,48.8, 
178,12/30/2021,364,0.05, ,0, ,233, ,7.5, ,54.9, ,34.9, ,42.8, ,95, ,60, ,80, ,37.0, ,3.1, ,74.2, ,48.7, 
178,12/31/2021,365,0.05, ,0.00, ,239, ,6.5, ,51.7, ,30.5, ,38.2, ,97, ,53, ,82, ,33.4, ,3.0, ,72.1, ,47.9, 
