232,12/1/2021,335,--,N,0, ,298, ,9.0, ,86.3,Y,41.9, ,59.6, ,99, ,17, ,52, ,41.7, ,2.4, ,58.5, ,58.8, 
232,12/2/2021,336,--,N,0.01, ,262, ,11.6, ,64.1, ,38.7, ,50.0, ,100, ,70, ,95, ,48.5, ,2.4, ,57.8, ,57.9, 
232,12/3/2021,337,--,N,0, ,135, ,12.0, ,60.9, ,45.2, ,51.7, ,100, ,71, ,92, ,49.4, ,2.5, ,60.6, ,58.7, 
232,12/4/2021,338,--,N,0, ,207, ,11.2, ,64.2, ,41.3, ,52.0, ,98, ,60, ,85, ,47.6, ,2.5, ,60.8, ,59.1, 
232,12/5/2021,339,--,N,0.01, ,287, ,11.1, ,74.4, ,39.0, ,52.6, ,100, ,37, ,82, ,47.3, ,3.3, ,80.3, ,57.5, 
232,12/6/2021,340,--,N,0, ,210, ,11.8, ,68.0, ,41.5, ,52.5, ,100, ,56, ,88, ,48.9, ,2.7, ,64.7, ,56.9, 
232,12/7/2021,341,--,N,0.01, ,148, ,13.9, ,66.9, ,50.5, ,55.8, ,100, ,68, ,92, ,53.4, ,2.1, ,50.4, ,58.5, 
232,12/8/2021,342,--,N,0.00, ,257, ,13.5, ,70.0, ,47.7, ,55.9, ,100, ,62, ,89, ,52.6, ,3.2, ,76.2, ,59.4, 
232,12/9/2021,343,--,N,0.19, ,167, ,11.8, ,58.7, ,42.6, ,51.9, ,100, ,63, ,89, ,48.9, ,4.4, ,104.6, ,58.7, 
232,12/10/2021,344,--,N,0, ,255, ,8.4, ,64.1, ,37.5, ,48.6, ,99, ,44, ,72, ,40.1, ,3.7, ,89.5, ,55.4, 
232,12/11/2021,345,--,N,0, ,280, ,8.0, ,67.2, ,35.7, ,48.4, ,93, ,38, ,69, ,38.7, ,2.3, ,54.8, ,54.1, 
232,12/12/2021,346,--,N,0, ,285, ,8.5, ,63.4, ,34.1, ,48.7, ,93, ,42, ,73, ,40.3, ,2.6, ,61.9, ,53.6, 
232,12/13/2021,347,--,N,0.95, ,89, ,11.5, ,56.2, ,44.2, ,52.8, ,99, ,65, ,84, ,48.2, ,9.5,R,228.2,R,54.1, 
232,12/14/2021,348,--,N,1.44, ,89, ,11.1, ,56.8, ,40.9, ,48.7, ,100, ,75, ,94, ,47.2, ,5.0, ,120.7, ,54.6, 
232,12/15/2021,349,--,N,0, ,263, ,8.0, ,59.2, ,35.7, ,45.4, ,96, ,45, ,77, ,38.8, ,2.1, ,50.8, ,52.3, 
232,12/16/2021,350,--,N,0.05, ,100, ,11.8, ,60.1, ,42.3, ,51.0, ,100, ,76, ,92, ,48.9, ,3.2, ,77.4, ,53.3, 
232,12/17/2021,351,--,N,0, ,286, ,8.9, ,66.8, ,37.8, ,50.5, ,93, ,44, ,71, ,41.5, ,2.6, ,63.2, ,53.6, 
232,12/18/2021,352,--,N,0, ,285, ,7.9, ,65.9, ,33.4, ,46.9, ,93, ,36, ,72, ,38.5, ,2.1, ,49.8, ,52.2, 
232,12/19/2021,353,--,N,0, ,269, ,9.3, ,60.2, ,36.9, ,47.0, ,96, ,69, ,85, ,42.7, ,2.4, ,57.4, ,51.5, 
232,12/20/2021,354,--,N,0, ,170, ,9.7, ,56.7, ,44.5, ,49.5, ,95, ,63, ,81, ,43.8, ,2.1, ,49.4, ,52.8, 
232,12/21/2021,355,--,N,0, ,220, ,9.2, ,64.4, ,38.8, ,49.7, ,93, ,49, ,76, ,42.4, ,2.0, ,47.4, ,52.6, 
232,12/22/2021,356,--,N,0.47, ,55, ,11.2, ,62.4, ,44.5, ,54.5, ,100, ,46, ,77, ,47.5, ,2.3, ,55.7, ,53.2, 
232,12/23/2021,357,--,N,1.26, ,27, ,15.3,Y,58.9, ,56.0,Y,57.1, ,100, ,89, ,96,Y,56.0,Y,5.8,Y,138.3,Y,55.6, 
232,12/24/2021,358,--,N,0.01, ,206, ,12.7, ,62.2, ,50.1, ,54.7, ,97, ,76, ,87, ,51.0, ,3.7, ,87.9, ,56.3, 
232,12/25/2021,359,--,N,0.60, ,176, ,10.3, ,58.6, ,43.1, ,51.2, ,98, ,56, ,80, ,45.2, ,4.0, ,96.4, ,55.4, 
232,12/26/2021,360,--,N,0, ,280, ,8.9, ,58.2, ,39.8, ,48.3, ,97, ,54, ,77, ,41.5, ,2.7, ,65.0, ,54.3, 
232,12/27/2021,361,--,N,0.40, ,80, ,10.0, ,54.1, ,38.5, ,46.4, ,97, ,85, ,93, ,44.5, ,3.6, ,86.1, ,52.3, 
232,12/28/2021,362,--,N,0.03, ,270, ,9.1, ,58.1, ,41.1, ,47.1, ,99, ,55, ,83, ,42.2, ,2.3, ,55.5, ,52.4, 
232,12/29/2021,363,--,N,0.03, ,186, ,10.3, ,57.5, ,45.1, ,50.4, ,95, ,71, ,83, ,45.4, ,5.5, ,131.4, ,52.9, 
232,12/30/2021,364,--,N,0.00, ,153, ,11.1, ,65.2, ,41.4, ,50.2, ,99, ,63, ,90, ,47.3, ,1.9, ,46.7, ,53.1, 
232,12/31/2021,365,--,N,0.01, ,277, ,9.3, ,59.2, ,37.7, ,47.9, ,100, ,54, ,82, ,42.6, ,5.2, ,125.0, ,52.5, 
