208,12/1/2021,335,0.08,R,0, ,293, ,10.3, ,92.0,Y,48.7, ,65.3, ,72, ,20, ,48, ,45.3, ,1.6, ,37.4, ,53.7, 
208,12/2/2021,336,0.09, ,0.02, ,298, ,9.0, ,83.6, ,48.6, ,64.3, ,65, ,21, ,44, ,41.7, ,2.0, ,48.8, ,54.0, 
208,12/3/2021,337,0.09, ,0, ,290, ,9.8, ,78.3, ,51.4, ,62.4, ,67, ,27, ,51, ,43.9, ,2.1, ,50.6, ,53.7, 
208,12/4/2021,338,0.08, ,0.01, ,290, ,10.5, ,79.6, ,51.5, ,62.7, ,72, ,34, ,54, ,45.8, ,2.1, ,49.4, ,53.6, 
208,12/5/2021,339,0.09,R,0, ,303, ,9.5, ,--,S,51.0, ,69.2,Y,62,H,20,H,39,Y,43.2,Y,2.4, ,58.5, ,53.5, 
208,12/6/2021,340,0.09, ,0, ,278, ,9.2, ,76.2, ,48.3, ,61.2, ,68, ,29, ,50, ,42.5, ,2.3, ,55.1, ,53.2, 
208,12/7/2021,341,0.02, ,0, ,61, ,10.8, ,66.2, ,51.4, ,59.0, ,77, ,51, ,63, ,46.5, ,1.5, ,35.9, ,53.0, 
208,12/8/2021,342,0.08, ,0, ,278, ,10.3, ,74.8, ,46.7, ,59.9, ,86, ,32, ,59, ,45.3, ,1.9, ,46.3, ,52.6, 
208,12/9/2021,343,0.03, ,0, ,92, ,10.9, ,66.8, ,50.6, ,58.1, ,75, ,49, ,66, ,46.7, ,3.0, ,71.4, ,52.3, 
208,12/10/2021,344,0.05, ,0, ,192, ,8.2, ,64.7, ,46.3, ,55.2, ,74, ,41, ,55, ,39.3, ,2.7, ,65.6, ,51.5, 
208,12/11/2021,345,0.07, ,0, ,296, ,5.6, ,65.2, ,37.9, ,49.6, ,69, ,19, ,46, ,29.9, ,1.8, ,43.5, ,50.2, 
208,12/12/2021,346,0.07,R,0, ,296, ,5.8, ,66.0, ,34.8, ,49.5, ,75, ,19, ,48, ,30.6, ,1.5, ,35.5, ,48.5, 
208,12/13/2021,347,0.06, ,0, ,243, ,7.0, ,62.8, ,36.5, ,50.2, ,77, ,33, ,57, ,35.5, ,2.1, ,50.1, ,47.8, 
208,12/14/2021,348,0.05, ,0.01, ,118, ,8.5, ,66.7, ,45.0, ,54.6, ,74, ,38, ,59, ,40.4, ,5.1,Y,123.2,Y,47.8, 
208,12/15/2021,349,0.06, ,0, ,281, ,6.2, ,59.3, ,38.3, ,48.1, ,75, ,30, ,55, ,32.5, ,2.2, ,52.5, ,47.1, 
208,12/16/2021,350,0.06, ,0, ,281, ,6.4, ,62.9, ,35.9, ,49.1, ,78, ,29, ,54, ,33.2, ,2.0, ,48.6, ,46.0, 
208,12/17/2021,351,0.09, ,0, ,294, ,5.9, ,67.9, ,45.6, ,56.9, ,65, ,21, ,37, ,31.1, ,3.8, ,92.1, ,45.9, 
208,12/18/2021,352,0.08, ,0, ,296, ,5.1, ,67.3, ,40.3, ,53.4, ,69, ,20, ,37, ,27.6, ,2.8, ,67.4, ,45.3, 
208,12/19/2021,353,0.07, ,0, ,294, ,5.8, ,68.7, ,34.7, ,49.4, ,82, ,18, ,49, ,30.9, ,1.5, ,35.4, ,44.1, 
208,12/20/2021,354,0.07,R,0, ,277, ,6.5, ,71.0, ,36.2, ,52.6, ,71, ,17, ,48, ,33.5, ,1.4, ,33.6, ,43.6, 
208,12/21/2021,355,0.04, ,0, ,197, ,7.1, ,71.6, ,50.1, ,59.8, ,67, ,23, ,41, ,35.9, ,1.7, ,39.8, ,45.5, 
208,12/22/2021,356,0.07, ,0, ,226, ,7.4, ,71.0, ,46.1, ,57.9, ,66, ,26, ,45, ,36.9, ,2.1, ,49.7, ,45.6, 
208,12/23/2021,357,0.05, ,0.07, ,162, ,9.0, ,69.3, ,50.8, ,60.0, ,77, ,29, ,51, ,41.7, ,3.0, ,71.2, ,46.8, 
208,12/24/2021,358,0.06, ,0.23, ,211, ,11.5, ,68.4, ,47.4, ,58.3, ,87, ,36, ,69, ,48.2, ,4.2, ,101.2, ,48.3, 
208,12/25/2021,359,0.07, ,0, ,211, ,8.6, ,61.6, ,43.4, ,54.1, ,82, ,38, ,60, ,40.8, ,4.9, ,117.4, ,47.3, 
208,12/26/2021,360,0.09, ,0, ,291, ,6.8, ,64.0, ,46.4, ,57.6, ,57, ,29, ,42, ,34.6, ,4.1, ,99.3, ,47.1, 
208,12/27/2021,361,0.04, ,0, ,139, ,6.9, ,60.2, ,42.4, ,50.7, ,68, ,36, ,54, ,34.9, ,3.2, ,76.5, ,45.8, 
208,12/28/2021,362,0.06, ,0, ,209, ,7.0, ,60.5, ,42.4, ,51.1, ,72, ,36, ,54, ,35.3, ,3.1, ,74.7, ,45.1, 
208,12/29/2021,363,0.06, ,0, ,246, ,7.5, ,60.4, ,38.8, ,49.8, ,77, ,44, ,61, ,37.1, ,2.2, ,53.2, ,44.2, 
208,12/30/2021,364,0.05, ,0, ,227, ,8.8, ,61.8, ,43.0, ,51.3, ,81, ,54, ,68, ,41.1, ,2.2, ,53.8, ,44.4, 
208,12/31/2021,365,0.07, ,0.01, ,273, ,9.2, ,67.8, ,46.9, ,56.1, ,81, ,41, ,60, ,42.5, ,3.4, ,80.5, ,44.7, 
