113,12/1/2021,335,0.11, ,0, ,273, ,7.8, ,84.3,Y,41.0, ,58.4, ,79, ,21, ,47, ,38.2, ,4.4, ,106.1, ,55.4, 
113,12/2/2021,336,0.07, ,0, ,199, ,8.7, ,73.8, ,38.3, ,52.9, ,97, ,29, ,64, ,41.0, ,3.3, ,79.6, ,55.6, 
113,12/3/2021,337,0.04, ,0, ,184, ,10.4, ,62.7, ,42.2, ,49.4, ,99, ,56, ,86, ,45.5, ,3.1, ,75.3, ,55.7, 
113,12/4/2021,338,0.05, ,0, ,185, ,10.4, ,60.7, ,43.4, ,50.7, ,95, ,58, ,82, ,45.5, ,3.4, ,82.3, ,55.9, 
113,12/5/2021,339,0.06, ,0.00, ,212, ,9.5, ,64.9, ,36.8, ,48.5, ,99, ,47, ,82, ,43.3, ,3.3, ,78.4, ,56.1, 
113,12/6/2021,340,0.04, ,0.00, ,171, ,8.7, ,63.7, ,32.7, ,46.7, ,98, ,45, ,80, ,41.0, ,3.0, ,71.4, ,56.0, 
113,12/7/2021,341,0.05, ,0.06, ,184, ,12.0, ,65.2, ,47.4, ,53.2, ,97, ,66, ,87, ,49.4, ,3.0, ,71.8, ,55.8, 
113,12/8/2021,342,0.05, ,0, ,174, ,11.6, ,64.5, ,45.0, ,52.7, ,98, ,63, ,86, ,48.6, ,4.8, ,116.1, ,56.0, 
113,12/9/2021,343,0.04, ,0,R,12, ,7.8, ,53.7, ,35.4, ,43.0, ,96, ,59, ,83, ,38.0, ,3.2, ,77.3, ,56.4, 
113,12/10/2021,344,0.07, ,0, ,257, ,7.0, ,58.6, ,32.8, ,43.1, ,97, ,43, ,74, ,35.5, ,3.6, ,87.0, ,56.1, 
113,12/11/2021,345,0.06, ,0.00, ,254, ,6.8, ,59.0, ,27.9, ,41.8, ,95, ,47, ,75, ,34.6, ,3.4, ,81.5, ,55.2, 
113,12/12/2021,346,0.05, ,0.01, ,183, ,7.6, ,58.9, ,27.6, ,44.6, ,96, ,43, ,75, ,37.3, ,5.5, ,131.6, ,54.4, 
113,12/13/2021,347,0.04, ,1.29, ,108, ,11.3, ,57.4, ,49.0, ,52.1, ,92, ,76, ,85, ,47.7, ,12.1,R,291.6,R,54.1, 
113,12/14/2021,348,0.02, ,0.23,H,93, ,8.3, ,54.0, ,33.2, ,43.8, ,95, ,65, ,86, ,39.8, ,5.4, ,129.9, ,54.3, 
113,12/15/2021,349,0.06, ,0.00, ,240, ,7.2, ,52.8, ,31.1, ,42.1, ,96, ,58, ,79, ,36.1, ,4.9, ,117.5, ,53.9, 
113,12/16/2021,350,0.04, ,0.12, ,142, ,10.1, ,59.1, ,39.5, ,48.2, ,97, ,68, ,88, ,44.8, ,6.5, ,154.9, ,53.3, 
113,12/17/2021,351,0.06, ,0.00, ,260, ,7.2, ,58.3, ,31.6, ,41.5, ,97, ,46, ,81, ,36.2, ,2.6, ,63.0, ,53.2, 
113,12/18/2021,352,0.06, ,0.01, ,255, ,7.4, ,55.5, ,29.9, ,40.4, ,97, ,64, ,87, ,36.8, ,3.7, ,89.2, ,52.6, 
113,12/19/2021,353,0.06, ,0.00, ,243, ,6.9, ,61.8, ,28.3, ,40.7, ,98, ,36, ,80, ,35.2, ,3.5, ,85.2, ,52.0, 
113,12/20/2021,354,0.03, ,0.00, ,150, ,8.0, ,51.5, ,33.9, ,42.4, ,97, ,70, ,86, ,38.6, ,5.5, ,132.9, ,51.5, 
113,12/21/2021,355,0.07, ,0, ,243, ,8.0, ,62.4, ,37.1, ,47.6, ,94, ,42, ,72, ,38.9, ,5.9, ,142.0, ,51.4, 
113,12/22/2021,356,0.03, ,0.17, ,94, ,11.4, ,59.0, ,43.9, ,51.7, ,96, ,75, ,87, ,47.9, ,6.5, ,156.1, ,51.6, 
113,12/23/2021,357,0.01, ,0.34, ,60, ,13.9,Y,60.6, ,52.0,Y,56.0, ,96, ,78, ,91,Y,53.4,Y,7.2, ,173.9, ,52.2, 
113,12/24/2021,358,0.04, ,0.04, ,146, ,10.2, ,55.9, ,37.7, ,48.6, ,95, ,65, ,88, ,45.0, ,5.7, ,135.9, ,53.1, 
113,12/25/2021,359,0.03, ,0.26, ,117, ,9.0, ,53.3, ,35.4, ,44.3, ,95, ,81, ,91, ,41.7, ,6.1, ,147.1, ,53.2, 
113,12/26/2021,360,0.05, ,0, ,217, ,7.6, ,53.6, ,35.2, ,43.5, ,95, ,58, ,79, ,37.6, ,3.6, ,86.5, ,52.8, 
113,12/27/2021,361,0.03, ,0.22, ,130, ,8.6, ,53.0, ,37.3, ,43.9, ,96, ,77, ,89, ,40.7, ,5.3, ,126.8, ,52.4, 
113,12/28/2021,362,0.04, ,0.01, ,200, ,8.2, ,50.7, ,37.7, ,44.0, ,96, ,67, ,84, ,39.3, ,2.8, ,66.1, ,52.1, 
113,12/29/2021,363,0.02, ,0.07, ,108, ,10.2, ,55.2, ,43.3, ,47.4, ,97, ,76, ,92, ,45.2, ,6.4, ,154.1, ,52.0, 
113,12/30/2021,364,0.03, ,0, ,132, ,9.4, ,54.8, ,37.6, ,45.6, ,99, ,70, ,90, ,42.9, ,2.4, ,58.3, ,52.2, 
113,12/31/2021,365,0.06, ,0, ,214, ,8.3, ,53.5, ,37.3, ,45.2, ,97, ,58, ,81, ,39.8, ,5.3, ,127.2, ,52.1, 
