253,12/1/2021,335,0.08,R,0.00, ,278, ,10.3, ,80.2,Y,39.4, ,55.0, ,96, ,38, ,70, ,45.3, ,2.4, ,56.8, ,50.2, 
253,12/2/2021,336,0.06, ,0, ,240, ,11.3, ,73.0, ,39.1, ,53.0, ,93, ,47, ,82, ,47.8, ,2.4, ,56.5, ,50.3, 
253,12/3/2021,337,0.03, ,0, ,118, ,12.4, ,61.3, ,51.2, ,54.4, ,93, ,76, ,86, ,50.3, ,2.5, ,59.8, ,52.8, 
253,12/4/2021,338,0.04, ,0, ,162, ,12.1, ,60.0, ,52.1, ,54.4, ,89, ,75, ,84, ,49.5, ,3.6, ,87.1, ,53.8, 
253,12/5/2021,339,0.06, ,0, ,256, ,12.4, ,59.6, ,45.3, ,53.2, ,95, ,76, ,90, ,50.3, ,4.1, ,98.7, ,53.9, 
253,12/6/2021,340,0.02, ,0, ,95, ,12.4, ,58.6, ,46.3, ,52.7, ,96, ,81, ,92, ,50.3, ,3.0, ,71.2, ,54.0, 
253,12/7/2021,341,0.04, ,0.09, ,193, ,13.0, ,62.4, ,44.8, ,53.6, ,97, ,78, ,93, ,51.6, ,2.5, ,59.9, ,54.5, 
253,12/8/2021,342,0.02, ,0.03, ,112, ,13.0, ,58.5, ,46.2, ,53.3, ,98, ,84, ,94, ,51.6, ,2.6, ,62.1, ,53.8, 
253,12/9/2021,343,0.07, ,0.08, ,210, ,9.9, ,57.5, ,37.7, ,50.4, ,96, ,61, ,79, ,44.2, ,6.7, ,161.2, ,53.7, 
253,12/10/2021,344,0.06, ,0.00, ,262, ,8.0, ,61.2, ,34.5, ,44.6, ,97, ,46, ,80, ,38.7, ,3.1, ,74.1, ,50.0, 
253,12/11/2021,345,0.06, ,0, ,260, ,7.9, ,60.9, ,32.5, ,43.4, ,94, ,58, ,83, ,38.5, ,3.0, ,71.1, ,47.9, 
253,12/12/2021,346,0.03, ,1.38,H,110, ,12.0, ,57.9, ,41.3, ,52.0, ,96, ,78, ,91, ,49.4, ,4.9, ,118.8, ,49.5, 
253,12/13/2021,347,0.01, ,2.62, ,43, ,14.0, ,58.5, ,46.4, ,54.7, ,97, ,94, ,96, ,53.6, ,6.5, ,155.5, ,53.3, 
253,12/14/2021,348,0.05, ,0.19, ,194, ,9.2, ,54.9, ,38.6, ,46.6, ,97, ,62, ,85, ,42.4, ,4.1, ,97.7, ,51.7, 
253,12/15/2021,349,0.04, ,0.98, ,188, ,10.5, ,58.0, ,38.4, ,48.9, ,97, ,67, ,89, ,45.8, ,4.4, ,106.4, ,49.5, 
253,12/16/2021,350,0.05, ,0.27, ,226, ,11.7, ,59.2, ,39.0, ,51.4, ,98, ,69, ,90, ,48.6, ,3.9, ,92.8, ,52.0, 
253,12/17/2021,351,0.06, ,0.00, ,272, ,8.3, ,62.4, ,34.4, ,45.8, ,97, ,47, ,79, ,39.7, ,2.9, ,70.7, ,48.8, 
253,12/18/2021,352,0.05, ,0.00, ,259, ,8.2, ,58.1, ,32.6, ,42.8, ,96, ,66, ,88, ,39.4, ,2.6, ,62.0, ,46.6, 
253,12/19/2021,353,0.02, ,0.00, ,113, ,8.9, ,56.2, ,34.6, ,44.4, ,98, ,71, ,89, ,41.4, ,2.5, ,60.8, ,46.5, 
253,12/20/2021,354,0.04, ,0, ,163, ,10.3, ,60.5, ,41.8, ,51.9, ,96, ,60, ,78, ,45.3, ,2.7, ,64.4, ,48.3, 
253,12/21/2021,355,0.06, ,0.39, ,213, ,11.0, ,65.3, ,42.7, ,53.2, ,96, ,56, ,79, ,47.0, ,2.8, ,67.9, ,49.6, 
253,12/22/2021,356,0.02, ,0.32, ,84, ,15.2,Y,59.7, ,51.3, ,56.8, ,98, ,93, ,96,Y,55.8,Y,4.2, ,101.8, ,52.4, 
253,12/23/2021,357,0.02, ,0.65, ,97, ,15.2,Y,60.9, ,55.1,Y,57.1, ,98, ,87, ,95,Y,55.8,Y,3.6, ,86.1, ,54.8, 
253,12/24/2021,358,0.05, ,0.16, ,180, ,11.5, ,58.9, ,48.3, ,53.4, ,97, ,63, ,83, ,48.3, ,4.4, ,106.3, ,54.2, 
253,12/25/2021,359,0.01, ,0.50, ,60, ,11.2, ,56.1, ,43.4, ,51.4, ,92, ,72, ,87, ,47.6, ,4.3, ,102.9, ,52.6, 
253,12/26/2021,360,0.04, ,0.10, ,146, ,9.2, ,56.0, ,40.5, ,48.8, ,95, ,62, ,78, ,42.2, ,3.8, ,92.2, ,50.3, 
253,12/27/2021,361,0.04, ,0.46, ,154, ,9.8, ,53.5, ,42.8, ,48.6, ,93, ,71, ,84, ,44.1, ,5.0, ,119.9, ,50.6, 
253,12/28/2021,362,0.03, ,0.01, ,126, ,9.7, ,53.1, ,41.9, ,47.0, ,95, ,74, ,88, ,43.7, ,2.7, ,63.7, ,49.6, 
253,12/29/2021,363,0.02, ,0.57, ,110, ,11.4, ,57.3, ,43.4, ,50.0, ,97, ,85, ,93, ,48.0, ,2.6, ,62.9, ,50.5, 
253,12/30/2021,364,0.06, ,0, ,265, ,9.7, ,61.8, ,43.0, ,49.2, ,92, ,66, ,81, ,43.8, ,4.0, ,97.1, ,49.4, 
253,12/31/2021,365,0.07, ,0, ,265, ,8.8, ,54.8, ,37.6, ,47.4, ,95, ,61, ,79, ,41.3, ,5.7, ,135.8, ,48.5, 
