6,12/1/2021,335,0.04, ,0.02, ,204, ,11.8, ,69.4, ,42.7, ,51.3, ,100, ,56, ,91, ,48.9, ,1.9, ,45.6, ,53.9, 
6,12/2/2021,336,0.05, ,0.01, ,221, ,11.6, ,70.3, ,40.3, ,51.6, ,100, ,51, ,89, ,48.5, ,2.7, ,63.7, ,53.9, 
6,12/3/2021,337,0.04, ,0, ,187, ,10.9, ,64.7, ,38.9, ,48.6, ,100, ,67, ,94, ,46.9, ,2.3, ,55.1, ,53.3, 
6,12/4/2021,338,0.00, ,0.01, ,52, ,11.4, ,51.5, ,40.0, ,48.0, ,100, ,100, ,100, ,48.0, ,3.2, ,76.6, ,53.5, 
6,12/5/2021,339,0.02, ,0.00, ,114, ,11.0, ,53.9, ,39.5, ,47.5, ,100, ,87, ,98, ,47.1, ,3.1, ,74.2, ,54.1, 
6,12/6/2021,340,0.00, ,0.09, ,34, ,10.9, ,49.4, ,40.8, ,46.9, ,100, ,96, ,99, ,46.7, ,2.7, ,65.0, ,52.8, 
6,12/7/2021,341,0.04, ,0.01, ,202, ,11.5, ,58.5, ,44.9, ,49.6, ,100, ,78, ,95, ,48.2, ,3.9, ,92.8, ,53.9, 
6,12/8/2021,342,0.00, ,0.02, ,43, ,12.0, ,51.3, ,46.1, ,49.5, ,100, ,100, ,100, ,49.4, ,3.7, ,87.9, ,53.6, 
6,12/9/2021,343,0.05, ,0.02, ,185, ,9.9, ,58.7, ,39.3, ,49.7, ,100, ,46, ,81, ,44.3, ,5.0, ,119.0, ,53.6, 
6,12/10/2021,344,0.07, ,0, ,227, ,6.1, ,55.8, ,34.9, ,44.8, ,93, ,35, ,60, ,31.9, ,5.3, ,127.3, ,50.7, 
6,12/11/2021,345,0.05, ,0, ,199, ,7.3, ,55.6, ,31.3, ,44.2, ,100, ,45, ,74, ,36.4, ,3.4, ,81.4, ,49.5, 
6,12/12/2021,346,0.00, ,0.64, ,38, ,10.9, ,50.1, ,43.8, ,47.2, ,100, ,86, ,99, ,46.9, ,6.1, ,145.4, ,50.6, 
6,12/13/2021,347,0.00, ,3.26, ,42, ,11.6, ,51.5, ,43.0, ,48.6, ,100, ,97, ,100, ,48.5, ,11.5, ,276.7, ,50.3, 
6,12/14/2021,348,0.04, ,0.04, ,185, ,8.7, ,52.8, ,36.8, ,44.3, ,100, ,58, ,88, ,41.0, ,3.6, ,85.2, ,49.6, 
6,12/15/2021,349,0.02, ,0.48, ,106, ,9.2, ,50.9, ,37.6, ,44.8, ,100, ,75, ,91, ,42.3, ,9.4, ,226.5, ,48.2, 
6,12/16/2021,350,0.01, ,0.15, ,91, ,9.9, ,51.1, ,41.2, ,45.5, ,100, ,84, ,95, ,44.2, ,7.0, ,168.0, ,48.6, 
6,12/17/2021,351,0.05, ,0, ,235, ,8.1, ,52.0, ,32.9, ,41.9, ,100, ,66, ,89, ,39.0, ,3.6, ,85.6, ,47.8, 
6,12/18/2021,352,0.00, ,0.00, ,63, ,8.1, ,42.9, ,33.5, ,39.1, ,100, ,100, ,100, ,39.1, ,3.5, ,83.1, ,47.6, 
6,12/19/2021,353,0.00, ,0, ,51, ,8.8, ,45.9, ,39.8, ,42.8, ,100, ,85, ,94, ,41.2, ,3.5, ,84.2, ,48.5, 
6,12/20/2021,354,0.02, ,0, ,147, ,9.0, ,45.6, ,38.8, ,42.4, ,100, ,90, ,97, ,41.7, ,3.7, ,88.0, ,49.0, 
6,12/21/2021,355,0.01, ,0.42, ,104, ,8.5, ,45.8, ,34.0, ,40.7, ,100, ,91, ,99, ,40.4, ,3.3, ,78.2, ,48.0, 
6,12/22/2021,356,0.00, ,0.36, ,59, ,9.9, ,48.1, ,41.5, ,44.4, ,100, ,100, ,100, ,44.4, ,3.1, ,73.7, ,48.8, 
6,12/23/2021,357,0.01, ,0.70, ,92, ,13.1,Y,58.4, ,48.1, ,51.9, ,100, ,93, ,99,Y,51.7,Y,6.4, ,152.6, ,50.4, 
6,12/24/2021,358,0.06, ,0.04, ,215, ,10.8, ,56.7, ,46.7, ,50.6, ,100, ,59, ,86, ,46.6, ,7.8, ,186.0, ,50.8, 
6,12/25/2021,359,0.01, ,0.51, ,55, ,10.3, ,50.5, ,41.5, ,47.1, ,100, ,79, ,93, ,45.3, ,8.4, ,202.7, ,49.6, 
6,12/26/2021,360,0.02, ,0.01, ,79, ,8.5, ,47.1, ,40.0, ,43.9, ,99, ,74, ,87, ,40.2, ,8.6, ,206.2, ,47.6, 
6,12/27/2021,361,0.04, ,0.07, ,165, ,8.5, ,52.2, ,35.7, ,45.4, ,100, ,56, ,83, ,40.4, ,5.9, ,141.6, ,48.1, 
6,12/28/2021,362,0.03, ,0, ,152, ,7.0, ,45.9, ,36.9, ,42.3, ,91, ,67, ,76, ,35.4, ,3.1, ,73.4, ,47.8, 
6,12/29/2021,363,0.00, ,0.55, ,28, ,8.6, ,43.2, ,38.9, ,41.2, ,100, ,89, ,98, ,40.6, ,6.7, ,161.3, ,47.2, 
6,12/30/2021,364,0.04, ,0, ,204, ,8.4, ,55.4, ,37.5, ,44.7, ,100, ,63, ,83, ,40.0, ,4.6, ,109.6, ,47.7, 
6,12/31/2021,365,0.04, ,0, ,217, ,7.7, ,52.7, ,34.6, ,42.2, ,100, ,57, ,85, ,37.9, ,3.5, ,84.5, ,46.9, 
