125,12/1/2021,335,0.08, ,0, ,306, ,8.1, ,76.8,Y,36.9, ,53.8, ,84, ,28, ,57, ,39.0, ,3.1, ,73.3, ,55.9, 
125,12/2/2021,336,0.09, ,0, ,310,R,7.9, ,74.9, ,37.5, ,54.4, ,87, ,28, ,54, ,38.3, ,3.0, ,71.9, ,56.1, 
125,12/3/2021,337,0.08, ,0, ,296, ,7.3, ,72.0, ,36.2, ,52.4, ,76, ,32, ,54, ,36.4, ,2.9, ,70.0, ,56.0, 
125,12/4/2021,338,0.06, ,0, ,256, ,9.4, ,58.2, ,36.4, ,45.8, ,99, ,74, ,90, ,42.9, ,2.9, ,69.5, ,55.6, 
125,12/5/2021,339,0.01, ,0, ,70, ,10.4, ,50.2, ,37.0, ,46.2, ,100, ,90, ,97, ,45.5, ,2.8, ,66.3, ,55.0, 
125,12/6/2021,340,0.03, ,0, ,140, ,9.6, ,52.7, ,41.1, ,46.2, ,99, ,74, ,91, ,43.6, ,3.0, ,71.5, ,55.1, 
125,12/7/2021,341,0.05, ,0, ,209, ,10.1, ,58.9, ,41.6, ,48.5, ,99, ,62, ,87, ,44.7, ,3.2, ,75.8, ,55.1, 
125,12/8/2021,342,0.06, ,0, ,266, ,9.4, ,61.6, ,35.6, ,47.7, ,100, ,57, ,83, ,42.9, ,3.2, ,75.9, ,55.1, 
125,12/9/2021,343,0.00, ,0.19, ,43, ,11.1, ,51.9, ,46.9, ,49.4, ,99, ,79, ,92, ,47.3, ,3.2, ,77.8, ,55.1, 
125,12/10/2021,344,0.04, ,0.01, ,183, ,10.5, ,56.0, ,38.1, ,48.0, ,99, ,70, ,92, ,45.8, ,2.8, ,66.4, ,54.9, 
125,12/11/2021,345,0.06, ,0.00, ,297, ,7.9, ,58.1, ,32.3, ,43.1, ,100, ,50, ,83, ,38.5, ,3.0, ,71.7, ,54.1, 
125,12/12/2021,346,0.07, ,0, ,301,R,6.7, ,64.1, ,31.5, ,45.0, ,99, ,29, ,66, ,34.4, ,2.9, ,70.5, ,53.1, 
125,12/13/2021,347,0.05, ,0, ,148, ,7.2, ,64.1, ,33.8, ,50.0, ,92, ,34, ,59, ,36.2, ,5.6,Y,133.3,Y,52.5, 
125,12/14/2021,348,0.04, ,1.33, ,36, ,9.3, ,64.0, ,39.9, ,49.4, ,99, ,41, ,77, ,42.6, ,8.8,R,210.2,R,53.1, 
125,12/15/2021,349,0.06, ,0, ,267, ,7.2, ,54.4, ,34.0, ,42.1, ,99, ,50, ,79, ,36.2, ,2.9, ,68.9, ,51.5, 
125,12/16/2021,350,0.05, ,0.12, ,211, ,9.6, ,62.1, ,33.8, ,47.5, ,99, ,52, ,86, ,43.6, ,3.8, ,91.3, ,51.1, 
125,12/17/2021,351,0.01, ,0.05, ,59, ,10.6, ,48.6, ,40.5, ,46.4, ,99, ,95, ,99, ,46.2, ,4.1, ,98.1, ,52.2, 
125,12/18/2021,352,0.04, ,0, ,190, ,8.6, ,52.2, ,34.2, ,43.7, ,99, ,68, ,88, ,40.5, ,3.1, ,75.3, ,52.2, 
125,12/19/2021,353,0.04, ,0.01, ,253, ,8.2, ,53.3, ,31.3, ,39.7, ,100, ,82, ,99, ,39.4, ,2.5, ,60.6, ,51.2, 
125,12/20/2021,354,0.00, ,0.01, ,60, ,7.5, ,39.8,Y,32.6, ,37.0, ,100, ,99, ,100, ,37.0, ,2.6, ,63.3, ,50.4, 
125,12/21/2021,355,0.02, ,0, ,114, ,8.6, ,45.7, ,36.5, ,40.7, ,100, ,95, ,99, ,40.6, ,3.0, ,71.7, ,50.2, 
125,12/22/2021,356,0.04, ,0.06, ,171, ,10.1, ,60.5, ,34.2, ,46.3, ,100, ,66, ,94, ,44.7, ,2.8, ,66.6, ,50.6, 
125,12/23/2021,357,0.00, ,0.49, ,45, ,14.1,Y,61.9, ,48.8, ,54.2, ,99, ,89, ,99,Y,53.8,Y,3.6, ,86.8, ,52.3, 
125,12/24/2021,358,0.04, ,0.15, ,190, ,13.2,Y,63.1, ,49.7, ,54.7, ,99, ,66, ,90,Y,51.9,Y,4.0, ,95.3, ,53.6, 
125,12/25/2021,359,0.04, ,0.07, ,181, ,10.4, ,56.8, ,42.8, ,50.1, ,99, ,65, ,84, ,45.6, ,3.6, ,86.4, ,54.1, 
125,12/26/2021,360,0.05, ,0.04, ,198, ,8.4, ,54.0, ,35.2, ,46.1, ,96, ,58, ,79, ,39.9, ,3.9, ,94.3, ,53.2, 
125,12/27/2021,361,0.02, ,0.16, ,98, ,8.8, ,54.6, ,32.5, ,44.1, ,99, ,51, ,89, ,41.1, ,3.9, ,92.7, ,51.6, 
125,12/28/2021,362,0.02, ,0.07, ,107, ,9.1, ,47.9, ,42.2, ,44.2, ,99, ,79, ,92, ,42.0, ,3.4, ,82.7, ,51.5, 
125,12/29/2021,363,0.04, ,0.03, ,141, ,9.2, ,59.5, ,37.2, ,47.2, ,99, ,51, ,83, ,42.4, ,3.9, ,94.3, ,51.1, 
125,12/30/2021,364,0.01, ,0.19, ,81, ,11.3, ,50.8, ,45.6, ,48.0, ,99, ,97, ,99, ,47.8, ,3.3, ,79.4, ,51.8, 
125,12/31/2021,365,0.00, ,0.04, ,43, ,10.9, ,48.7, ,44.1, ,47.2, ,99, ,94, ,99, ,46.8, ,3.3, ,79.9, ,52.2, 
