144,12/1/2021,335,0.06, ,0, ,251, ,10.7, ,69.1, ,37.1, ,50.2, ,98, ,56, ,86, ,46.3, ,2.3, ,56.1, ,58.0, 
144,12/2/2021,336,0.06, ,0, ,239, ,10.6, ,68.0, ,34.6, ,49.7, ,97, ,61, ,88, ,46.2, ,2.2, ,53.9, ,57.4, 
144,12/3/2021,337,0.00, ,0.00, ,45, ,12.0, ,53.8, ,49.1, ,51.2, ,98, ,87, ,93, ,49.3, ,2.8, ,68.0, ,57.6, 
144,12/4/2021,338,0.01, ,0, ,51, ,11.2, ,53.0, ,48.1, ,50.6, ,93, ,86, ,90, ,47.6, ,2.9, ,68.4, ,57.7, 
144,12/5/2021,339,0.03, ,0, ,174, ,10.1, ,56.7, ,36.8, ,46.6, ,97, ,79, ,93, ,44.8, ,2.5, ,59.4, ,57.7, 
144,12/6/2021,340,0.01, ,0.02, ,53, ,10.1, ,49.3, ,37.1, ,46.0, ,98, ,90, ,96, ,44.9, ,2.9, ,69.7, ,56.9, 
144,12/7/2021,341,0.04, ,0, ,172, ,11.6, ,59.9, ,46.0, ,51.1, ,96, ,74, ,91, ,48.5, ,3.1, ,73.8, ,56.9, 
144,12/8/2021,342,0.01, ,0.02, ,51, ,12.2, ,54.2, ,49.1, ,51.7, ,97, ,88, ,94, ,49.9, ,2.5, ,61.0, ,57.5, 
144,12/9/2021,343,0.06, ,0, ,240, ,8.7, ,58.6, ,36.0, ,48.4, ,95, ,54, ,75, ,40.8, ,3.7, ,89.7, ,57.4, 
144,12/10/2021,344,0.05,R,0, ,238, ,6.4, ,58.2, ,31.2, ,41.2, ,90, ,44, ,73, ,33.2, ,2.0, ,49.0, ,55.9, 
144,12/11/2021,345,0.05,R,0.04, ,228, ,7.4, ,57.0, ,28.2, ,42.7, ,94, ,43, ,79, ,36.8, ,1.6, ,37.3, ,54.7, 
144,12/12/2021,346,0.00,R,0.87, ,30, ,11.5, ,52.9, ,46.0, ,49.6, ,97, ,91, ,95, ,48.3, ,1.0,I,24.0,I,54.8, 
144,12/13/2021,347,0.01,R,0.46,H,72, ,11.7, ,58.0, ,42.9, ,50.2, ,97, ,84, ,94, ,48.6, ,1.4, ,33.3, ,55.0, 
144,12/14/2021,348,0.04, ,0.19,H,231, ,7.5, ,52.1, ,32.1, ,41.6, ,96, ,60, ,84, ,37.0, ,1.8, ,44.3, ,54.5, 
144,12/15/2021,349,0.01,R,1.06,H,85, ,9.4, ,53.2, ,34.1, ,45.7, ,96, ,74, ,90, ,43.0, ,1.3, ,32.3, ,53.1, 
144,12/16/2021,350,0.05, ,0.03, ,230, ,9.8, ,57.1, ,35.7, ,47.6, ,97, ,63, ,87, ,43.9, ,1.9, ,45.0, ,53.3, 
144,12/17/2021,351,0.03,R,0.00, ,204, ,7.8, ,54.4, ,32.6, ,40.3, ,97, ,68, ,92, ,38.2, ,1.5, ,37.2, ,53.2, 
144,12/18/2021,352,0.04,R,0.00, ,205, ,7.4, ,50.8, ,29.9, ,39.0, ,97, ,75, ,91, ,36.7, ,1.3, ,32.1, ,52.5, 
144,12/19/2021,353,0.01,R,0, ,69, ,8.1, ,47.0, ,34.1, ,41.9, ,96, ,82, ,90, ,39.1, ,1.2, ,29.6, ,51.8, 
144,12/20/2021,354,0.03,R,0, ,140, ,8.4, ,49.3, ,41.7, ,45.3, ,87, ,75, ,82, ,40.1, ,1.0,I,24.0,I,51.7, 
144,12/21/2021,355,0.02,R,0.45, ,96, ,8.7, ,50.2, ,40.6, ,44.0, ,95, ,77, ,89, ,40.9, ,1.0,I,24.0,I,51.7, 
144,12/22/2021,356,0.01,R,0.08, ,79, ,10.0, ,49.0, ,42.9, ,45.9, ,97, ,93, ,95, ,44.4, ,1.0,I,24.0,I,51.5, 
144,12/23/2021,357,0.02,R,0.48, ,100, ,12.7, ,58.4, ,45.0, ,52.4, ,97, ,83, ,95, ,50.9, ,1.0, ,24.5, ,52.4, 
144,12/24/2021,358,0.04,R,0.24, ,198, ,10.2, ,54.7, ,43.2, ,48.7, ,98, ,66, ,87, ,45.1, ,1.1, ,25.4, ,53.2, 
144,12/25/2021,359,0.01,R,0.43, ,70, ,9.6, ,53.0, ,39.9, ,47.8, ,92, ,75, ,85, ,43.5, ,1.0, ,25.0, ,52.9, 
144,12/26/2021,360,0.02,R,0.06, ,92, ,8.1, ,49.0, ,32.3, ,42.2, ,95, ,78, ,89, ,39.2, ,1.2, ,28.0, ,51.9, 
144,12/27/2021,361,0.03,R,0.24, ,163, ,8.1, ,51.3, ,36.4, ,44.1, ,96, ,64, ,82, ,39.1, ,1.0, ,24.4, ,51.6, 
144,12/28/2021,362,0.02,R,0.02, ,113, ,7.1, ,44.6, ,37.1, ,40.9, ,89, ,75, ,82, ,35.8, ,1.0, ,24.9, ,50.7, 
144,12/29/2021,363,0.02,R,0.09, ,97, ,8.9, ,48.5, ,39.6, ,44.2, ,96, ,80, ,90, ,41.5, ,1.0, ,25.2, ,50.5, 
144,12/30/2021,364,0.04,R,0, ,198, ,7.9, ,54.0, ,33.5, ,42.6, ,95, ,65, ,85, ,38.5, ,1.4, ,34.4, ,50.8, 
144,12/31/2021,365,0.05,R,0.00, ,247, ,6.6, ,54.8, ,28.9, ,40.9, ,96, ,50, ,76, ,34.0, ,1.2, ,29.5, ,49.9, 
