219,12/1/2021,335,0.11, ,0, ,313, ,4.8, ,87.0, ,53.3, ,69.2,Y,38, ,7, ,20,Y,26.3,Y,2.6, ,62.3, ,64.0, 
219,12/2/2021,336,0.08, ,0, ,296, ,8.5, ,78.4, ,46.8, ,58.4, ,97, ,18, ,51, ,40.3, ,1.8, ,43.5, ,63.9, 
219,12/3/2021,337,0.06, ,0, ,232, ,11.2, ,70.2, ,46.7, ,53.7, ,100, ,41, ,79, ,47.5, ,2.2, ,51.7, ,63.9, 
219,12/4/2021,338,0.06, ,0, ,236, ,11.2, ,69.8, ,46.7, ,53.8, ,100, ,43, ,79, ,47.5, ,2.3, ,54.7, ,63.7, 
219,12/5/2021,339,0.08, ,0, ,294, ,9.4, ,83.0, ,41.2, ,56.7, ,100, ,20, ,60, ,43.0, ,2.0, ,47.5, ,63.4, 
219,12/6/2021,340,0.07, ,0, ,248, ,9.7, ,75.9, ,44.4, ,57.7, ,92, ,25, ,60, ,43.8, ,1.9, ,46.6, ,63.1, 
219,12/7/2021,341,0.03, ,0.02, ,154, ,12.2, ,64.2, ,48.3, ,56.0, ,97, ,56, ,79, ,49.8, ,1.8, ,42.4, ,63.2, 
219,12/8/2021,342,0.07, ,0, ,278, ,11.3, ,69.0, ,43.9, ,55.4, ,100, ,47, ,75, ,47.8, ,2.3, ,56.3, ,63.1, 
219,12/9/2021,343,0.02, ,0.07, ,104, ,11.1, ,57.1, ,42.8, ,51.9, ,98, ,67, ,85, ,47.4, ,2.9, ,68.6, ,63.0, 
219,12/10/2021,344,0.06, ,0, ,241, ,7.1, ,62.2, ,40.0, ,50.2, ,83, ,37, ,57, ,35.6, ,2.3, ,55.6, ,62.1, 
219,12/11/2021,345,0.07, ,0, ,294, ,4.8, ,66.8, ,38.7, ,51.2, ,61, ,15, ,38, ,26.2, ,2.0, ,48.6, ,61.3, 
219,12/12/2021,346,0.07, ,0, ,291, ,6.3, ,66.8, ,36.0, ,49.7, ,90, ,25, ,52, ,32.6, ,1.9, ,44.5, ,60.7, 
219,12/13/2021,347,0.01, ,0.06, ,72, ,9.6, ,55.7, ,40.0, ,49.0, ,97, ,63, ,81, ,43.5, ,2.5, ,59.1, ,60.3, 
219,12/14/2021,348,0.01, ,1.98, ,82, ,10.6, ,55.7, ,39.2, ,48.9, ,100, ,69, ,90, ,46.1, ,4.8, ,114.6, ,59.1, 
219,12/15/2021,349,0.06, ,0, ,273, ,6.2, ,57.1, ,33.6, ,44.0, ,93, ,33, ,64, ,32.5, ,2.1, ,51.3, ,58.5, 
219,12/16/2021,350,0.02, ,0.09, ,125, ,9.2, ,55.4, ,34.6, ,44.9, ,100, ,63, ,91, ,42.5, ,2.1, ,51.1, ,57.9, 
219,12/17/2021,351,0.11, ,0.00, ,298, ,5.5, ,64.2, ,40.9, ,54.8, ,100, ,20, ,37, ,29.3, ,5.8, ,138.2, ,57.7, 
219,12/18/2021,352,0.09, ,0, ,297, ,4.0, ,69.6, ,41.4, ,55.4, ,56, ,14, ,26, ,21.6, ,2.9, ,68.6, ,57.7, 
219,12/19/2021,353,0.07, ,0, ,294, ,5.5, ,69.8, ,36.7, ,49.9, ,88, ,15, ,45, ,29.5, ,1.4, ,34.6, ,57.6, 
219,12/20/2021,354,0.06, ,0, ,243, ,6.3, ,68.4, ,34.8, ,49.7, ,95, ,20, ,51, ,32.6, ,1.5, ,35.1, ,57.2, 
219,12/21/2021,355,0.06, ,0, ,198, ,6.0, ,70.1, ,46.1, ,54.2, ,60, ,16, ,42, ,31.4, ,1.5, ,36.0, ,57.3, 
219,12/22/2021,356,0.04, ,0.00, ,124, ,7.0, ,63.9, ,44.7, ,54.2, ,67, ,25, ,49, ,35.5, ,1.4, ,34.5, ,57.6, 
219,12/23/2021,357,0, ,2.41, ,18, ,12.5,Y,52.4, ,49.5, ,50.6, ,100, ,88, ,99,Y,50.4,Y,2.7, ,64.8, ,57.2, 
219,12/24/2021,358,0.04, ,0.35, ,183, ,12.1, ,59.3, ,47.3, ,52.4, ,100, ,64, ,90, ,49.7, ,2.5, ,59.4, ,55.9, 
219,12/25/2021,359,0.03, ,0.33, ,157, ,11.1, ,55.7, ,46.8, ,49.4, ,100, ,63, ,93, ,47.4, ,3.1, ,73.3, ,56.5, 
219,12/26/2021,360,0.06, ,0.20, ,290, ,8.2, ,58.0, ,39.1, ,47.7, ,100, ,41, ,73, ,39.4, ,2.5, ,59.6, ,56.1, 
219,12/27/2021,361,0.02, ,0.11, ,138, ,9.0, ,52.2, ,36.5, ,44.4, ,100, ,66, ,91, ,41.9, ,2.3, ,54.4, ,55.7, 
219,12/28/2021,362,0.04, ,0, ,224, ,7.9, ,54.0, ,36.9, ,44.1, ,100, ,54, ,80, ,38.4, ,2.0, ,47.5, ,55.1, 
219,12/29/2021,363,0.00, ,0.93, ,44, ,10.2, ,50.2, ,39.0, ,45.6, ,100, ,84, ,98, ,45.0, ,2.1, ,51.2, ,54.7, 
219,12/30/2021,364,0, ,3.57, ,35, ,12.3,Y,51.6, ,48.5, ,50.0, ,100, ,100, ,100,Y,50.0,Y,3.0, ,72.3, ,52.6, 
219,12/31/2021,365,0.06, ,0.00, ,261, ,10.0, ,62.1, ,40.7, ,50.1, ,100, ,62, ,81, ,44.7, ,2.1, ,50.6, ,52.8, 
