195,12/1/2021,335,0.06, ,0, ,208, ,10.6, ,72.0, ,49.2, ,57.5, ,91, ,45, ,66, ,46.1, ,2.8, ,66.7, ,55.9, 
195,12/2/2021,336,0.07, ,0, ,207, ,9.1, ,71.2, ,47.3, ,58.1, ,85, ,34, ,55, ,42.0, ,2.8, ,67.1, ,56.2, 
195,12/3/2021,337,0.06, ,0, ,200, ,10.0, ,65.2, ,44.8, ,53.8, ,97, ,43, ,70, ,44.5, ,2.7, ,64.7, ,56.1, 
195,12/4/2021,338,0.04, ,0, ,207, ,9.6, ,57.5, ,37.7, ,45.7, ,100, ,75, ,92, ,43.6, ,2.0, ,48.5, ,55.7, 
195,12/5/2021,339,0.01, ,0.00, ,95, ,8.6, ,47.5, ,33.1, ,40.9, ,100, ,91, ,99, ,40.7, ,1.9, ,44.7, ,54.8, 
195,12/6/2021,340,0.00, ,0.06, ,35, ,10.1, ,48.1, ,43.6, ,45.7, ,100, ,87, ,97, ,44.8, ,2.1, ,50.1, ,54.1, 
195,12/7/2021,341,0.00, ,0.00, ,57, ,11.1, ,49.0, ,45.4, ,47.3, ,100, ,97, ,100, ,47.2, ,2.1, ,49.9, ,54.0, 
195,12/8/2021,342,0.01, ,0.02, ,65, ,10.8, ,50.9, ,42.5, ,47.2, ,100, ,89, ,97, ,46.5, ,2.2, ,51.9, ,53.9, 
195,12/9/2021,343,0.02, ,0.41, ,95, ,10.1, ,51.9, ,40.2, ,46.7, ,100, ,71, ,93, ,44.8, ,2.5, ,60.1, ,54.0, 
195,12/10/2021,344,0.04, ,0, ,199, ,7.1, ,51.6, ,33.6, ,42.1, ,96, ,52, ,78, ,35.7, ,3.1, ,74.8, ,53.0, 
195,12/11/2021,345,0.04, ,0, ,171, ,7.8, ,54.8, ,37.6, ,45.4, ,87, ,55, ,75, ,38.1, ,2.9, ,68.4, ,52.2, 
195,12/12/2021,346,0.01, ,0.85,H,37, ,9.0, ,51.2, ,44.8, ,47.4, ,92, ,58, ,81, ,41.7, ,3.8, ,91.3, ,52.1, 
195,12/13/2021,347,0.00, ,2.33, ,31, ,10.2, ,49.9, ,40.4, ,47.4, ,98, ,87, ,92, ,45.1, ,4.4,Y,105.9,Y,51.5, 
195,12/14/2021,348,0.01, ,0.39, ,104, ,7.6, ,46.3, ,35.3, ,39.2, ,100, ,78, ,93, ,37.4, ,2.8, ,66.0, ,50.3, 
195,12/15/2021,349,0.03, ,0.29, ,113, ,7.3, ,48.8, ,35.3, ,42.8, ,95, ,61, ,78, ,36.5, ,4.1,Y,99.2,Y,49.5, 
195,12/16/2021,350,0.01, ,0.35, ,72, ,9.1, ,49.7, ,34.7, ,43.5, ,100, ,85, ,95, ,42.2, ,2.8, ,67.0, ,49.4, 
195,12/17/2021,351,0.04, ,0, ,200, ,7.1, ,52.7, ,32.9, ,40.0, ,100, ,51, ,85, ,35.9, ,2.8, ,66.4, ,48.9, 
195,12/18/2021,352,0.03, ,0, ,185, ,7.8, ,47.7, ,34.2, ,40.1, ,100, ,78, ,92, ,38.1, ,2.5, ,60.4, ,48.7, 
195,12/19/2021,353,0.02, ,0, ,142, ,7.7, ,48.9, ,32.9, ,40.0, ,100, ,73, ,92, ,37.9, ,2.4, ,58.1, ,49.0, 
195,12/20/2021,354,0.03, ,0, ,169, ,7.1, ,47.6, ,30.6, ,38.6, ,100, ,65, ,90, ,35.8, ,2.1, ,51.4, ,48.6, 
195,12/21/2021,355,0.03, ,0.02, ,155, ,7.3, ,49.8, ,29.9, ,38.8, ,100, ,71, ,92, ,36.6, ,2.6, ,62.4, ,48.4, 
195,12/22/2021,356,0.01, ,0.76, ,77, ,10.5, ,52.6, ,40.8, ,46.8, ,100, ,88, ,97, ,45.9, ,2.4, ,57.1, ,48.7, 
195,12/23/2021,357,0.00, ,1.63, ,40, ,12.7,Y,54.6, ,49.7, ,52.1, ,100, ,87, ,96,Y,50.9,Y,3.3, ,79.6, ,49.8, 
195,12/24/2021,358,0.01, ,0.58, ,64, ,10.6, ,51.2, ,45.2, ,48.7, ,100, ,66, ,91, ,46.1, ,3.2, ,77.3, ,50.7, 
195,12/25/2021,359,0.00, ,0.80, ,21, ,9.1, ,47.9, ,41.1, ,45.3, ,98, ,73, ,88, ,42.1, ,3.9, ,94.8, ,50.3, 
195,12/26/2021,360,0.00, ,0.57, ,43, ,7.5, ,43.1,Y,36.7, ,39.9, ,96, ,78, ,90, ,37.1, ,3.5, ,83.3, ,49.0, 
195,12/27/2021,361,0.01, ,0.95, ,57, ,8.2, ,46.1, ,37.1, ,41.2, ,99, ,84, ,93, ,39.3, ,3.4, ,80.6, ,48.0, 
195,12/28/2021,362,0.02, ,0.02, ,116, ,7.1, ,44.8, ,35.9, ,39.9, ,96, ,65, ,85, ,35.9, ,2.1, ,50.1, ,47.6, 
195,12/29/2021,363,0.00, ,0.72, ,42, ,8.0, ,42.5,Y,34.3, ,39.9, ,100, ,80, ,96, ,38.8, ,2.4, ,57.3, ,47.4, 
195,12/30/2021,364,0.03, ,0, ,155, ,8.2, ,52.1, ,38.6, ,43.3, ,99, ,68, ,86, ,39.4, ,3.1, ,75.4, ,47.3, 
195,12/31/2021,365,0.03, ,0, ,163, ,7.7, ,49.5, ,32.4, ,42.0, ,97, ,60, ,85, ,37.8, ,2.8, ,66.8, ,47.7, 
