228,12/1/2021,335,0.08, ,0, ,271, ,8.8, ,74.0,Y,50.9, ,62.1,Y,80, ,28, ,46,Y,41.3,Y,2.5, ,60.0, ,53.4, 
228,12/2/2021,336,0.08, ,0, ,263, ,7.2, ,70.7, ,53.4, ,60.1, ,65, ,28, ,40, ,36.0, ,2.6, ,62.4, ,53.7, 
228,12/3/2021,337,0.07, ,0, ,261, ,7.4, ,65.9, ,49.5, ,56.4, ,62, ,35, ,47, ,36.7, ,2.6, ,61.8, ,53.1, 
228,12/4/2021,338,0.06, ,0, ,261, ,9.0, ,62.9, ,45.8, ,53.0, ,91, ,44, ,66, ,41.9, ,2.7, ,63.8, ,52.5, 
228,12/5/2021,339,0.05, ,0, ,254, ,8.3, ,56.6, ,35.6, ,44.7, ,99, ,43, ,82, ,39.6, ,2.6, ,61.8, ,51.5, 
228,12/6/2021,340,0.01, ,0.04, ,61, ,8.9, ,50.4, ,36.8, ,43.0, ,99, ,82, ,95, ,41.6, ,2.8, ,66.4, ,50.3, 
228,12/7/2021,341,0.01, ,0.09,H,84, ,10.5, ,48.7, ,43.1, ,46.0, ,99, ,98, ,99, ,45.8, ,3.1, ,74.3, ,51.2, 
228,12/8/2021,342,0.02, ,0.03, ,135, ,10.2, ,52.2, ,42.4, ,45.8, ,99, ,84, ,97, ,45.0, ,3.2, ,77.6, ,51.4, 
228,12/9/2021,343,0.02, ,0.11, ,107, ,8.9, ,47.3, ,35.8, ,42.8, ,99, ,86, ,96, ,41.6, ,3.7, ,88.8, ,51.2, 
228,12/10/2021,344,0.05, ,0.43, ,258, ,6.7, ,48.9, ,33.2, ,40.0, ,97, ,65, ,80, ,34.4, ,3.3, ,78.7, ,48.6, 
228,12/11/2021,345,0.05, ,0, ,228, ,7.2, ,50.7, ,36.0, ,43.2, ,94, ,57, ,76, ,36.2, ,3.1, ,73.2, ,47.6, 
228,12/12/2021,346,0.03, ,0.89, ,41, ,7.4, ,49.0, ,42.5, ,45.2, ,91, ,49, ,72, ,36.8, ,8.6,Y,205.3,Y,48.1, 
228,12/13/2021,347,0.02, ,1.26, ,64, ,9.0, ,48.5, ,36.1, ,45.0, ,99, ,80, ,89, ,41.9, ,17.0,R,407.9,R,47.4, 
228,12/14/2021,348,0.01, ,0.76, ,65, ,6.6, ,42.3, ,31.7, ,34.5,Y,99, ,91, ,98,Y,34.0,Y,2.3, ,55.6, ,45.5, 
228,12/15/2021,349,0.04, ,0.21, ,156, ,6.1, ,44.4, ,32.0, ,38.5, ,93, ,59, ,77, ,32.0, ,8.8,Y,210.9,Y,43.6, 
228,12/16/2021,350,0.01, ,0.34,H,66, ,8.4, ,45.5, ,34.6, ,40.7, ,99, ,90, ,97, ,40.0, ,5.0, ,120.1, ,44.3, 
228,12/17/2021,351,0.05, ,0, ,256, ,6.4, ,50.4, ,32.0, ,39.2, ,99, ,51, ,79, ,33.1, ,2.9, ,69.5, ,43.9, 
228,12/18/2021,352,0.04, ,0, ,253, ,7.1, ,48.7, ,30.4, ,38.8, ,99, ,73, ,88, ,35.6, ,2.8, ,66.5, ,43.5, 
228,12/19/2021,353,0.04, ,0, ,248, ,6.3, ,48.0, ,31.4, ,39.6, ,99, ,54, ,77, ,32.9, ,2.8, ,67.9, ,43.3, 
228,12/20/2021,354,0.04, ,0, ,214, ,5.7, ,47.7, ,32.3, ,40.9, ,89, ,50, ,66, ,30.5, ,2.3, ,56.1, ,43.0, 
228,12/21/2021,355,0.05, ,0, ,231, ,5.4, ,56.0, ,36.9, ,44.9, ,93, ,29, ,53, ,28.9, ,3.5, ,84.1, ,43.4, 
228,12/22/2021,356,0.03, ,0.17, ,114, ,10.0, ,56.4, ,39.5, ,48.6, ,99, ,62, ,86, ,44.6, ,6.7, ,160.3, ,45.6, 
228,12/23/2021,357,0.00, ,1.67, ,28, ,11.3,Y,52.7, ,46.5, ,48.8, ,99, ,88, ,96,Y,47.7,Y,8.0,Y,192.3,Y,48.3, 
228,12/24/2021,358,0.01, ,1.02, ,76, ,9.3, ,47.7, ,39.9, ,43.9, ,99, ,85, ,96, ,42.7, ,7.4, ,177.7, ,48.2, 
228,12/25/2021,359,0.01, ,0.57, ,46, ,7.9, ,44.5, ,36.7, ,40.7, ,99, ,82, ,92, ,38.4, ,11.6,R,278.5,R,46.2, 
228,12/26/2021,360,0.01, ,0.24, ,53, ,6.6, ,38.1,Y,33.0, ,35.5, ,99, ,84, ,94, ,33.8, ,8.4,Y,200.5,Y,44.5, 
228,12/27/2021,361,0.00, ,1.02, ,51, ,6.5, ,36.9,Y,31.8, ,33.9, ,99, ,96, ,99, ,33.6, ,7.2,Y,172.8,Y,41.1, 
228,12/28/2021,362,0.02, ,0.06, ,150, ,6.4, ,39.8, ,31.8, ,35.0, ,99, ,81, ,93, ,33.1, ,3.1, ,75.1, ,41.0, 
228,12/29/2021,363,0.01, ,0.44, ,56, ,7.1, ,42.2, ,32.3, ,37.7, ,99, ,75, ,93, ,35.9, ,4.3, ,103.2, ,41.0, 
228,12/30/2021,364,0.03, ,0, ,178, ,7.5, ,49.0, ,34.1, ,40.3, ,99, ,69, ,88, ,37.2, ,2.9, ,70.5, ,42.0, 
228,12/31/2021,365,0.02, ,0.00, ,129, ,7.2, ,45.9, ,32.8, ,39.1, ,99, ,61, ,90, ,36.2, ,3.5, ,83.5, ,43.0, 
