104,12/1/2021,335,0.09,R,0, ,278, ,9.3, ,81.7,R,49.5, ,61.1,Y,65, ,24, ,51,Y,42.7,Y,3.6, ,86.4, ,57.3, 
104,12/2/2021,336,0.06, ,0, ,264, ,10.4, ,62.7, ,45.1, ,52.4, ,97, ,56, ,78, ,45.7, ,3.1, ,73.3, ,57.1, 
104,12/3/2021,337,0.02, ,0, ,109, ,11.7, ,56.3, ,48.6, ,51.7, ,98, ,78, ,90, ,48.8, ,1.8, ,42.7, ,57.8, 
104,12/4/2021,338,0.04, ,0, ,190, ,10.8, ,58.0, ,43.2, ,50.5, ,98, ,72, ,86, ,46.6, ,2.2, ,54.0, ,57.7, 
104,12/5/2021,339,0.03, ,0.00, ,154, ,10.6, ,56.7, ,43.1, ,47.1, ,100, ,80, ,96, ,46.1, ,2.6, ,62.8, ,56.2, 
104,12/6/2021,340,0.02, ,0.01, ,102, ,10.8, ,52.9, ,40.7, ,47.3, ,99, ,91, ,97, ,46.5, ,2.2, ,52.4, ,54.8, 
104,12/7/2021,341,0.05, ,0.14, ,217, ,12.8, ,64.3, ,47.4, ,54.0, ,99, ,72, ,90, ,51.1, ,1.9, ,45.7, ,55.9, 
104,12/8/2021,342,0.04, ,0, ,172, ,11.9, ,59.7, ,45.7, ,51.7, ,98, ,77, ,91, ,49.1, ,2.4, ,56.5, ,56.3, 
104,12/9/2021,343,0.06, ,0.12, ,256, ,10.0, ,59.6, ,42.6, ,49.9, ,99, ,56, ,81, ,44.4, ,2.3, ,54.1, ,56.2, 
104,12/10/2021,344,0.06, ,0, ,257, ,8.0, ,55.6, ,37.1, ,45.0, ,96, ,60, ,79, ,38.7, ,3.4, ,81.0, ,54.1, 
104,12/11/2021,345,0.06, ,0, ,261, ,6.7, ,58.1, ,34.6, ,43.7, ,90, ,39, ,69, ,34.3, ,3.4, ,81.4, ,52.3, 
104,12/12/2021,346,0.01, ,1.37, ,55, ,9.6, ,51.6, ,37.4, ,46.2, ,99, ,63, ,90, ,43.6, ,2.3, ,55.7, ,51.6, 
104,12/13/2021,347,0, ,2.31, ,15, ,12.9, ,54.4, ,46.9, ,51.9, ,99, ,93, ,98, ,51.3, ,5.0,R,120.6,R,52.2, 
104,12/14/2021,348,0.04, ,0.23, ,180, ,8.7, ,52.0, ,35.9, ,43.9, ,99, ,63, ,89, ,40.8, ,2.6, ,62.4, ,52.2, 
104,12/15/2021,349,0.03, ,0.19, ,138, ,9.2, ,53.5, ,35.7, ,45.2, ,100, ,70, ,89, ,42.3, ,4.1, ,97.3, ,50.4, 
104,12/16/2021,350,0.05, ,0.59, ,235, ,10.9, ,59.6, ,41.0, ,50.8, ,100, ,60, ,86, ,46.7, ,3.2, ,76.8, ,52.1, 
104,12/17/2021,351,0.05, ,0, ,262, ,8.5, ,56.6, ,38.0, ,45.5, ,96, ,62, ,82, ,40.3, ,2.6, ,61.4, ,51.0, 
104,12/18/2021,352,0.05, ,0, ,258, ,7.5, ,57.5, ,33.1, ,43.1, ,97, ,51, ,80, ,37.2, ,3.1, ,74.6, ,49.7, 
104,12/19/2021,353,0.03, ,0.00, ,125, ,8.6, ,54.9, ,34.9, ,44.9, ,99, ,67, ,85, ,40.6, ,3.1, ,74.3, ,49.2, 
104,12/20/2021,354,0.04, ,0, ,168, ,9.2, ,55.4, ,39.4, ,47.6, ,99, ,65, ,82, ,42.5, ,2.2, ,53.7, ,50.1, 
104,12/21/2021,355,0.05, ,0.17, ,220, ,9.6, ,61.1, ,38.8, ,49.1, ,97, ,44, ,81, ,43.4, ,3.3, ,79.8, ,50.5, 
104,12/22/2021,356,0, ,0.54, ,26, ,13.3, ,56.2, ,47.3, ,52.3, ,99, ,96, ,99, ,52.1, ,2.4, ,57.0, ,51.9, 
104,12/23/2021,357,0.00, ,0.83, ,39, ,14.5,Y,56.6, ,53.3,Y,55.0, ,100, ,97, ,98,Y,54.5,Y,3.6, ,87.4, ,53.7, 
104,12/24/2021,358,0.04, ,0.32, ,171, ,11.2, ,56.1, ,47.8, ,51.1, ,100, ,63, ,88, ,47.6, ,2.4, ,57.2, ,54.0, 
104,12/25/2021,359,0.01, ,0.71, ,49, ,10.4, ,53.9, ,41.6, ,46.4, ,99, ,88, ,97, ,45.5, ,2.6, ,62.5, ,52.9, 
104,12/26/2021,360,0.04, ,0.34, ,186, ,9.0, ,53.1, ,35.9, ,44.0, ,100, ,68, ,91, ,41.7, ,2.4, ,57.2, ,50.3, 
104,12/27/2021,361,0.04, ,0.74,H,179, ,9.5, ,52.3, ,37.4, ,45.2, ,100, ,71, ,93, ,43.3, ,2.4, ,58.5, ,50.7, 
104,12/28/2021,362,0.02, ,0.04, ,111, ,8.8, ,49.0, ,38.0, ,43.5, ,100, ,77, ,92, ,41.3, ,1.6, ,38.0, ,50.1, 
104,12/29/2021,363,0.01, ,1.16, ,62, ,10.9, ,50.8, ,44.4, ,47.0, ,100, ,96, ,99, ,46.7, ,2.1, ,50.2, ,50.5, 
104,12/30/2021,364,0.06, ,0.00, ,260, ,9.6, ,59.3, ,40.9, ,47.7, ,99, ,61, ,85, ,43.4, ,2.5, ,59.6, ,50.1, 
104,12/31/2021,365,0.05, ,0, ,234, ,8.0, ,55.8, ,36.4, ,44.8, ,99, ,59, ,79, ,38.7, ,2.5, ,59.0, ,49.9, 
