136,8/1/2022,213,0.29, ,0, ,568, ,29.3, ,--,S,85.7, ,98.1, ,68, ,27, ,47, ,74.6, ,5.6, ,133.3, ,88.0, 
136,8/2/2022,214,0.29, ,0.19, ,580, ,21.5, ,110.3, ,73.0, ,94.4, ,83, ,24, ,39, ,65.6, ,5.5, ,132.1, ,85.9, 
136,8/3/2022,215,0.32,H,0, ,596, ,25.0, ,--,S,74.0, ,100.2,H,51,H,28,H,38, ,69.9, ,5.7, ,138.0, ,85.1, 
136,8/4/2022,216,0.20, ,0.30, ,353, ,27.5, ,--,S,76.5, ,93.8, ,92, ,37, ,51, ,72.7, ,5.5, ,132.9, ,84.5, 
136,8/5/2022,217,0.25,R,0.04, ,556, ,28.3, ,--,S,79.4, ,92.9, ,80, ,33, ,54, ,73.6, ,4.8, ,114.1, ,84.7, 
136,8/6/2022,218,0.31, ,0, ,616, ,17.9, ,110.6, ,80.9, ,97.1, ,54, ,16, ,30, ,60.4, ,5.0, ,120.1, ,85.1, 
136,8/7/2022,219,0.27, ,0, ,495, ,24.4, ,105.4, ,85.4, ,95.6, ,64, ,29, ,43, ,69.3, ,5.9, ,141.6, ,85.3, 
136,8/8/2022,220,0.24, ,0, ,484, ,27.1, ,106.0, ,85.3, ,92.6, ,70, ,29, ,52, ,72.4, ,4.4, ,106.4, ,86.3, 
136,8/9/2022,221,0.29, ,0, ,570, ,23.2, ,106.8, ,85.7, ,95.6, ,65, ,28, ,40, ,67.8, ,4.9, ,117.4, ,86.7, 
136,8/10/2022,222,0.30, ,0, ,595, ,20.9, ,108.4, ,84.1, ,96.6, ,49, ,23, ,35, ,64.8, ,4.9, ,116.5, ,87.3, 
136,8/11/2022,223,0.29, ,0.07, ,584, ,22.5, ,107.5, ,72.6, ,93.1, ,89, ,27, ,42, ,66.9, ,5.4, ,130.2, ,87.2, 
136,8/12/2022,224,0.31, ,0.61, ,564, ,21.5, ,104.5, ,67.9, ,91.8, ,79, ,26, ,42, ,65.5, ,7.1,R,169.3,R,85.4, 
136,8/13/2022,225,0.18, ,0.10, ,447, ,30.2, ,99.3, ,78.9, ,89.7, ,88, ,46, ,63, ,75.5, ,3.5, ,84.5, ,85.3, 
136,8/14/2022,226,0.24, ,0, ,523, ,29.8, ,103.3, ,83.0, ,93.2, ,87, ,33, ,56, ,75.2, ,5.2, ,125.1, ,87.0, 
136,8/15/2022,227,0.24, ,0.16, ,523, ,26.5, ,102.3, ,81.9, ,91.7, ,86, ,28, ,52, ,71.7, ,4.5, ,107.7, ,87.5, 
136,8/16/2022,228,0.30, ,0, ,565, ,21.2, ,107.3, ,83.6, ,95.5, ,50, ,24, ,37, ,65.2, ,5.2, ,124.0, ,87.3, 
136,8/17/2022,229,0.29, ,0, ,559, ,21.4, ,107.4, ,85.2, ,96.2, ,54, ,26, ,37, ,65.4, ,4.9, ,117.7, ,87.1, 
136,8/18/2022,230,0.25, ,0, ,532, ,26.6, ,103.8, ,86.3, ,94.9, ,77, ,30, ,47, ,71.8, ,4.5, ,108.5, ,87.4, 
136,8/19/2022,231,0.28, ,0, ,548, ,26.5, ,103.6, ,84.5, ,94.9, ,66, ,30, ,47, ,71.7, ,6.0, ,144.2, ,87.6, 
136,8/20/2022,232,0.25, ,0, ,518, ,32.1, ,103.5, ,85.8, ,95.4, ,71, ,39, ,56, ,77.4, ,6.0, ,144.5, ,87.8, 
136,8/21/2022,233,0.24, ,0, ,528, ,33.8,Y,104.1, ,87.3, ,95.6, ,80, ,42, ,59,Y,79.0,Y,5.6, ,134.5, ,88.1, 
136,8/22/2022,234,0.26, ,0, ,499, ,27.9, ,103.0, ,85.8, ,95.9, ,64, ,36, ,48, ,73.2, ,6.0, ,144.5, ,88.3, 
136,8/23/2022,235,0.27, ,0, ,550, ,29.8, ,109.6, ,84.4, ,97.0, ,79, ,31, ,50, ,75.1, ,4.7, ,113.6, ,88.1, 
136,8/24/2022,236,0.22, ,0, ,433, ,32.4, ,119.2,Y,87.4, ,98.5, ,66, ,33, ,52, ,77.6, ,5.0, ,120.8, ,88.3, 
136,8/25/2022,237,0.26, ,0, ,509, ,30.9, ,116.5,Y,84.8, ,99.3, ,67, ,36, ,48, ,76.3, ,5.2, ,124.8, ,88.1, 
136,8/26/2022,238,0.29,R,0, ,540, ,21.1, ,--,S,82.3, ,100.7,Y,45, ,21, ,32,Y,65.1,Y,5.1, ,122.5, ,88.2, 
136,8/27/2022,239,0.30, ,0, ,551, ,16.3, ,124.5,R,79.6, ,95.8, ,44, ,18, ,28, ,57.7, ,5.7, ,137.1, ,88.1, 
136,8/28/2022,240,0.26, ,0, ,528, ,20.5, ,107.4, ,79.3, ,93.0, ,54, ,22, ,39, ,64.1, ,4.9, ,117.2, ,87.9, 
136,8/29/2022,241,0.26, ,0, ,540, ,22.7, ,106.7, ,80.7, ,93.8, ,54, ,24, ,42, ,67.1, ,4.7, ,112.1, ,87.9, 
136,8/30/2022,242,0.30, ,0, ,548, ,19.8, ,--,S,82.9, ,100.8,Y,52, ,13, ,30,Y,63.2,Y,5.1, ,122.6, ,87.5, 
136,8/31/2022,243,0.30, ,0, ,528, ,27.5, ,--,S,83.9, ,101.8,Y,60,H,20,H,40,Y,72.7,Y,5.8, ,138.7, ,87.4, 
