153,8/1/2022,213,0.28, ,0, ,684, ,26.0, ,107.1,R,71.2,Y,83.4,Y,100, ,40, ,66,Y,71.0,Y,5.2, ,125.0, ,--,S
153,8/2/2022,214,0.27, ,0, ,681, ,23.7, ,95.3, ,70.3,Y,80.3, ,95, ,46, ,67, ,68.4, ,4.7, ,114.0, ,--,S
153,8/3/2022,215,0.24, ,0, ,621, ,22.4, ,92.2, ,66.5, ,77.1, ,93, ,46, ,71, ,66.8, ,4.6, ,111.5, ,--,S
153,8/4/2022,216,0.12, ,0, ,404, ,23.8, ,85.4, ,67.7, ,72.8, ,97, ,58, ,86, ,68.5, ,4.2, ,99.8, ,--,S
153,8/5/2022,217,0.26, ,0, ,671, ,24.6, ,98.1, ,66.1, ,78.8, ,100, ,43, ,73, ,69.5, ,4.6, ,111.4, ,--,S
153,8/6/2022,218,0.27, ,0, ,700,R,26.3,Y,104.9,Y,67.2, ,81.5,Y,98, ,44, ,72,Y,71.5,Y,4.6, ,109.7, ,--,S
153,8/7/2022,219,0.24,R,0, ,579, ,26.0,Y,--,S,65.0, ,83.3,Y,98, ,31, ,67,Y,71.1,Y,4.5, ,107.2, ,--,S
153,8/8/2022,220,0.27, ,0, ,643, ,26.1,Y,103.4,Y,69.3,Y,83.9,Y,95, ,41, ,66,Y,71.2,Y,4.8, ,114.5, ,--,S
153,8/9/2022,221,0.27,R,0, ,641, ,27.6,Y,--,S,70.8,Y,85.6,Y,95,H,38,H,66,Y,72.8,Y,4.4, ,104.6, ,--,S
153,8/10/2022,222,0.27, ,0, ,667, ,26.6,Y,107.9,R,68.8,Y,85.2,Y,94, ,44, ,64,Y,71.8,Y,4.3, ,102.4, ,--,S
153,8/11/2022,223,0.28, ,0, ,674, ,25.6,Y,--,S,62.7, ,84.6,Y,91,H,32,H,63,Y,70.6,Y,4.3, ,103.4, ,--,S
153,8/12/2022,224,0.27, ,0, ,647, ,25.8,Y,--,S,64.0, ,84.9,Y,95,H,35,H,63,Y,70.8,Y,4.1, ,97.7, ,--,S
153,8/13/2022,225,0.26, ,0.00, ,644, ,30.1,R,107.0,Y,72.8,Y,86.5,R,94,H,45,H,--,R,--,I,4.7, ,112.5, ,--,S
153,8/14/2022,226,0.27, ,0, ,657, ,26.7,Y,107.1,Y,71.4,Y,83.5,Y,96, ,33, ,68,Y,71.8,Y,4.5, ,107.9, ,--,S
153,8/15/2022,227,0.27, ,0, ,655, ,29.5,R,108.0,R,70.1,Y,84.7,Y,99, ,44, ,--,R,--,I,4.4, ,106.7, ,--,S
153,8/16/2022,228,0.27, ,0, ,662, ,26.3,Y,--,S,64.4, ,83.4,Y,97,H,32,H,67,Y,71.4,Y,4.5, ,107.1, ,--,S
153,8/17/2022,229,0.27, ,0, ,654, ,25.8,Y,--,S,65.7, ,83.8,Y,100,H,31,H,65,Y,70.9,Y,4.7, ,112.7, ,--,S
153,8/18/2022,230,0.27,H,0, ,652, ,28.7,Y,110.0,R,71.2,Y,85.7,Y,100,H,34,H,68,Y,74.0,Y,4.7, ,113.3, ,--,S
153,8/19/2022,231,0.25, ,0, ,622, ,25.7,Y,110.3,R,67.8, ,80.9, ,95, ,42, ,72,Y,70.8,Y,5.3, ,127.5, ,--,S
153,8/20/2022,232,0.24, ,0, ,617, ,23.6, ,92.1, ,67.5, ,77.6, ,94, ,47, ,73, ,68.3, ,5.5, ,132.8, ,--,S
153,8/21/2022,233,0.19, ,0, ,523, ,24.4, ,105.8,Y,66.0, ,77.2, ,93, ,52, ,77, ,69.2, ,4.6, ,111.1, ,--,S
153,8/22/2022,234,0.23, ,0, ,624, ,25.7, ,--,S,66.8, ,79.2, ,99, ,50, ,75, ,70.8, ,4.7, ,112.3, ,--,S
153,8/23/2022,235,0.22, ,0, ,615, ,26.8,Y,90.8, ,70.4,Y,77.7, ,100, ,49, ,83,Y,72.0,Y,4.9, ,117.6, ,--,S
153,8/24/2022,236,0.23,R,0, ,601, ,28.5,Y,96.9, ,66.1, ,80.3, ,100, ,52, ,81,Y,73.8,Y,5.0, ,119.0, ,--,S
153,8/25/2022,237,0.25, ,0, ,616, ,28.1,Y,--,S,69.3, ,81.8,H,100,H,48,H,76,Y,73.4,Y,5.1, ,123.3, ,--,S
153,8/26/2022,238,0.24, ,0, ,620, ,27.9,Y,--,S,70.6,Y,81.7, ,100, ,53, ,76,Y,73.2,Y,4.4, ,106.0, ,--,S
153,8/27/2022,239,0.23, ,0, ,609, ,25.6, ,104.9, ,68.6, ,78.2, ,100, ,54, ,78, ,70.7, ,5.0, ,120.0, ,--,S
153,8/28/2022,240,0.21, ,0, ,579, ,23.2, ,87.1, ,68.0, ,76.1, ,92, ,52, ,76, ,67.8, ,4.8, ,116.0, ,--,S
153,8/29/2022,241,0.22, ,0, ,601, ,23.1, ,87.9, ,68.1, ,76.2, ,90, ,58, ,75, ,67.7, ,4.2, ,101.2, ,--,S
153,8/30/2022,242,0.24, ,0, ,613, ,25.3, ,110.9,Y,66.1, ,81.4, ,97, ,46, ,69, ,70.3, ,4.0, ,95.1, ,--,S
153,8/31/2022,243,0.25, ,0, ,604, ,21.2, ,--,S,63.3, ,81.6, ,90, ,31, ,57, ,65.1, ,3.9, ,94.1, ,91.1,R
