157,8/1/2022,213,0.09, ,0, ,301, ,16.6, ,77.9, ,58.6, ,65.0, ,91, ,58, ,79, ,58.3, ,2.6, ,62.8, ,74.6, 
157,8/2/2022,214,0.20, ,0, ,568, ,16.0, ,81.2, ,56.2, ,67.2, ,96, ,46, ,70, ,57.2, ,3.6, ,87.3, ,74.1, 
157,8/3/2022,215,0.19, ,0, ,577, ,16.2, ,77.3, ,56.6, ,64.7, ,91, ,57, ,78, ,57.6, ,4.5, ,107.4, ,74.9, 
157,8/4/2022,216,0.21, ,0, ,633, ,16.4, ,75.9, ,57.3, ,64.7, ,90, ,61, ,78, ,57.9, ,5.9, ,142.3, ,75.4, 
157,8/5/2022,217,0.20, ,0, ,595, ,16.3, ,74.9, ,56.6, ,64.8, ,93, ,62, ,78, ,57.7, ,6.2, ,148.9, ,75.4, 
157,8/6/2022,218,0.18, ,0, ,547, ,16.0, ,79.1, ,56.1, ,65.6, ,92, ,51, ,75, ,57.3, ,4.5, ,107.5, ,75.6, 
157,8/7/2022,219,0.21, ,0, ,625, ,15.0, ,78.8, ,52.8, ,64.3, ,96, ,52, ,73, ,55.5, ,3.7, ,89.4, ,75.2, 
157,8/8/2022,220,0.21, ,0, ,639, ,15.4, ,80.1, ,54.6, ,66.1, ,93, ,46, ,70, ,56.2, ,3.6, ,86.2, ,75.4, 
157,8/9/2022,221,0.22, ,0, ,643, ,15.6, ,81.7, ,55.2, ,67.0, ,93, ,43, ,69, ,56.5, ,4.5, ,108.1, ,75.7, 
157,8/10/2022,222,0.22, ,0, ,640, ,16.2, ,79.6, ,54.2, ,66.6, ,95, ,50, ,72, ,57.5, ,4.4, ,105.1, ,75.8, 
157,8/11/2022,223,0.21, ,0, ,627, ,15.8, ,81.2, ,54.7, ,66.1, ,96, ,46, ,72, ,56.9, ,3.7, ,87.7, ,76.0, 
157,8/12/2022,224,0.21, ,0, ,640, ,15.0, ,81.7, ,50.0, ,65.3, ,97, ,44, ,70, ,55.4, ,4.0, ,97.0, ,76.0, 
157,8/13/2022,225,0.20, ,0, ,648, ,15.3, ,79.0, ,50.0, ,64.1, ,96, ,49, ,75, ,56.0, ,4.5, ,108.1, ,75.8, 
157,8/14/2022,226,0.21, ,0, ,625, ,15.6, ,81.2, ,54.8, ,65.6, ,93, ,46, ,72, ,56.5, ,4.3, ,102.1, ,75.8, 
157,8/15/2022,227,0.21, ,0, ,622, ,15.5, ,80.1, ,56.1, ,66.1, ,90, ,50, ,71, ,56.3, ,4.2, ,100.0, ,76.1, 
157,8/16/2022,228,0.21, ,0, ,621, ,15.4, ,83.5, ,49.8, ,66.6, ,97, ,45, ,69, ,56.2, ,3.4, ,80.5, ,76.1, 
157,8/17/2022,229,0.15, ,0, ,416, ,15.0, ,76.9, ,56.3, ,65.3, ,88, ,56, ,70, ,55.5, ,4.3, ,103.8, ,75.9, 
157,8/18/2022,230,0.19, ,0, ,598, ,15.3, ,77.2, ,51.7, ,63.0, ,96, ,55, ,78, ,55.9, ,4.3, ,104.0, ,75.0, 
157,8/19/2022,231,0.17, ,0, ,562, ,15.8, ,72.0, ,56.8, ,62.1, ,95, ,65, ,83, ,56.8, ,6.2, ,149.2, ,75.5, 
157,8/20/2022,232,0.20, ,0, ,616, ,15.5, ,77.3, ,53.9, ,64.5, ,91, ,57, ,74, ,56.3, ,5.6, ,133.5, ,75.3, 
157,8/21/2022,233,0.18, ,0, ,598, ,15.6, ,68.6, ,54.4, ,61.5, ,94, ,71, ,84, ,56.5, ,6.0, ,145.2, ,75.1, 
157,8/22/2022,234,0.20, ,0, ,581, ,16.2, ,87.6, ,52.7, ,66.1, ,96, ,45, ,74, ,57.5, ,5.0, ,119.7, ,74.5, 
157,8/23/2022,235,0.19, ,0, ,587, ,16.7, ,77.8, ,57.5, ,65.2, ,96, ,57, ,79, ,58.5, ,5.5, ,132.8, ,75.6, 
157,8/24/2022,236,0.16, ,0, ,554, ,14.9, ,67.4, ,54.8, ,59.5, ,94, ,72, ,86, ,55.3, ,7.2,Y,173.1,Y,75.5, 
157,8/25/2022,237,0.16, ,0,H,524,H,15.4,H,69.2, ,54.3, ,60.9,H,95,H,71,H,84, ,56.2, ,6.5,Y,157.0,Y,74.7,H
157,8/26/2022,238,0.16, ,0, ,532, ,15.6, ,73.8, ,52.4, ,61.8, ,94, ,65, ,83, ,56.5, ,5.0, ,120.1, ,74.4, 
157,8/27/2022,239,0.17, ,0, ,563, ,15.1, ,71.8, ,54.2, ,61.1, ,95, ,63, ,82, ,55.6, ,5.9, ,142.8, ,74.2, 
157,8/28/2022,240,0.16, ,0, ,533, ,15.0, ,67.8, ,53.4, ,61.1, ,93, ,69, ,82, ,55.5, ,6.9,Y,165.1,Y,73.8, 
157,8/29/2022,241,0.17, ,0, ,535, ,14.5, ,74.2, ,50.0, ,61.1, ,97, ,57, ,79, ,54.5, ,3.9, ,92.6, ,73.1, 
157,8/30/2022,242,0.18, ,0, ,557, ,14.5, ,74.2, ,49.4, ,60.9, ,97, ,59, ,79, ,54.5, ,3.6, ,87.2, ,73.1, 
157,8/31/2022,243,0.17, ,0.00, ,572, ,14.1, ,76.1, ,47.2, ,60.6, ,97, ,53, ,78, ,53.7, ,2.9, ,70.4, ,73.0, 
