6,8/1/2022,213,0.09, ,0, ,248, ,17.7, ,83.2, ,60.4, ,71.7, ,91, ,52, ,67, ,60.1, ,4.0, ,97.0, ,68.2, 
6,8/2/2022,214,0.26, ,0, ,581, ,17.6, ,98.3, ,62.9, ,80.3, ,94, ,26, ,50, ,59.9, ,4.6, ,110.4, ,69.2, 
6,8/3/2022,215,0.26, ,0, ,616, ,16.7, ,99.7, ,61.3, ,79.7, ,87, ,26, ,48, ,58.4, ,4.3, ,103.4, ,69.6, 
6,8/4/2022,216,0.27, ,0, ,602, ,15.7, ,98.5, ,61.9, ,78.2, ,87, ,23, ,48, ,56.7, ,5.5, ,132.3, ,69.9, 
6,8/5/2022,217,0.26, ,0, ,573, ,15.2, ,89.7, ,63.8, ,73.8, ,74, ,34, ,53, ,55.8, ,8.1, ,194.4, ,68.9, 
6,8/6/2022,218,0.25, ,0, ,631, ,15.1, ,88.4, ,58.3, ,72.3, ,89, ,32, ,56, ,55.6, ,5.4, ,129.9, ,68.6, 
6,8/7/2022,219,0.25, ,0, ,637, ,14.3, ,90.7, ,55.1, ,71.7, ,93, ,28, ,54, ,54.2, ,5.1, ,122.4, ,68.0, 
6,8/8/2022,220,0.25, ,0, ,649, ,14.2, ,91.0, ,55.3, ,72.3, ,94, ,25, ,52, ,53.9, ,4.8, ,116.1, ,67.7, 
6,8/9/2022,221,0.27, ,0, ,623, ,14.0, ,89.5, ,58.6, ,72.5, ,89, ,27, ,51, ,53.6, ,6.8, ,163.8, ,67.6, 
6,8/10/2022,222,0.24, ,0, ,633, ,14.4, ,88.9, ,55.3, ,71.5, ,95, ,27, ,55, ,54.4, ,4.8, ,116.3, ,67.4, 
6,8/11/2022,223,0.24, ,0, ,625, ,14.8, ,90.8, ,54.4, ,72.5, ,95, ,25, ,54, ,55.1, ,4.7, ,111.8, ,67.5, 
6,8/12/2022,224,0.25, ,0, ,634, ,13.9, ,93.3, ,56.4, ,72.9, ,94, ,22, ,50, ,53.4, ,4.5, ,107.8, ,67.2, 
6,8/13/2022,225,0.25, ,0, ,635, ,13.2, ,94.4, ,52.2, ,73.1, ,93, ,20, ,48, ,52.0, ,4.1, ,99.2, ,66.8, 
6,8/14/2022,226,0.25, ,0, ,638, ,12.8, ,98.0, ,53.5, ,75.9, ,94, ,14, ,42, ,51.1, ,4.1, ,99.3, ,66.9, 
6,8/15/2022,227,0.25, ,0, ,625, ,13.5, ,99.5, ,56.7, ,78.7, ,90, ,13, ,40, ,52.5, ,3.7, ,88.5, ,67.7, 
6,8/16/2022,228,0.26, ,0, ,606, ,12.9, ,102.2, ,57.0, ,81.3, ,87, ,14, ,35, ,51.3, ,3.6, ,87.4, ,68.2, 
6,8/17/2022,229,0.15,R,0, ,319, ,14.6, ,95.3, ,62.7, ,79.5, ,65, ,26, ,42, ,54.7, ,4.4, ,106.5, ,68.8, 
6,8/18/2022,230,0.26, ,0, ,588, ,14.9, ,100.4, ,59.5, ,78.3, ,88, ,18, ,45, ,55.3, ,4.6, ,110.1, ,69.1, 
6,8/19/2022,231,0.25, ,0, ,606, ,15.3, ,97.1, ,55.7, ,75.7, ,93, ,22, ,50, ,56.1, ,4.1, ,99.4, ,68.6, 
6,8/20/2022,232,0.25, ,0, ,602, ,14.4, ,100.7, ,54.9, ,77.7, ,92, ,15, ,44, ,54.3, ,3.7, ,89.1, ,68.8, 
6,8/21/2022,233,0.26, ,0, ,603, ,14.6, ,90.6, ,62.2, ,74.5, ,75, ,29, ,50, ,54.6, ,6.7, ,160.0, ,68.3, 
6,8/22/2022,234,0.23, ,0, ,591, ,15.9, ,96.2, ,55.2, ,74.8, ,92, ,27, ,54, ,57.1, ,4.2, ,101.7, ,68.4, 
6,8/23/2022,235,0.23, ,0, ,586, ,16.7, ,98.2, ,59.6, ,78.0, ,94, ,22, ,51, ,58.5, ,4.0, ,95.1, ,69.5, 
6,8/24/2022,236,0.25, ,0, ,593, ,15.2, ,94.9, ,58.3, ,75.0, ,91, ,22, ,51, ,55.7, ,5.2, ,125.8, ,69.6, 
6,8/25/2022,237,0.23, ,0, ,593, ,15.6, ,89.5, ,55.0, ,71.9, ,95, ,32, ,59, ,56.6, ,5.8, ,139.4, ,68.8, 
6,8/26/2022,238,0.23, ,0, ,593, ,14.4, ,93.1, ,54.3, ,72.2, ,95, ,17, ,53, ,54.3, ,4.5, ,107.1, ,68.6, 
6,8/27/2022,239,0.22, ,0, ,580, ,15.0, ,89.4, ,54.1, ,70.4, ,95, ,30, ,59, ,55.4, ,4.9, ,117.0, ,68.7, 
6,8/28/2022,240,0.22, ,0, ,578, ,13.9, ,89.0, ,54.6, ,70.1, ,94, ,19, ,55, ,53.3, ,4.7, ,112.8, ,68.3, 
6,8/29/2022,241,0.20, ,0, ,519, ,13.9, ,92.8, ,54.3, ,72.3, ,92, ,23, ,51, ,53.3, ,3.7, ,89.9, ,68.5, 
6,8/30/2022,242,0.23, ,0, ,558, ,13.7, ,95.1, ,55.8, ,74.7, ,91, ,21, ,47, ,52.9, ,4.4, ,104.5, ,69.0, 
6,8/31/2022,243,0.22, ,0, ,571, ,12.8, ,96.3, ,53.8, ,74.7, ,91, ,17, ,44, ,51.0, ,3.2, ,75.6, ,69.2, 
