70,8/1/2022,213,0.17, ,0, ,415, ,16.0, ,87.4, ,64.9, ,75.2, ,76, ,31, ,54, ,57.2, ,4.2, ,101.8, ,77.0, 
70,8/2/2022,214,0.27, ,0, ,609, ,17.4, ,98.0, ,66.1,Y,80.2, ,77, ,30, ,49, ,59.6, ,5.3, ,127.7, ,76.9, 
70,8/3/2022,215,0.29, ,0, ,640, ,15.2, ,98.3, ,65.4, ,82.1, ,63, ,31, ,41, ,55.7, ,5.2, ,124.6, ,77.9, 
70,8/4/2022,216,0.29, ,0, ,613, ,14.1, ,97.4, ,67.5,Y,81.7, ,60, ,26, ,38, ,53.8, ,5.0, ,121.0, ,78.9, 
70,8/5/2022,217,0.18, ,0, ,493, ,16.6, ,89.0, ,63.7, ,72.8, ,80, ,36, ,60, ,58.3, ,4.8, ,116.1, ,78.0, 
70,8/6/2022,218,0.24, ,0, ,655, ,16.7, ,86.6, ,60.2, ,71.9, ,89, ,41, ,63, ,58.4, ,5.4, ,128.9, ,77.7, 
70,8/7/2022,219,0.25, ,0, ,659, ,15.3, ,89.4, ,54.8, ,72.0, ,93, ,33, ,57, ,55.9, ,5.5, ,131.6, ,77.4, 
70,8/8/2022,220,0.25, ,0, ,630, ,15.4, ,89.7, ,58.9, ,73.0, ,86, ,35, ,55, ,56.1, ,6.2, ,147.9, ,77.2, 
70,8/9/2022,221,0.25, ,0, ,637, ,15.0, ,88.8, ,62.4, ,73.0, ,77, ,31, ,54, ,55.4, ,6.3, ,152.3, ,77.4, 
70,8/10/2022,222,0.24, ,0, ,659, ,15.8, ,88.4, ,57.7, ,72.7, ,87, ,35, ,58, ,56.8, ,5.0, ,121.2, ,77.3, 
70,8/11/2022,223,0.26, ,0, ,658, ,14.4, ,90.5, ,58.1, ,73.4, ,88, ,26, ,51, ,54.3, ,5.6, ,135.2, ,77.3, 
70,8/12/2022,224,0.25, ,0, ,660, ,14.4, ,89.6, ,59.0, ,73.0, ,80, ,30, ,52, ,54.3, ,5.7, ,136.6, ,77.1, 
70,8/13/2022,225,0.26, ,0, ,660, ,13.2, ,92.5, ,54.2, ,73.8, ,85, ,24, ,46, ,51.8, ,4.6, ,109.5, ,76.7, 
70,8/14/2022,226,0.25, ,0, ,669,R,13.8, ,94.8, ,53.0, ,74.5, ,90, ,23, ,48, ,53.2, ,4.0, ,97.1, ,76.4, 
70,8/15/2022,227,0.25, ,0, ,654, ,15.5, ,98.2, ,54.3, ,76.9, ,94, ,20, ,49, ,56.3, ,3.1, ,74.7, ,76.7, 
70,8/16/2022,228,0.25, ,0, ,623, ,16.3, ,101.2, ,58.4, ,80.4, ,88, ,22, ,46, ,57.8, ,3.2, ,77.9, ,77.3, 
70,8/17/2022,229,0.15, ,0, ,340, ,15.3, ,91.3, ,67.7,Y,79.6, ,66, ,29, ,44, ,55.9, ,4.0, ,96.0, ,76.9, 
70,8/18/2022,230,0.27, ,0, ,609, ,14.7, ,98.3, ,62.5, ,79.5, ,75, ,25, ,43, ,54.9, ,4.8, ,116.3, ,77.0, 
70,8/19/2022,231,0.25, ,0, ,632, ,14.8, ,98.9, ,58.6, ,77.2, ,79, ,27, ,46, ,55.1, ,4.2, ,99.7, ,77.3, 
70,8/20/2022,232,0.24, ,0, ,632, ,15.4, ,101.1, ,55.1, ,78.1, ,94, ,16, ,47, ,56.2, ,3.1, ,74.6, ,77.3, 
70,8/21/2022,233,0.23, ,0, ,614, ,17.1, ,90.2, ,61.0, ,74.0, ,82, ,41, ,60, ,59.1, ,4.7, ,113.3, ,76.5, 
70,8/22/2022,234,0.24, ,0, ,613, ,17.1, ,93.4, ,59.1, ,75.7, ,85, ,32, ,56, ,59.1, ,5.1, ,121.9, ,77.4, 
70,8/23/2022,235,0.23, ,0, ,516, ,18.3, ,96.0, ,68.8,Y,85.4,Y,87, ,33, ,44,Y,60.9,Y,4.0, ,96.7, ,80.5, 
70,8/24/2022,236,0.23, ,0, ,615, ,18.0, ,94.9, ,60.4, ,76.4, ,90, ,34, ,58, ,60.5, ,3.7, ,88.6, ,78.4, 
70,8/25/2022,237,0.22, ,0, ,611, ,17.2, ,92.0, ,58.8, ,73.7, ,92, ,35, ,61, ,59.2, ,4.0, ,96.2, ,78.0, 
70,8/26/2022,238,0.22, ,0, ,603, ,16.9, ,92.4, ,57.9, ,73.4, ,94, ,30, ,60, ,58.7, ,3.9, ,93.2, ,77.6, 
70,8/27/2022,239,0.22, ,0, ,604, ,16.5, ,90.2, ,58.8, ,73.0, ,91, ,36, ,59, ,58.0, ,4.3, ,103.0, ,77.5, 
70,8/28/2022,240,0.21, ,0, ,589, ,15.7, ,87.4, ,55.5, ,70.9, ,93, ,38, ,61, ,56.8, ,4.5, ,107.0, ,76.9, 
70,8/29/2022,241,0.22, ,0, ,575, ,15.9, ,90.5, ,59.1, ,72.2, ,85, ,33, ,59, ,57.0, ,4.5, ,108.3, ,76.7, 
70,8/30/2022,242,0.22, ,0, ,577, ,16.4, ,91.8, ,56.9, ,73.0, ,92, ,34, ,59, ,57.9, ,4.0, ,95.8, ,76.2, 
70,8/31/2022,243,0.22, ,0, ,585, ,14.8, ,93.5, ,57.1, ,73.1, ,93, ,22, ,53, ,55.0, ,4.0, ,95.8, ,75.8, 
