152,8/1/2022,213,0.20, ,0.11, ,596, ,19.8, ,82.0, ,62.5, ,69.9, ,99, ,51, ,79, ,63.2, ,3.8, ,92.3, ,71.7, 
152,8/2/2022,214,0.22, ,0.15, ,661, ,19.1, ,78.3, ,60.8, ,68.6, ,99, ,60, ,80, ,62.2, ,3.9, ,93.3, ,71.5, 
152,8/3/2022,215,0.21, ,0.13, ,645, ,19.6, ,77.7, ,60.7, ,68.8, ,99, ,67, ,82, ,62.9, ,3.8, ,90.7, ,71.5, 
152,8/4/2022,216,0.20, ,0.14, ,577, ,19.5, ,82.1, ,62.0, ,69.5, ,99, ,55, ,79, ,62.8, ,4.0, ,94.9, ,71.1, 
152,8/5/2022,217,0.18, ,0, ,542, ,18.5, ,81.9, ,62.4, ,68.9, ,99, ,48, ,77, ,61.3, ,3.7, ,88.8, ,71.0, 
152,8/6/2022,218,0.22, ,0, ,684, ,18.3, ,78.9, ,59.3, ,68.6, ,99, ,57, ,77, ,61.0, ,3.8, ,91.9, ,72.2, 
152,8/7/2022,219,0.24, ,0.15, ,685, ,17.4, ,83.8, ,54.6, ,70.0, ,99, ,46, ,70, ,59.6, ,3.5, ,84.1, ,71.2, 
152,8/8/2022,220,0.23, ,0.14, ,656, ,17.7, ,82.2, ,58.7, ,70.5, ,99, ,49, ,69, ,60.0, ,3.3, ,79.7, ,71.4, 
152,8/9/2022,221,0.21, ,0.15, ,591, ,17.9, ,86.8, ,61.1, ,71.4, ,99, ,42, ,68, ,60.3, ,3.2, ,75.8, ,71.5, 
152,8/10/2022,222,0.24, ,0.01, ,662, ,17.0, ,84.2, ,59.3, ,71.9, ,99, ,42, ,64, ,59.0, ,3.5, ,84.1, ,71.8, 
152,8/11/2022,223,0.23, ,0.00, ,678, ,16.9, ,81.8, ,56.9, ,68.7, ,99, ,46, ,71, ,58.7, ,3.2, ,77.7, ,71.9, 
152,8/12/2022,224,0.23, ,0, ,669, ,16.5, ,82.1, ,56.1, ,69.9, ,99, ,46, ,66, ,58.0, ,3.3, ,78.3, ,72.4, 
152,8/13/2022,225,0.23, ,0.14, ,664, ,16.5, ,85.1, ,57.3, ,70.9, ,99, ,39, ,64, ,58.0, ,3.3, ,80.1, ,71.6, 
152,8/14/2022,226,0.22, ,0.14, ,665, ,16.2, ,80.6, ,56.2, ,68.3, ,99, ,48, ,68, ,57.5, ,3.3, ,80.2, ,70.4, 
152,8/15/2022,227,0.22, ,0.10, ,658, ,16.3, ,80.9, ,55.6, ,67.7, ,99, ,50, ,70, ,57.7, ,3.4, ,81.4, ,69.7, 
152,8/16/2022,228,0.21, ,0.11, ,622, ,16.7, ,82.0, ,54.8, ,67.7, ,99, ,46, ,72, ,58.4, ,3.6, ,85.9, ,69.3,Y
152,8/17/2022,229,0.21, ,0.09, ,625, ,16.9, ,79.9, ,55.9, ,66.6, ,99, ,53, ,76, ,58.7, ,3.6, ,86.8, ,69.2,Y
152,8/18/2022,230,0.19, ,0.05, ,621, ,16.8, ,73.9, ,56.7, ,63.6, ,99, ,61, ,84, ,58.5, ,3.6, ,86.4, ,69.2,Y
152,8/19/2022,231,0.20, ,0, ,630, ,16.1, ,76.0, ,54.0, ,65.2, ,99, ,57, ,76, ,57.4, ,3.3, ,78.5, ,69.6, 
152,8/20/2022,232,0.20,R,0.08, ,618, ,18.5, ,78.6, ,55.3, ,67.1, ,99, ,65, ,82, ,61.3, ,3.4, ,82.8, ,69.9, 
152,8/21/2022,233,0.19, ,0.06, ,582, ,19.4, ,78.4, ,61.4, ,68.4, ,99, ,66, ,82, ,62.6, ,3.9, ,93.5, ,70.7, 
152,8/22/2022,234,0.17, ,0.08, ,557, ,18.1, ,74.7, ,57.8, ,64.8, ,99, ,71, ,87, ,60.7, ,3.2, ,77.4, ,69.3, 
152,8/23/2022,235,0.18, ,0.06, ,569, ,18.3, ,78.6, ,56.7, ,66.2, ,99, ,58, ,83, ,61.0, ,3.2, ,76.9, ,69.1,Y
152,8/24/2022,236,0.19, ,0.07, ,601, ,19.1, ,79.7, ,56.8, ,67.4, ,99, ,66, ,83, ,62.2, ,3.5, ,85.0, ,69.6, 
152,8/25/2022,237,0.19, ,0.07, ,602, ,19.7, ,79.1, ,58.6, ,67.4, ,99, ,66, ,86, ,63.1, ,3.4, ,82.0, ,69.8, 
152,8/26/2022,238,0.18, ,0.06, ,567, ,19.2, ,77.6, ,60.0, ,67.0, ,100, ,65, ,85, ,62.4, ,3.5, ,85.1, ,70.1, 
152,8/27/2022,239,0.19, ,0, ,606, ,18.7, ,76.4, ,56.6, ,66.3, ,99, ,68, ,85, ,61.6, ,3.5, ,84.7, ,70.0, 
152,8/28/2022,240,0.18, ,0.06, ,586, ,18.7, ,75.4, ,58.6, ,66.7, ,100, ,66, ,83, ,61.5, ,3.3, ,80.2, ,70.8, 
152,8/29/2022,241,0.19, ,0.07, ,606, ,17.2, ,76.1, ,54.8, ,64.6, ,100, ,62, ,83, ,59.2, ,3.1, ,75.6, ,68.9, 
152,8/30/2022,242,0.20, ,0.05, ,607, ,16.5, ,80.2, ,53.8, ,67.4, ,100, ,50, ,72, ,58.0, ,3.0, ,71.6, ,68.7, 
152,8/31/2022,243,0.21, ,0.13, ,605, ,17.4, ,86.4, ,55.7, ,70.0, ,100, ,40, ,69, ,59.5, ,2.9, ,70.5, ,69.3, 
