135,8/1/2022,213,--,N,0, ,640, ,23.1, ,106.2, ,78.0, ,93.5, ,78, ,24, ,43, ,67.6, ,1.5,Y,36.4,Y,103.0, 
135,8/2/2022,214,--,N,0, ,659, ,20.3, ,110.3, ,78.6, ,96.7, ,73, ,18, ,34, ,63.9, ,3.3, ,78.7, ,104.0, 
135,8/3/2022,215,--,N,0, ,656, ,20.6, ,110.3, ,81.6, ,97.4,Y,54, ,22, ,34,Y,64.3,Y,3.5, ,83.0, ,104.7, 
135,8/4/2022,216,--,N,0.21, ,219, ,27.1, ,90.6,Y,77.1, ,82.9,H,92,H,49,H,71, ,72.4, ,2.4, ,58.1, ,102.8, 
135,8/5/2022,217,--,N,0, ,649, ,25.9, ,105.1, ,75.6, ,90.3, ,99, ,26, ,53, ,71.0, ,2.5, ,59.5, ,98.6, 
135,8/6/2022,218,--,N,0, ,623, ,22.6, ,111.1, ,77.7, ,94.9, ,83, ,18, ,40, ,67.0, ,2.4, ,58.5, ,100.4, 
135,8/7/2022,219,--,N,0, ,614, ,23.7, ,107.5, ,81.4, ,93.8, ,69, ,26, ,44, ,68.3, ,2.0, ,49.0, ,101.3, 
135,8/8/2022,220,--,N,0.00, ,383, ,25.8, ,96.2, ,80.2, ,88.2,H,72,H,44,H,57, ,70.9, ,2.5, ,59.6, ,100.8, 
135,8/9/2022,221,--,N,0.00, ,364, ,26.5, ,103.5, ,80.3, ,88.9, ,80, ,31, ,57, ,71.7, ,2.0, ,47.4, ,99.1, 
135,8/10/2022,222,--,N,0, ,554, ,24.6, ,108.2, ,78.7, ,91.8, ,79, ,26, ,48, ,69.5, ,1.8, ,44.2, ,99.0, 
135,8/11/2022,223,--,N,0, ,591, ,24.1, ,106.8, ,79.9, ,93.5, ,74, ,26, ,45, ,68.9, ,2.7, ,63.7, ,100.4, 
135,8/12/2022,224,--,N,0.02, ,390, ,23.6, ,104.6, ,82.3, ,90.8, ,70, ,27, ,48, ,68.3, ,3.0, ,72.0, ,100.6, 
135,8/13/2022,225,--,N,0, ,555, ,24.7, ,106.8, ,78.7, ,90.6, ,77, ,26, ,50, ,69.6, ,2.7, ,64.8, ,100.0, 
135,8/14/2022,226,--,N,0.04, ,610, ,25.4, ,107.7, ,78.6, ,90.2, ,83, ,25, ,53, ,70.4, ,2.9, ,69.4, ,100.7, 
135,8/15/2022,227,--,N,0, ,614, ,25.7, ,104.0, ,76.4, ,90.1, ,90, ,29, ,53, ,70.7, ,1.0,I,24.0,I,100.1, 
135,8/16/2022,228,--,N,0, ,508, ,26.0, ,107.9, ,79.9, ,92.7, ,79, ,26, ,50, ,71.1, ,1.1,Y,27.1,Y,100.7, 
135,8/17/2022,229,--,N,0, ,624, ,24.1, ,109.1, ,80.7, ,95.0, ,76, ,25, ,43, ,68.9, ,1.5,Y,37.0,Y,101.0, 
135,8/18/2022,230,--,N,0.24, ,589, ,26.1, ,106.8, ,75.1, ,92.6, ,80, ,30, ,50, ,71.3, ,2.3, ,54.5, ,102.2, 
135,8/19/2022,231,--,N,0, ,615, ,25.7, ,103.0, ,77.1, ,89.7, ,98, ,30, ,54, ,70.8, ,1.9, ,46.0, ,100.2, 
135,8/20/2022,232,--,N,0, ,612, ,25.1, ,103.9, ,76.3, ,90.9, ,87, ,31, ,51, ,70.0, ,1.9, ,45.3, ,99.4, 
135,8/21/2022,233,--,N,0.72, ,590, ,26.9, ,103.9, ,71.0, ,91.5, ,91, ,35, ,53, ,72.1, ,3.4, ,81.8, ,99.8, 
135,8/22/2022,234,--,N,0, ,605, ,27.3, ,102.0, ,74.0, ,87.2, ,89, ,36, ,62, ,72.5, ,1.9, ,45.2, ,97.5, 
135,8/23/2022,235,--,N,0, ,603, ,24.4, ,107.7, ,78.1, ,92.4, ,90, ,24, ,47, ,69.2, ,2.8, ,67.3, ,96.8, 
135,8/24/2022,236,--,N,0.07, ,583, ,25.1, ,105.6, ,76.2, ,88.5, ,85, ,32, ,55, ,70.0, ,2.3, ,54.7, ,97.4, 
135,8/25/2022,237,--,N,0, ,584, ,27.0, ,102.8, ,75.7, ,88.7, ,89, ,33, ,58, ,72.2, ,1.9, ,45.7, ,95.6, 
135,8/26/2022,238,--,N,0, ,585, ,24.4, ,108.7, ,80.1, ,94.3, ,80, ,23, ,44, ,69.2, ,3.3, ,79.0, ,96.9, 
135,8/27/2022,239,--,N,0, ,603, ,22.1, ,109.8, ,78.2, ,94.9, ,77, ,21, ,39, ,66.4, ,4.8, ,115.4, ,97.6, 
135,8/28/2022,240,--,N,0, ,606, ,24.1, ,105.7, ,78.3, ,93.2, ,71, ,31, ,45, ,68.9, ,2.4, ,58.0, ,97.7, 
135,8/29/2022,241,--,N,0, ,604, ,22.7, ,107.4, ,75.6, ,92.1, ,74, ,24, ,44, ,67.2, ,2.7, ,65.9, ,97.8, 
135,8/30/2022,242,--,N,0, ,595, ,22.1, ,114.1, ,78.6, ,96.0, ,76, ,16, ,38, ,66.3, ,2.9, ,70.5, ,98.1, 
135,8/31/2022,243,--,N,0, ,589, ,24.0, ,110.5, ,76.9, ,94.7, ,70, ,27, ,43, ,68.7, ,2.8, ,67.7, ,98.5, 
