77,8/1/2022,213,0.07, ,0.06, ,270, ,19.0,Y,79.1, ,59.0, ,66.8, ,95, ,72, ,85,Y,62.0,Y,2.3,Y,54.4,Y,73.2, 
77,8/2/2022,214,0.25, ,0.00, ,606, ,17.1, ,95.5, ,59.9,Y,75.3, ,96, ,30, ,57, ,59.0, ,4.2, ,100.9, ,73.4, 
77,8/3/2022,215,0.24, ,0, ,635, ,16.2, ,90.9, ,57.7, ,72.3, ,82, ,40, ,60, ,57.6, ,4.0, ,96.4, ,74.4, 
77,8/4/2022,216,0.24, ,0, ,648, ,15.7, ,91.3, ,58.0, ,70.7, ,91, ,26, ,61, ,56.7, ,3.9, ,94.1, ,74.9,Y
77,8/5/2022,217,0.23, ,0, ,655, ,15.9, ,84.6, ,55.9, ,68.4, ,88, ,46, ,67, ,57.0, ,4.2, ,100.1, ,74.9,Y
77,8/6/2022,218,0.23, ,0, ,636, ,15.0, ,84.3, ,54.3, ,68.9, ,83, ,41, ,62, ,55.3, ,4.6, ,110.8, ,75.0,Y
77,8/7/2022,219,0.23, ,0, ,684, ,13.8, ,88.0, ,48.6, ,66.4, ,91, ,35, ,63, ,53.2, ,3.2, ,76.6, ,74.4, 
77,8/8/2022,220,0.24, ,0, ,684,R,13.8, ,88.2, ,48.1, ,67.4, ,92, ,34, ,60, ,53.2, ,3.6, ,86.7, ,74.1, 
77,8/9/2022,221,0.24, ,0, ,681,R,13.5, ,84.5, ,49.0, ,66.0, ,92, ,33, ,62, ,52.5, ,4.7, ,112.9, ,74.0, 
77,8/10/2022,222,0.24, ,0, ,675, ,14.0, ,87.5, ,49.0, ,67.6, ,92, ,34, ,61, ,53.5, ,3.6, ,87.4, ,73.7, 
77,8/11/2022,223,0.23, ,0, ,641, ,13.9, ,89.4, ,49.1, ,67.6, ,93, ,31, ,60, ,53.4, ,3.9, ,94.4, ,73.8, 
77,8/12/2022,224,0.23, ,0, ,644, ,13.4, ,91.0, ,50.2, ,68.3, ,90, ,21, ,57, ,52.4, ,3.7, ,88.5, ,73.9, 
77,8/13/2022,225,0.24, ,0, ,678,R,14.1, ,90.9, ,47.7, ,68.3, ,91, ,34, ,59, ,53.6, ,3.9, ,93.7, ,73.9, 
77,8/14/2022,226,0.24, ,0, ,638, ,15.4, ,96.2, ,50.3, ,70.9, ,92, ,24, ,60, ,56.1, ,3.5, ,84.6, ,74.0, 
77,8/15/2022,227,0.24, ,0, ,649, ,15.7, ,97.6, ,51.5, ,72.1, ,92, ,26, ,58, ,56.7, ,3.5, ,83.7, ,74.6, 
77,8/16/2022,228,0.26, ,0, ,640, ,14.6, ,104.0,Y,52.2, ,75.8,Y,91, ,15, ,48,Y,54.6,Y,3.3, ,80.1, ,75.0,Y
77,8/17/2022,229,0.18, ,0, ,448, ,15.7, ,91.5, ,56.8, ,71.5, ,87, ,35, ,60, ,56.7, ,3.6, ,87.0, ,75.2,Y
77,8/18/2022,230,0.24, ,0, ,635, ,15.0, ,88.4, ,54.1, ,69.0, ,93, ,38, ,62, ,55.4, ,4.1, ,97.6, ,74.8,Y
77,8/19/2022,231,0.21, ,0, ,611, ,15.5, ,85.2, ,51.8, ,67.0, ,94, ,44, ,69, ,56.3, ,3.7, ,89.0, ,74.7,Y
77,8/20/2022,232,0.23, ,0, ,638, ,16.0, ,96.2, ,51.8, ,70.2, ,93, ,34, ,64, ,57.3, ,3.8, ,90.9, ,74.7,Y
77,8/21/2022,233,0.21, ,0, ,609, ,15.6, ,81.2, ,53.2, ,66.1, ,92, ,49, ,71, ,56.5, ,4.3, ,102.9, ,75.0,Y
77,8/22/2022,234,0.22, ,0, ,593, ,15.6, ,95.5, ,49.2, ,69.7, ,94, ,33, ,63, ,56.5, ,3.4, ,81.5, ,74.4, 
77,8/23/2022,235,0.21, ,0, ,580, ,17.6, ,94.7, ,56.3, ,71.4, ,93, ,37, ,67, ,59.8, ,3.9, ,94.7, ,74.8,Y
77,8/24/2022,236,0.19, ,0, ,577, ,16.0, ,81.8, ,57.3, ,66.2, ,93, ,48, ,73, ,57.3, ,4.4, ,105.0, ,75.0,Y
77,8/25/2022,237,0.18, ,0, ,529, ,15.8, ,82.6, ,53.6, ,65.4, ,92, ,48, ,74, ,56.8, ,4.1, ,99.3, ,74.1, 
77,8/26/2022,238,0.19, ,0, ,573, ,15.9, ,88.2, ,52.5, ,66.2, ,95, ,40, ,73, ,57.1, ,4.0, ,95.3, ,73.5, 
77,8/27/2022,239,0.18, ,0, ,541, ,15.5, ,82.0, ,55.2, ,64.4, ,93, ,49, ,75, ,56.3, ,4.1, ,98.6, ,73.2, 
77,8/28/2022,240,0.18, ,0, ,548, ,14.6, ,78.0, ,53.1, ,63.5, ,92, ,51, ,73, ,54.7, ,4.1, ,98.8, ,72.5, 
77,8/29/2022,241,0.19, ,0, ,552, ,13.9, ,84.6, ,50.9, ,65.7, ,93, ,44, ,64, ,53.4, ,3.5, ,83.9, ,72.1, 
77,8/30/2022,242,0.21, ,0, ,602, ,14.0, ,87.4, ,48.9, ,65.9, ,89, ,40, ,64, ,53.5, ,3.5, ,83.5, ,72.1, 
77,8/31/2022,243,0.21, ,0, ,620,R,13.5, ,90.9, ,48.0, ,66.4, ,93, ,34, ,61, ,52.6, ,3.1, ,75.1, ,72.0, 
