175,8/1/2022,213,0.33, ,0, ,587, ,20.7, ,107.2, ,81.2, ,95.3, ,63, ,23, ,36, ,64.4, ,7.2, ,173.1, ,--,S
175,8/2/2022,214,0.37, ,0, ,621, ,18.0, ,109.6, ,85.9, ,98.6,Y,44, ,20, ,29,Y,60.5,Y,7.7, ,185.2, ,--,S
175,8/3/2022,215,0.41, ,0, ,604, ,18.1, ,112.3, ,88.8,Y,99.3,Y,40, ,20, ,28,Y,60.7,Y,10.5,Y,252.3,Y,--,S
175,8/4/2022,216,0.14,R,0.20, ,275, ,26.0, ,92.4, ,77.0, ,84.4, ,85, ,40, ,65, ,71.1, ,6.7, ,160.4, ,--,S
175,8/5/2022,217,0.28, ,0, ,619, ,25.0, ,106.0, ,75.2, ,90.5, ,98, ,27, ,51, ,69.9, ,4.5, ,108.2, ,--,S
175,8/6/2022,218,0.32, ,0, ,598, ,19.5, ,110.5, ,79.9, ,95.7, ,61, ,18, ,34, ,62.8, ,4.6, ,111.5, ,--,S
175,8/7/2022,219,0.38, ,0, ,599, ,21.3, ,108.5, ,85.3, ,96.0, ,56, ,24, ,37, ,65.3, ,10.7,Y,255.8,Y,--,S
175,8/8/2022,220,0.18, ,0.00, ,348, ,24.8, ,97.3, ,83.6, ,89.9, ,66, ,41, ,52, ,69.7, ,6.7, ,160.7, ,--,S
175,8/9/2022,221,0.24, ,0, ,506, ,25.2, ,106.5, ,80.5, ,91.1, ,72, ,26, ,51, ,70.2, ,4.9, ,118.2, ,--,S
175,8/10/2022,222,0.25, ,0.31, ,458, ,24.5, ,108.0, ,82.1, ,90.8, ,69, ,27, ,50, ,69.4, ,6.9, ,164.5, ,--,S
175,8/11/2022,223,0.20, ,0, ,425, ,24.7, ,105.2, ,80.0, ,91.5, ,81, ,25, ,49, ,69.6, ,4.2, ,100.3, ,--,S
175,8/12/2022,224,0.21, ,0.17, ,434, ,24.7, ,103.5, ,79.3, ,90.7, ,75, ,28, ,50, ,69.6, ,5.6, ,133.6, ,--,S
175,8/13/2022,225,0.24, ,0.06, ,470, ,24.3, ,105.5, ,77.7, ,89.1, ,75, ,29, ,52, ,69.1, ,7.1, ,170.2, ,90.6,R
175,8/14/2022,226,0.29, ,0.04, ,538, ,24.0, ,107.0, ,79.1, ,91.4, ,81, ,25, ,48, ,68.8, ,8.5, ,203.7, ,90.8,R
175,8/15/2022,227,0.26, ,0, ,578, ,25.4, ,103.8, ,76.1, ,90.1, ,87, ,33, ,52, ,70.4, ,4.7, ,114.0, ,92.0,R
175,8/16/2022,228,0.27, ,0, ,471, ,22.5, ,107.2, ,84.1, ,94.5, ,53, ,26, ,41, ,66.8, ,6.8, ,163.6, ,--,S
175,8/17/2022,229,0.35, ,0, ,579, ,22.7, ,110.1, ,84.1, ,97.9,Y,59, ,24, ,37,Y,67.1,Y,8.7, ,208.3, ,--,S
175,8/18/2022,230,0.32, ,0.22, ,577, ,25.3, ,108.3, ,79.9, ,94.0, ,71, ,27, ,46, ,70.3, ,10.2,Y,245.5,Y,--,S
175,8/19/2022,231,0.27, ,0, ,600, ,24.8, ,103.5, ,77.1, ,90.4, ,88, ,29, ,51, ,69.7, ,6.5, ,155.3, ,--,S
175,8/20/2022,232,0.31, ,0, ,588, ,23.5, ,103.7, ,77.4, ,91.4, ,72, ,32, ,47, ,68.1, ,9.1,Y,218.8,Y,--,S
175,8/21/2022,233,0.31, ,1.28, ,567, ,26.4, ,104.4, ,71.6, ,92.4, ,89, ,32, ,51, ,71.6, ,11.2,R,268.3,R,--,S
175,8/22/2022,234,0.26, ,0.00, ,575, ,25.4, ,103.4, ,71.9, ,88.4, ,88, ,29, ,55, ,70.4, ,7.1, ,170.8, ,92.1,R
175,8/23/2022,235,0.32, ,0, ,580, ,23.1, ,107.3, ,81.6, ,94.1, ,73, ,25, ,42, ,67.7, ,8.1, ,193.2, ,92.4,R
175,8/24/2022,236,0.27, ,0.77, ,534, ,24.2, ,105.9, ,75.2, ,89.5, ,85, ,29, ,51, ,68.9, ,8.0, ,190.9, ,91.6,R
175,8/25/2022,237,0.22, ,0, ,550, ,28.5, ,100.7, ,77.1, ,87.8, ,86, ,39, ,63, ,73.8, ,4.4, ,106.3, ,90.2,R
175,8/26/2022,238,0.30, ,0, ,563, ,22.0, ,108.7, ,82.4, ,96.2, ,66, ,21, ,38, ,66.2, ,6.5, ,156.7, ,91.4,R
175,8/27/2022,239,0.36, ,0, ,576, ,20.5, ,108.9, ,83.4, ,96.8, ,56, ,19, ,35, ,64.2, ,9.2,Y,219.7,Y,90.8,R
175,8/28/2022,240,0.32, ,0, ,571, ,24.3, ,104.3, ,81.3, ,93.5, ,73, ,31, ,45, ,69.2, ,8.7,Y,209.8,Y,--,S
175,8/29/2022,241,0.29, ,0, ,583, ,20.4, ,107.6, ,79.5, ,95.2, ,68, ,21, ,36, ,64.0, ,5.2, ,125.0, ,--,S
175,8/30/2022,242,0.28, ,0, ,579, ,19.8, ,112.8, ,81.2, ,97.6,Y,64, ,17, ,33,Y,63.3,Y,4.3, ,102.9, ,--,S
175,8/31/2022,243,0.29, ,0, ,571, ,19.3, ,112.0, ,79.2, ,96.8, ,63, ,17, ,33, ,62.5, ,4.7, ,113.0, ,--,S
