194,8/1/2022,213,0.16, ,0, ,404, ,18.1, ,86.2, ,64.9, ,74.6, ,84, ,44, ,62, ,60.7, ,5.1, ,123.6, ,72.8, 
194,8/2/2022,214,0.26, ,0, ,623, ,20.9,Y,96.0, ,64.8, ,79.7, ,90, ,39, ,60,Y,64.7,Y,5.4, ,128.7, ,72.6, 
194,8/3/2022,215,0.27, ,0, ,633, ,18.8, ,96.7, ,65.9, ,80.2, ,67, ,38, ,53, ,61.8, ,5.1, ,123.5, ,73.5, 
194,8/4/2022,216,0.26, ,0, ,542, ,17.2, ,96.2, ,69.1,Y,81.7, ,70, ,35, ,46, ,59.2, ,5.4, ,130.6, ,74.0, 
194,8/5/2022,217,0.16, ,0, ,395, ,17.4, ,88.7, ,64.8, ,73.6, ,80, ,42, ,62, ,59.6, ,5.3, ,128.0, ,73.5, 
194,8/6/2022,218,0.23, ,0, ,629, ,18.5, ,86.2, ,60.9, ,72.0, ,90, ,51, ,69, ,61.3, ,7.0, ,168.5, ,72.7, 
194,8/7/2022,219,0.24, ,0, ,634, ,17.4, ,87.9, ,58.9, ,71.9, ,89, ,45, ,65, ,59.6, ,6.7, ,161.2, ,72.3, 
194,8/8/2022,220,0.22, ,0, ,549, ,16.6, ,88.1, ,59.6, ,72.2, ,87, ,37, ,62, ,58.2, ,7.0, ,168.7, ,71.9, 
194,8/9/2022,221,0.22, ,0, ,570, ,17.0, ,87.4, ,61.0, ,72.4, ,82, ,42, ,62, ,58.9, ,6.9, ,165.1, ,71.6, 
194,8/10/2022,222,0.23, ,0, ,633, ,16.9, ,87.3, ,56.1, ,71.1, ,94, ,41, ,65, ,58.8, ,5.3, ,127.6, ,71.3, 
194,8/11/2022,223,0.25, ,0, ,633, ,15.6, ,89.6, ,57.3, ,73.1, ,86, ,31, ,56, ,56.5, ,6.1, ,145.3, ,71.4, 
194,8/12/2022,224,0.26, ,0, ,637, ,15.1, ,89.7, ,56.4, ,71.9, ,87, ,33, ,56, ,55.6, ,5.9, ,141.5, ,71.1, 
194,8/13/2022,225,0.25, ,0, ,636, ,14.5, ,91.8, ,54.7, ,73.0, ,84, ,32, ,52, ,54.4, ,5.0, ,120.2, ,70.9, 
194,8/14/2022,226,0.26, ,0, ,643, ,14.7, ,93.6, ,53.8, ,73.8, ,81, ,29, ,52, ,54.8, ,4.8, ,116.3, ,70.7, 
194,8/15/2022,227,0.25, ,0, ,634, ,16.9, ,96.3, ,55.9, ,76.4, ,89, ,27, ,54, ,58.7, ,3.9, ,92.7, ,71.0, 
194,8/16/2022,228,0.25, ,0, ,606, ,18.0, ,98.3, ,59.7, ,79.9, ,85, ,30, ,52, ,60.5, ,3.7, ,89.1, ,71.6, 
194,8/17/2022,229,0.17, ,0, ,387, ,17.6, ,91.8, ,65.2, ,78.6, ,71, ,36, ,53, ,59.9, ,4.3, ,103.1, ,72.3, 
194,8/18/2022,230,0.27, ,0, ,592, ,16.3, ,96.2, ,62.5, ,79.1, ,69, ,34, ,48, ,57.7, ,5.6, ,134.2, ,72.2, 
194,8/19/2022,231,0.25, ,0, ,612, ,16.3, ,96.4, ,62.6, ,77.6, ,68, ,33, ,51, ,57.8, ,4.6, ,110.3, ,72.2, 
194,8/20/2022,232,0.24, ,0, ,613, ,17.9, ,97.8, ,58.5, ,77.6, ,85, ,32, ,55, ,60.3, ,3.5, ,83.7, ,72.2, 
194,8/21/2022,233,0.24, ,0, ,590, ,17.6, ,91.9, ,61.6, ,75.4, ,80, ,38, ,59, ,59.9, ,5.3, ,126.9, ,72.5, 
194,8/22/2022,234,0.23, ,0, ,592, ,17.8, ,92.6, ,60.5, ,74.7, ,84, ,33, ,61, ,60.2, ,5.4, ,130.8, ,72.2, 
194,8/23/2022,235,0.23, ,0, ,589, ,20.2, ,95.3, ,60.2, ,77.6, ,90, ,40, ,62, ,63.8, ,4.0, ,96.4, ,72.4, 
194,8/24/2022,236,0.23, ,0, ,582, ,19.4, ,96.1, ,60.8, ,78.2, ,93, ,37, ,59, ,62.6, ,3.7, ,87.7, ,73.0, 
194,8/25/2022,237,0.22, ,0, ,583, ,18.0, ,91.7, ,59.5, ,74.8, ,91, ,39, ,61, ,60.5, ,4.3, ,103.5, ,73.0, 
194,8/26/2022,238,0.21, ,0, ,577, ,18.2, ,91.5, ,58.7, ,73.4, ,91, ,42, ,65, ,60.8, ,4.5, ,107.9, ,72.6, 
194,8/27/2022,239,0.22, ,0, ,579, ,17.4, ,90.9, ,58.6, ,74.0, ,87, ,39, ,61, ,59.5, ,3.9, ,94.7, ,72.4, 
194,8/28/2022,240,0.21, ,0, ,561, ,16.6, ,87.4, ,57.0, ,71.3, ,88, ,42, ,63, ,58.2, ,5.0, ,119.8, ,71.9, 
194,8/29/2022,241,0.21, ,0, ,551, ,16.8, ,89.8, ,58.5, ,73.2, ,89, ,39, ,60, ,58.5, ,5.4, ,129.6, ,71.4, 
194,8/30/2022,242,0.21, ,0, ,556, ,17.8, ,92.3, ,60.4, ,74.6, ,85, ,40, ,61, ,60.2, ,5.0, ,119.4, ,71.5, 
194,8/31/2022,243,0.22, ,0, ,557, ,16.1, ,91.9, ,59.3, ,73.9, ,87, ,35, ,56, ,57.5, ,5.5, ,131.4, ,71.5, 
