251,8/1/2022,213,0.29, ,0.04, ,611, ,16.1, ,97.0, ,69.6, ,82.5, ,75, ,30, ,42, ,57.4, ,5.4,R,128.9,R,77.1, 
251,8/2/2022,214,0.26, ,0.02, ,582, ,14.7, ,94.1, ,69.2, ,80.7, ,62, ,30, ,41, ,54.9, ,4.4, ,104.8, ,77.1, 
251,8/3/2022,215,0.26, ,0.04, ,608, ,14.5, ,95.9, ,69.4, ,81.4, ,57, ,26, ,40, ,54.6, ,4.5, ,107.1, ,77.3, 
251,8/4/2022,216,0.16, ,0.05, ,347, ,17.2, ,91.6, ,67.2, ,79.5, ,76, ,31, ,50, ,59.3, ,4.0, ,96.7, ,76.9, 
251,8/5/2022,217,0.27, ,0.00, ,616, ,17.6, ,95.8, ,72.4, ,81.6, ,74, ,26, ,48, ,59.9, ,4.8, ,115.4, ,77.6, 
251,8/6/2022,218,0.28, ,0.14, ,645, ,15.5, ,98.5, ,67.1, ,82.3, ,71, ,24, ,41, ,56.4, ,4.5, ,107.5, ,77.6, 
251,8/7/2022,219,0.30, ,0.02, ,626, ,12.0, ,102.7, ,69.2, ,86.1, ,59, ,13, ,28, ,49.4, ,4.7, ,113.8, ,77.2, 
251,8/8/2022,220,0.28, ,0.06, ,593, ,13.8, ,98.4, ,69.3, ,84.7, ,51, ,25, ,34, ,53.1, ,4.4, ,106.2, ,77.0, 
251,8/9/2022,221,0.29, ,0.05, ,584, ,12.5, ,99.0, ,70.2, ,84.7, ,51, ,19, ,31, ,50.5, ,4.3, ,103.6, ,77.4, 
251,8/10/2022,222,0.29, ,0.05, ,634, ,13.5, ,98.7, ,70.1, ,84.2, ,51, ,24, ,34, ,52.5, ,4.4, ,105.3, ,77.4, 
251,8/11/2022,223,0.30, ,0.08, ,645, ,10.6, ,99.7, ,68.3, ,84.5, ,56, ,13, ,26, ,46.0, ,4.2, ,102.0, ,76.9, 
251,8/12/2022,224,0.30, ,0, ,642, ,10.0, ,101.7, ,68.6, ,85.1, ,46, ,9, ,24, ,44.6, ,4.4, ,106.1, ,76.8, 
251,8/13/2022,225,0.30, ,0.10, ,636, ,12.7, ,103.0, ,68.4, ,86.3, ,56, ,13, ,30, ,50.8, ,4.5, ,107.1, ,77.0, 
251,8/14/2022,226,0.29, ,0.08, ,627, ,12.2, ,100.3, ,68.2, ,84.4, ,51, ,15, ,30, ,49.7, ,4.3, ,103.5, ,77.2, 
251,8/15/2022,227,0.29, ,0, ,615, ,13.5, ,100.8, ,67.2, ,83.9, ,55, ,16, ,34, ,52.5, ,4.4, ,105.8, ,77.3, 
251,8/16/2022,228,0.28, ,0.04, ,586, ,14.4, ,102.1, ,69.3, ,85.0, ,66, ,18, ,35, ,54.2, ,4.7, ,113.8, ,77.6, 
251,8/17/2022,229,0.28, ,0, ,614, ,13.2, ,99.6, ,70.1, ,84.5, ,61, ,16, ,33, ,51.9, ,4.5, ,107.8, ,78.0, 
251,8/18/2022,230,0.18, ,0.02, ,418, ,13.6, ,96.3, ,67.9, ,81.1, ,61, ,21, ,37, ,52.7, ,3.5, ,85.0, ,77.7, 
251,8/19/2022,231,0.27, ,0.03, ,597, ,15.3, ,98.1, ,65.2, ,81.2, ,68, ,23, ,42, ,55.9, ,4.9,Y,118.4,Y,77.2, 
251,8/20/2022,232,0.23, ,0.00, ,566, ,19.0, ,93.6, ,67.5, ,78.2, ,79, ,34, ,58, ,62.1, ,5.0,Y,120.0,Y,77.7, 
251,8/21/2022,233,0.22, ,0.07, ,577, ,19.2, ,89.5, ,65.5, ,76.5, ,86, ,41, ,62, ,62.4, ,4.7,Y,113.4,Y,77.7, 
251,8/22/2022,234,0.23, ,0.06, ,573, ,18.6, ,93.9, ,65.8, ,78.9, ,85, ,32, ,55, ,61.4, ,4.2, ,100.5, ,77.8, 
251,8/23/2022,235,0.25, ,0.04, ,567, ,18.0, ,100.2, ,66.7, ,82.3, ,76, ,28, ,48, ,60.5, ,4.5, ,108.9, ,78.0, 
251,8/24/2022,236,0.26, ,0, ,602, ,18.6, ,99.0, ,69.2, ,82.3, ,78, ,29, ,49, ,61.4, ,4.8,Y,115.2,Y,78.4, 
251,8/25/2022,237,0.25, ,0.06, ,578, ,17.8, ,96.5, ,70.1, ,82.4, ,77, ,26, ,47, ,60.2, ,4.4, ,105.5, ,78.3, 
251,8/26/2022,238,0.25, ,0.06, ,589, ,14.9, ,95.9, ,67.3, ,81.0, ,66, ,20, ,41, ,55.2, ,4.0, ,95.0, ,77.7, 
251,8/27/2022,239,0.25, ,0.05, ,589, ,15.4, ,92.3, ,65.3, ,78.3, ,71, ,23, ,46, ,56.1, ,4.5, ,109.1, ,77.1, 
251,8/28/2022,240,0.21, ,0.08, ,550, ,17.7, ,89.0, ,64.4, ,75.2, ,90, ,33, ,59, ,60.1, ,4.8,Y,115.4,Y,76.6, 
251,8/29/2022,241,0.23, ,0.05, ,571, ,17.9, ,93.5, ,64.6, ,77.9, ,85, ,33, ,55, ,60.3, ,4.5, ,108.6, ,76.4, 
251,8/30/2022,242,0.25, ,0.04, ,576, ,15.6, ,101.0, ,67.4, ,83.6, ,75, ,24, ,40, ,56.6, ,3.9, ,92.5, ,76.6, 
251,8/31/2022,243,0.27, ,0.04, ,610, ,12.7, ,107.7, ,70.1, ,88.8, ,52, ,14, ,27, ,50.9, ,4.0, ,96.9, ,76.8, 
