80,8/1/2022,213,0.25, ,0, ,476, ,18.0, ,96.9, ,74.2,Y,83.4, ,66, ,29, ,46, ,60.5, ,6.1, ,146.2, ,76.6, 
80,8/2/2022,214,0.29, ,0, ,659, ,18.2, ,99.2, ,68.4, ,84.9, ,72, ,29, ,44, ,60.8, ,5.0, ,120.8, ,76.5, 
80,8/3/2022,215,0.30, ,0, ,659, ,16.8, ,102.8, ,70.8, ,87.6, ,58, ,23, ,38, ,58.6, ,5.2, ,124.6, ,76.7, 
80,8/4/2022,216,0.29, ,0, ,612, ,17.5, ,104.5, ,73.5, ,89.6,Y,62, ,22, ,37,Y,59.7,Y,4.3, ,102.5, ,77.0, 
80,8/5/2022,217,0.14, ,0.14, ,342, ,20.5, ,91.8, ,68.2, ,79.2, ,87, ,36, ,60, ,64.1, ,3.8, ,92.1, ,77.1, 
80,8/6/2022,218,0.27, ,0, ,680, ,18.7, ,94.9, ,65.5, ,79.5, ,81, ,34, ,54, ,61.6, ,6.2, ,149.3, ,76.9, 
80,8/7/2022,219,0.29, ,0, ,676, ,15.8, ,96.6, ,64.2, ,80.3, ,72, ,26, ,45, ,56.8, ,6.1, ,147.0, ,78.1, 
80,8/8/2022,220,0.29, ,0, ,631, ,14.4, ,96.2, ,66.8, ,80.3, ,60, ,24, ,41, ,54.4, ,6.3, ,151.2, ,79.3, 
80,8/9/2022,221,0.29, ,0, ,657, ,14.4, ,97.4, ,66.9, ,81.7, ,61, ,25, ,39, ,54.2, ,6.2, ,148.4, ,79.0, 
80,8/10/2022,222,0.28, ,0, ,664, ,14.5, ,93.9, ,64.6, ,78.7, ,64, ,28, ,43, ,54.5, ,5.9, ,142.8, ,78.7, 
80,8/11/2022,223,0.30, ,0, ,934,R,14.1, ,96.7, ,72.5,Y,86.8, ,75, ,25, ,32, ,53.7, ,6.9,Y,165.4,Y,78.5, 
80,8/12/2022,224,0.30, ,0, ,689,R,12.8, ,98.6, ,63.5, ,80.6, ,65, ,18, ,36, ,51.2, ,5.7, ,137.9, ,78.6, 
80,8/13/2022,225,0.29, ,0, ,686,R,11.5, ,98.7, ,57.0, ,80.4, ,76, ,13, ,32, ,48.2, ,4.9, ,118.2, ,78.4, 
80,8/14/2022,226,0.30, ,0, ,691,R,10.7, ,99.7, ,57.7, ,81.5, ,69, ,14, ,29, ,46.3, ,4.6, ,111.4, ,78.2, 
80,8/15/2022,227,0.29, ,0, ,682,R,11.4, ,101.9, ,59.5, ,83.0, ,70, ,13, ,30, ,48.1, ,4.1, ,99.5, ,77.9, 
80,8/16/2022,228,0.29, ,0, ,668,R,12.7, ,104.6, ,62.1, ,86.3, ,73, ,13, ,30, ,50.9, ,4.0, ,97.1, ,77.7, 
80,8/17/2022,229,0.28, ,0, ,544, ,13.6, ,103.2, ,71.6,Y,87.9, ,64, ,16, ,30, ,52.8, ,5.6, ,135.4, ,78.0, 
80,8/18/2022,230,0.29, ,0, ,647, ,14.6, ,103.2, ,66.8, ,85.8, ,66, ,21, ,35, ,54.8, ,5.0, ,120.5, ,78.1, 
80,8/19/2022,231,0.31, ,0, ,649, ,12.5, ,104.5, ,66.3, ,86.0, ,58, ,12, ,29, ,50.4, ,5.3, ,126.1, ,78.1, 
80,8/20/2022,232,0.28, ,0, ,660,R,13.4, ,105.4, ,62.6, ,85.7, ,77, ,15, ,32, ,52.4, ,4.0, ,95.6, ,77.9, 
80,8/21/2022,233,0.29, ,0, ,643, ,14.7, ,103.0, ,63.2, ,84.8, ,78, ,18, ,36, ,54.9, ,5.4, ,130.3, ,77.8, 
80,8/22/2022,234,0.29, ,0, ,643, ,14.5, ,97.9, ,61.6, ,82.0, ,72, ,23, ,39, ,54.6, ,5.8, ,139.8, ,77.7, 
80,8/23/2022,235,0.26, ,0, ,636, ,15.3, ,101.2, ,63.3, ,83.8, ,78, ,18, ,39, ,55.9, ,3.7, ,88.5, ,77.6, 
80,8/24/2022,236,0.27, ,0, ,628, ,16.2, ,104.3, ,64.0, ,86.2, ,85, ,20, ,38, ,57.5, ,3.9, ,93.7, ,77.5, 
80,8/25/2022,237,0.28, ,0, ,622, ,14.9, ,102.8, ,66.2, ,85.2, ,71, ,19, ,36, ,55.2, ,4.7, ,112.3, ,77.6, 
80,8/26/2022,238,0.26, ,0, ,625, ,14.7, ,100.7, ,63.0, ,83.0, ,76, ,20, ,38, ,54.8, ,4.6, ,109.9, ,77.6, 
80,8/27/2022,239,0.26, ,0, ,617, ,14.5, ,100.1, ,62.1, ,82.0, ,80, ,19, ,39, ,54.5, ,4.6, ,110.8, ,77.4, 
80,8/28/2022,240,0.25, ,0, ,619, ,14.5, ,95.8, ,63.0, ,80.0, ,71, ,22, ,41, ,54.5, ,4.7, ,113.6, ,77.7, 
80,8/29/2022,241,0.26, ,0, ,602, ,14.5, ,97.6, ,65.2, ,81.2, ,65, ,23, ,40, ,54.5, ,4.8, ,116.2, ,77.4, 
80,8/30/2022,242,0.25, ,0, ,610, ,15.1, ,101.1, ,65.3, ,83.1, ,68, ,20, ,39, ,55.5, ,4.0, ,95.7, ,77.7, 
80,8/31/2022,243,0.26, ,0, ,605, ,15.4, ,101.6, ,65.2, ,82.6, ,68, ,23, ,41, ,56.2, ,4.7, ,113.1, ,78.0, 
