231,8/1/2022,213,--,N,0, ,600, ,18.7,Y,72.3, ,58.3, ,63.8, ,100, ,75, ,92,Y,61.5,Y,6.5, ,156.8, ,72.1, 
231,8/2/2022,214,--,N,0, ,589, ,18.3,Y,71.3, ,58.0, ,63.5, ,100, ,72, ,92,Y,61.0,Y,6.5, ,156.0, ,73.0, 
231,8/3/2022,215,--,N,0, ,558, ,17.7,Y,69.1, ,57.9, ,62.0, ,100, ,77, ,93,Y,60.0,Y,6.2, ,150.0, ,73.6, 
231,8/4/2022,216,--,N,0.11, ,538, ,18.2,Y,73.5, ,58.6, ,62.9, ,100, ,70, ,93,Y,60.9,Y,5.9, ,141.2, ,73.5, 
231,8/5/2022,217,--,N,0, ,557, ,18.1,Y,70.0, ,58.1, ,62.8, ,100, ,75, ,93,Y,60.6,Y,6.5, ,156.6, ,72.0, 
231,8/6/2022,218,--,N,0, ,544, ,17.5, ,72.2, ,57.8, ,63.4, ,100, ,65, ,88, ,59.7, ,8.3, ,199.0, ,71.9, 
231,8/7/2022,219,--,N,0, ,632, ,16.6, ,73.9, ,55.3, ,63.4, ,100, ,60, ,83, ,58.3, ,7.7, ,185.4, ,72.1, 
231,8/8/2022,220,--,N,0, ,589, ,17.3, ,71.4, ,55.1, ,63.5, ,100, ,69, ,87, ,59.5, ,7.8, ,188.1, ,72.5, 
231,8/9/2022,221,--,N,0, ,572, ,17.1, ,74.4, ,56.3, ,63.5, ,99, ,62, ,86, ,59.1, ,7.7, ,183.7, ,73.1, 
231,8/10/2022,222,--,N,0, ,610, ,17.8,Y,72.7, ,57.8, ,64.1, ,100, ,68, ,87,Y,60.1,Y,6.8, ,164.0, ,73.4, 
231,8/11/2022,223,--,N,0, ,498, ,17.3, ,70.1, ,57.1, ,62.2, ,100, ,72, ,90, ,59.4, ,7.6, ,181.6, ,73.5, 
231,8/12/2022,224,--,N,0, ,590, ,16.5, ,72.1, ,57.1, ,62.5, ,100, ,64, ,86, ,58.1, ,7.8, ,187.4, ,73.4, 
231,8/13/2022,225,--,N,0, ,614, ,16.2, ,70.8, ,54.1, ,61.7, ,100, ,68, ,86, ,57.6, ,7.0, ,168.6, ,73.3, 
231,8/14/2022,226,--,N,0, ,496, ,15.7, ,65.9, ,54.8, ,58.5, ,100, ,78, ,94, ,56.6, ,8.5,Y,204.9,Y,72.8, 
231,8/15/2022,227,--,N,0, ,548, ,15.4, ,65.0, ,53.4, ,57.8, ,100, ,81, ,95, ,56.2, ,6.7, ,161.7, ,72.0, 
231,8/16/2022,228,--,N,0, ,589, ,15.1, ,67.7, ,52.4, ,58.0, ,100, ,71, ,92, ,55.7, ,5.9, ,142.7, ,71.9, 
231,8/17/2022,229,--,N,0.04, ,592, ,16.3, ,66.9, ,49.3, ,58.1, ,100, ,84, ,98, ,57.7, ,5.7, ,137.6, ,71.6, 
231,8/18/2022,230,--,N,0, ,568, ,16.3, ,67.0, ,55.0, ,59.7, ,100, ,78, ,93, ,57.7, ,6.4, ,153.0, ,70.2, 
231,8/19/2022,231,--,N,0, ,531, ,16.1, ,65.7, ,54.9, ,58.7, ,100, ,82, ,95, ,57.4, ,7.2, ,172.6, ,69.4, 
231,8/20/2022,232,--,N,0, ,490, ,16.7, ,67.2, ,55.5, ,59.8, ,100, ,81, ,95, ,58.5, ,5.2, ,123.9, ,69.4, 
231,8/21/2022,233,--,N,0, ,315, ,18.1,Y,70.0, ,56.8, ,62.5, ,100, ,80, ,94,Y,60.7,Y,4.8, ,114.1, ,69.7, 
231,8/22/2022,234,--,N,0, ,549, ,17.0, ,67.2, ,57.0, ,60.9, ,100, ,74, ,93, ,58.9, ,6.1, ,147.5, ,70.1, 
231,8/23/2022,235,--,N,0, ,467, ,16.4, ,68.5, ,55.5, ,59.1, ,100, ,76, ,96, ,57.8, ,7.4, ,177.4, ,70.1, 
231,8/24/2022,236,--,N,0.01, ,526, ,16.0, ,67.4, ,55.1, ,58.8, ,100, ,78, ,95, ,57.3, ,5.1, ,122.8, ,69.9, 
231,8/25/2022,237,--,N,0, ,776,R,17.0, ,67.2, ,56.0, ,61.0, ,100, ,84, ,93, ,59.0, ,8.1, ,195.3, ,70.6, 
231,8/26/2022,238,--,N,0, ,553, ,16.3, ,68.1, ,54.6, ,59.8, ,100, ,74, ,93, ,57.7, ,6.1, ,145.9, ,70.7, 
231,8/27/2022,239,--,N,0.00, ,550, ,16.2, ,68.0, ,55.2, ,59.4, ,100, ,77, ,93, ,57.5, ,5.2, ,125.3, ,71.1, 
231,8/28/2022,240,--,N,0.01, ,347, ,15.3, ,69.4, ,48.5, ,59.2, ,100, ,65, ,89, ,55.9, ,4.3, ,103.3, ,70.5, 
231,8/29/2022,241,--,N,0, ,582, ,14.3, ,71.5, ,47.0, ,59.6, ,100, ,61, ,82, ,54.1, ,4.7, ,111.7, ,69.8, 
231,8/30/2022,242,--,N,0, ,604, ,14.2, ,73.8, ,43.0,Y,60.0, ,100, ,59, ,80, ,53.9, ,5.5, ,131.2, ,70.0, 
231,8/31/2022,243,--,N,0, ,581, ,15.1, ,72.1, ,48.9, ,60.4, ,100, ,65, ,84, ,55.6, ,5.2, ,125.9, ,70.3, 
