246,8/1/2022,213,0.17, ,0, ,282, ,12.5, ,83.0, ,59.6, ,71.3, ,63, ,36, ,48, ,50.5, ,8.7,R,208.0,R,65.0, 
246,8/2/2022,214,0.25, ,0, ,586, ,11.9, ,87.6, ,52.7, ,71.0, ,78, ,28, ,46, ,49.2, ,6.0, ,144.3, ,64.7, 
246,8/3/2022,215,0.21,H,1.16, ,460, ,13.0, ,87.0, ,52.2, ,68.3,H,78,H,29,H,55, ,51.6, ,7.0, ,167.4, ,64.3, 
246,8/4/2022,216,0.13,R,0.33, ,349, ,14.4,Y,86.1, ,54.0, ,66.9, ,89, ,32, ,64,Y,54.3,Y,5.8, ,139.4, ,62.9, 
246,8/5/2022,217,0.07,R,0.06, ,217, ,16.2,R,72.2,Y,59.1, ,64.6, ,92, ,66, ,--,R,--,I,4.0, ,96.9, ,64.0, 
246,8/6/2022,218,0.23, ,0.02, ,612, ,13.0, ,82.7, ,50.6, ,67.1, ,91, ,28, ,57, ,51.6, ,5.4, ,130.0, ,64.6, 
246,8/7/2022,219,0.22, ,0, ,567, ,12.2, ,88.7, ,55.0, ,72.0, ,86, ,22, ,46, ,49.9, ,5.0, ,119.9, ,65.2, 
246,8/8/2022,220,0.22, ,0.01, ,573, ,13.2, ,84.4, ,57.4, ,70.6, ,86, ,33, ,51, ,51.8, ,5.0, ,119.2, ,65.9, 
246,8/9/2022,221,0.25, ,0, ,547, ,12.8, ,84.5, ,55.5, ,69.8, ,86, ,35, ,51, ,51.0, ,7.2,Y,173.6,Y,66.8, 
246,8/10/2022,222,0.30, ,0, ,657, ,10.5, ,81.7, ,54.6, ,70.0, ,72, ,29, ,42, ,45.7, ,9.5,R,228.2,R,66.3, 
246,8/11/2022,223,0.30, ,0, ,654, ,9.4, ,82.9, ,51.0, ,70.9, ,76, ,22, ,37, ,43.0, ,7.8,Y,188.1,Y,65.5, 
246,8/12/2022,224,0.31, ,0, ,663, ,7.8, ,83.7, ,49.1, ,69.9, ,58, ,18, ,31, ,38.1, ,8.7,R,208.8,R,65.4, 
246,8/13/2022,225,0.28, ,0, ,654, ,6.9, ,86.2, ,43.2, ,66.9, ,62, ,16, ,31, ,35.1, ,6.9, ,166.2, ,64.0, 
246,8/14/2022,226,0.29, ,0, ,663, ,6.5, ,85.8, ,46.4, ,68.2, ,65, ,12, ,28, ,33.5, ,7.3,Y,174.1,Y,63.4, 
246,8/15/2022,227,0.27, ,0, ,646, ,6.8, ,89.1, ,45.3, ,69.6, ,53, ,15, ,28, ,34.8, ,5.9, ,141.5, ,63.7, 
246,8/16/2022,228,0.21, ,0, ,446, ,8.5, ,86.8, ,51.1, ,69.6, ,55, ,16, ,34, ,40.4, ,5.3, ,127.5, ,63.8, 
246,8/17/2022,229,0.16, ,0.01, ,339, ,11.8, ,85.2, ,55.2, ,68.1, ,91, ,26, ,50, ,48.9, ,6.2, ,149.8, ,64.5, 
246,8/18/2022,230,0.26, ,0, ,614, ,11.2, ,85.6, ,48.0, ,67.9, ,95, ,25, ,48, ,47.6, ,6.3, ,151.0, ,64.6, 
246,8/19/2022,231,0.26, ,0, ,625, ,8.7, ,85.6, ,48.7, ,69.0, ,68, ,20, ,36, ,40.9, ,6.4, ,152.6, ,64.6, 
246,8/20/2022,232,0.27, ,0, ,619, ,8.5, ,87.5, ,49.2, ,70.8, ,63, ,20, ,33, ,40.3, ,6.7, ,159.6, ,64.0, 
246,8/21/2022,233,0.30, ,0, ,617, ,8.2, ,88.7, ,49.9, ,73.1, ,60, ,17, ,29, ,39.4, ,7.8,Y,188.0,Y,63.7, 
246,8/22/2022,234,0.27, ,0, ,615, ,8.0, ,88.3, ,47.2, ,70.0, ,59, ,18, ,32, ,38.6, ,6.8, ,162.0, ,64.1, 
246,8/23/2022,235,0.31, ,0, ,625, ,6.0, ,88.7, ,41.7, ,69.6, ,58, ,12, ,24, ,31.6, ,8.9,R,212.4,R,63.1, 
246,8/24/2022,236,0.32, ,0, ,622, ,6.2, ,88.0, ,53.6, ,72.9, ,38, ,14, ,23, ,32.4, ,9.0,R,216.6,R,63.1, 
246,8/25/2022,237,0.29, ,0,H,611,H,7.1,H,86.4, ,49.5, ,71.3,H,55,H,16,H,27, ,35.9, ,8.2,Y,197.7,Y,62.6,H
246,8/26/2022,238,0.30, ,0, ,611, ,6.1, ,85.6, ,48.1, ,68.9, ,48, ,14, ,25, ,32.1, ,8.8,R,210.4,R,62.6, 
246,8/27/2022,239,0.30, ,0, ,609, ,6.6, ,83.8, ,51.6, ,69.0, ,51, ,14, ,27, ,33.9, ,9.6,R,230.4,R,61.8, 
246,8/28/2022,240,0.24, ,0, ,561, ,8.1, ,85.3, ,44.9, ,67.7, ,63, ,19, ,35, ,39.0, ,6.2, ,150.0, ,61.5, 
246,8/29/2022,241,0.24, ,0, ,549, ,9.0, ,90.2, ,49.2, ,71.0, ,61, ,18, ,35, ,41.8, ,6.1, ,147.0, ,61.9, 
246,8/30/2022,242,0.27, ,0, ,581, ,8.9, ,90.7, ,51.4, ,73.6, ,67, ,15, ,32, ,41.6, ,6.8, ,163.4, ,62.6, 
246,8/31/2022,243,0.29, ,0.06,H,590, ,7.0, ,91.8, ,53.7, ,74.7, ,51, ,12, ,24, ,35.5, ,7.8,Y,187.6,Y,62.7, 
