253,8/1/2022,213,0.14, ,0, ,479, ,16.8, ,72.8, ,55.2, ,63.1, ,100, ,68, ,85, ,58.6, ,4.2, ,101.4, ,72.2, 
253,8/2/2022,214,0.18, ,0, ,602, ,16.3, ,73.0, ,52.3, ,61.5, ,99, ,67, ,87, ,57.7, ,4.5, ,107.4, ,71.9, 
253,8/3/2022,215,0.19, ,0, ,633, ,16.9, ,71.1, ,54.7, ,62.2, ,99, ,73, ,88, ,58.7, ,5.6, ,133.3, ,73.0, 
253,8/4/2022,216,0.17, ,0, ,568, ,17.2, ,72.1, ,52.8, ,62.8, ,100, ,73, ,88, ,59.2, ,3.0,Y,71.7,Y,72.9, 
253,8/5/2022,217,0.16, ,0.00, ,544, ,17.9, ,73.9, ,60.8, ,65.2, ,95, ,67, ,84, ,60.4, ,2.9,Y,69.8,Y,73.8,Y
253,8/6/2022,218,0.17, ,0, ,540, ,16.7, ,72.5, ,52.4, ,64.3, ,96, ,64, ,81, ,58.4, ,3.2,Y,76.0,Y,73.0, 
253,8/7/2022,219,0.20, ,0, ,631, ,15.4, ,72.5, ,51.8, ,62.7, ,97, ,62, ,79, ,56.1, ,4.2, ,99.9, ,71.4, 
253,8/8/2022,220,0.20, ,0, ,630, ,16.7, ,73.5, ,54.1, ,64.8, ,97, ,64, ,80, ,58.4, ,5.5, ,131.2, ,71.5, 
253,8/9/2022,221,0.21, ,0, ,673, ,17.0, ,75.2, ,54.2, ,66.4,Y,94, ,60, ,77,Y,58.8,Y,4.5, ,107.7, ,72.7, 
253,8/10/2022,222,0.21, ,0, ,648, ,17.2, ,75.2, ,53.0, ,64.8, ,100, ,64, ,82, ,59.2, ,4.7, ,114.0, ,71.9, 
253,8/11/2022,223,0.19, ,0, ,582, ,17.2, ,73.3, ,60.7, ,66.2,Y,89, ,66, ,78,Y,59.3,Y,6.1, ,146.3, ,72.6, 
253,8/12/2022,224,0.21, ,0, ,634, ,16.0, ,74.1, ,52.5, ,64.9, ,92, ,62, ,76, ,57.2, ,5.9, ,142.5, ,73.0, 
253,8/13/2022,225,0.20, ,0, ,648, ,16.5, ,71.1, ,52.1, ,63.8, ,96, ,70, ,82, ,58.0, ,5.4, ,129.9, ,72.5, 
253,8/14/2022,226,0.17, ,0, ,578, ,16.0, ,69.7, ,58.7, ,61.9, ,92, ,70, ,85, ,57.3, ,4.7, ,111.7, ,73.1, 
253,8/15/2022,227,0.17, ,0, ,625, ,15.0, ,68.0, ,47.3, ,59.0, ,96, ,76, ,88, ,55.4, ,3.3,Y,80.2,Y,72.9, 
253,8/16/2022,228,0.17, ,0, ,618, ,14.2, ,68.1, ,44.4,Y,56.8, ,100, ,72, ,90, ,54.0, ,2.8,Y,68.2,Y,71.2, 
253,8/17/2022,229,0.14, ,0, ,465, ,15.8, ,74.2, ,48.8, ,59.7, ,100, ,65, ,90, ,56.9, ,2.7,R,65.9,R,70.7, 
253,8/18/2022,230,0.16, ,0.00, ,558, ,16.5, ,67.5, ,54.2, ,60.5, ,100, ,75, ,92, ,58.1, ,4.5, ,107.3, ,71.6, 
253,8/19/2022,231,0.16, ,0, ,534, ,17.0, ,69.2, ,57.8, ,61.8, ,100, ,73, ,90, ,58.8, ,5.6, ,134.9, ,71.9, 
253,8/20/2022,232,0.16, ,0, ,568, ,15.9, ,69.5, ,55.1, ,60.7, ,99, ,70, ,87, ,57.0, ,3.1,Y,74.3,Y,72.2, 
253,8/21/2022,233,0.19, ,0, ,639, ,16.4, ,71.8, ,55.2, ,63.2, ,100, ,66, ,83, ,58.0, ,3.3,Y,78.6,Y,72.5, 
253,8/22/2022,234,0.18, ,0, ,567, ,17.6, ,76.7, ,56.6, ,63.9, ,100, ,57, ,87, ,59.8, ,5.5, ,131.6, ,73.0, 
253,8/23/2022,235,0.13, ,0, ,474, ,17.4, ,68.1, ,57.5, ,61.0, ,100, ,79, ,95, ,59.5, ,4.6, ,110.8, ,72.7, 
253,8/24/2022,236,0.12, ,0.00, ,438, ,16.3, ,68.6, ,56.2, ,59.8, ,100, ,74, ,93, ,57.8, ,3.4,Y,80.5,Y,71.8, 
253,8/25/2022,237,0.11, ,0, ,388, ,17.1, ,70.0, ,56.4, ,61.4, ,100, ,74, ,92, ,59.0, ,3.3,Y,80.0,Y,71.2, 
253,8/26/2022,238,0.14, ,0, ,493, ,17.2, ,72.1, ,57.7, ,61.8, ,100, ,74, ,91, ,59.2, ,2.9,Y,69.9,Y,71.4, 
253,8/27/2022,239,0.15, ,0.00, ,533, ,16.3, ,69.8, ,54.1, ,60.9, ,100, ,72, ,89, ,57.7, ,2.9,Y,70.7,Y,71.5, 
253,8/28/2022,240,0.13, ,0, ,455, ,16.2, ,71.6, ,57.7, ,63.3, ,98, ,65, ,82, ,57.6, ,3.1,Y,74.6,Y,71.2, 
253,8/29/2022,241,0.17, ,0, ,561, ,15.1, ,72.6, ,49.9, ,62.8, ,93, ,62, ,77, ,55.6, ,2.8,Y,66.6,Y,71.8, 
253,8/30/2022,242,0.18, ,0, ,601, ,14.3, ,72.1, ,48.7, ,59.7, ,100, ,63, ,82, ,54.1, ,3.0,Y,71.1,Y,70.5, 
253,8/31/2022,243,0.17, ,0, ,568, ,14.3, ,70.1, ,45.2, ,58.5, ,100, ,67, ,85, ,54.1, ,5.3, ,126.7, ,69.6, 
