266,8/3/2022,215,0.20,H,0,H,734,R,14.6,H,101.1, ,--,S,87.5,R,51,H,23,H,--,R,--,I,5.9,R,141.8,R,75.1,Y
266,8/4/2022,216,0.29, ,0, ,620, ,12.0, ,91.8, ,66.4,R,76.9, ,64, ,21, ,38, ,49.4, ,6.3,R,150.8,R,74.7, 
266,8/5/2022,217,0.28, ,0, ,693, ,14.2, ,89.3, ,56.4, ,71.9, ,83, ,35, ,53, ,53.9, ,6.2,R,148.9,R,74.2, 
266,8/6/2022,218,0.26, ,0, ,694, ,14.4, ,89.5, ,53.3, ,68.8, ,96, ,27, ,60, ,54.3, ,5.1,R,121.9,R,73.1, 
266,8/7/2022,219,0.27, ,0, ,698,R,13.6, ,93.7, ,52.8, ,71.8, ,85, ,24, ,51, ,52.7, ,4.5,R,108.9,R,72.9, 
266,8/8/2022,220,0.27, ,0, ,671, ,13.1, ,95.1, ,56.1, ,73.3, ,79, ,25, ,47, ,51.7, ,4.3,R,103.9,R,73.0, 
266,8/9/2022,221,0.28, ,0, ,679, ,12.1, ,91.8, ,57.5, ,72.1, ,79, ,19, ,45, ,49.5, ,5.4,R,130.1,R,73.4, 
266,8/10/2022,222,0.28, ,0, ,689,R,11.7, ,92.8, ,54.6, ,72.5, ,79, ,16, ,43, ,48.8, ,4.5,R,108.3,R,72.7, 
266,8/11/2022,223,0.28, ,0, ,697,R,12.0, ,96.7, ,52.9, ,73.3, ,78, ,18, ,43, ,49.3, ,4.4,R,106.7,R,72.2, 
266,8/12/2022,224,0.27, ,0, ,674, ,12.2, ,92.5, ,54.4, ,72.9, ,70, ,27, ,44, ,49.7, ,4.4,R,105.7,R,72.5, 
266,8/13/2022,225,0.27, ,0, ,670, ,11.0, ,97.1, ,55.0, ,75.0, ,72, ,16, ,37, ,47.0, ,4.1,R,98.0,R,73.0, 
266,8/14/2022,226,0.28, ,0, ,682,R,10.0, ,99.1, ,53.3, ,74.7, ,72, ,14, ,34, ,44.6, ,4.2,R,100.9,R,72.4, 
266,8/15/2022,227,0.28, ,0, ,679,R,10.1, ,100.3, ,53.6, ,75.9, ,69, ,13, ,33, ,44.7, ,4.2,R,101.7,R,72.6, 
266,8/16/2022,228,0.29, ,0, ,658, ,10.4, ,103.2, ,57.1, ,79.3,Y,63, ,14, ,30,Y,45.6,Y,4.4,R,105.8,R,72.7, 
266,8/17/2022,229,0.29,R,0, ,619, ,9.5, ,101.2, ,61.4,Y,79.4,Y,56, ,13, ,28,Y,43.3,Y,4.7,R,112.4,R,72.6, 
266,8/18/2022,230,0.29, ,0, ,660, ,10.7, ,99.6, ,56.2, ,76.2, ,72, ,15, ,34, ,46.2, ,5.0,R,119.5,R,72.3, 
266,8/19/2022,231,0.29, ,0, ,659, ,10.6, ,100.6, ,55.9, ,77.0, ,63, ,14, ,34, ,46.2, ,4.9,R,118.7,R,72.2, 
266,8/20/2022,232,0.27, ,0, ,659, ,13.2, ,94.1, ,53.0, ,72.0, ,78, ,26, ,49, ,51.8, ,5.4,R,130.7,R,72.1, 
266,8/21/2022,233,0.25, ,0, ,664,R,14.3, ,85.0, ,53.3, ,68.6, ,86, ,41, ,60, ,54.2, ,5.3,R,127.7,R,71.8, 
266,8/22/2022,234,0.27, ,0, ,648, ,12.6, ,98.9, ,51.9, ,73.5, ,98, ,14, ,45, ,50.8, ,5.2,R,125.0,R,71.1, 
266,8/23/2022,235,0.26, ,0, ,647, ,14.0, ,99.4, ,57.5, ,76.8, ,90, ,18, ,44, ,53.5, ,4.0,R,96.5,R,71.5, 
266,8/24/2022,236,0.28, ,0, ,638, ,12.9, ,96.8, ,56.5, ,74.9, ,83, ,21, ,44, ,51.3, ,5.2,R,123.9,R,71.7, 
266,8/25/2022,237,0.26, ,0,H,635,H,13.8,H,91.5, ,54.7, ,72.2,H,90,H,25,H,51, ,53.2, ,5.0,R,120.4,R,70.9,H
266,8/26/2022,238,0.26, ,0, ,560, ,11.2, ,97.2, ,52.6, ,73.3, ,91, ,12, ,40, ,47.5, ,4.7,R,112.5,R,70.6, 
266,8/27/2022,239,0.24, ,0, ,558, ,12.9, ,87.4, ,54.3, ,69.4, ,81, ,27, ,52, ,51.3, ,5.3,R,128.2,R,70.2, 
266,8/28/2022,240,0.22, ,0, ,541, ,13.1, ,81.8, ,51.4, ,64.8, ,98, ,36, ,63, ,51.7, ,6.1,R,146.7,R,69.6, 
266,8/29/2022,241,0.23, ,0, ,556, ,12.9, ,86.8, ,50.1, ,66.6, ,89, ,30, ,58, ,51.3, ,5.0,R,120.2,R,69.0, 
266,8/30/2022,242,0.24, ,0, ,566, ,11.0, ,94.1, ,50.0, ,71.0, ,86, ,16, ,42, ,47.1, ,4.4,R,104.9,R,68.9, 
266,8/31/2022,243,0.24, ,0, ,561, ,13.3, ,99.8, ,52.5, ,75.7, ,86, ,22, ,44, ,52.2, ,3.6,Y,86.7,Y,68.8, 
