259,8/1/2022,213,0.13, ,0, ,434, ,14.6, ,67.2, ,54.7, ,60.5, ,90, ,73, ,81, ,54.6, ,3.6,Y,86.1,Y,68.9, 
259,8/2/2022,214,0.16,R,0, ,568, ,15.4, ,65.6, ,53.8, ,59.6, ,92, ,81, ,89, ,56.2, ,3.7,Y,89.3,Y,69.2, 
259,8/3/2022,215,0.15, ,0, ,511, ,14.6, ,65.0, ,50.4, ,58.3, ,93, ,76, ,87, ,54.6, ,4.7, ,111.8, ,69.1, 
259,8/4/2022,216,0.17, ,0.16,H,599, ,14.7, ,66.6, ,51.2, ,58.8, ,95, ,74, ,87, ,54.9, ,3.9, ,94.7, ,68.8, 
259,8/5/2022,217,0.19, ,0.34, ,639, ,14.8, ,69.2, ,49.5, ,59.8, ,94, ,71, ,84, ,55.1, ,4.2, ,100.4, ,69.1, 
259,8/6/2022,218,0.15, ,0, ,502, ,15.1, ,68.5, ,58.6, ,62.1, ,85, ,72, ,80, ,55.7, ,3.9,Y,92.6,Y,69.9, 
259,8/7/2022,219,0.11, ,0, ,380, ,14.7, ,69.4, ,51.6, ,61.6, ,88, ,70, ,79, ,54.9, ,2.9,Y,69.2,Y,69.6, 
259,8/8/2022,220,0.15, ,0, ,487, ,13.2, ,70.1, ,48.9, ,59.8, ,84, ,65, ,75, ,52.0, ,3.4,Y,81.3,Y,68.3, 
259,8/9/2022,221,0.12, ,0, ,433, ,13.8, ,69.0, ,50.9, ,59.7, ,87, ,66, ,79, ,53.1, ,3.4,Y,80.4,Y,67.9, 
259,8/10/2022,222,0.20, ,0, ,641, ,15.3, ,72.1, ,50.5, ,61.9, ,91, ,63, ,81, ,55.9, ,4.4, ,106.4, ,68.1, 
259,8/11/2022,223,0.12, ,0, ,436, ,16.3, ,68.6, ,51.4, ,61.3, ,94, ,76, ,88, ,57.7, ,4.1, ,97.9, ,69.2, 
259,8/12/2022,224,0.19, ,0, ,629, ,14.2, ,68.6, ,47.6, ,59.2, ,95, ,67, ,83, ,54.0, ,4.6, ,109.7, ,68.5, 
259,8/13/2022,225,0.19, ,0, ,639, ,14.7, ,68.4, ,41.0,R,58.9, ,94, ,73, ,87, ,54.9, ,5.9, ,140.9, ,68.2, 
259,8/14/2022,226,0.06, ,0, ,256, ,15.6, ,63.4, ,52.1, ,59.2, ,93, ,82, ,91, ,56.6, ,4.4, ,104.5, ,67.6, 
259,8/15/2022,227,0.10, ,0, ,357, ,15.0, ,64.9, ,56.9, ,59.8, ,88, ,80, ,86, ,55.4, ,5.3, ,127.6, ,66.7, 
259,8/16/2022,228,0.15, ,0.32, ,526, ,14.1, ,65.1, ,52.1, ,58.6, ,87, ,77, ,84, ,53.7, ,4.4, ,104.9, ,67.3, 
259,8/17/2022,229,0.14, ,0.46, ,478, ,13.9, ,64.0, ,52.6, ,57.8, ,88, ,83, ,85, ,53.4, ,4.5, ,109.1, ,66.9, 
259,8/18/2022,230,0.08, ,0.00, ,306, ,14.6, ,66.5, ,54.0, ,59.0, ,88, ,81, ,85, ,54.6, ,4.0, ,96.6, ,66.6, 
259,8/19/2022,231,0.12, ,0,R,488, ,16.1, ,67.7, ,58.7, ,63.2, ,86, ,79, ,81, ,57.3, ,7.4, ,178.2, ,67.6, 
259,8/20/2022,232,0.14, ,0.00, ,501, ,14.1, ,66.3, ,52.9, ,59.3, ,87, ,74, ,82, ,53.8, ,4.7, ,111.8, ,67.4, 
259,8/21/2022,233,0.11, ,0, ,399, ,13.5, ,67.8, ,54.0, ,58.5, ,86, ,71, ,80, ,52.5, ,4.1, ,99.5, ,67.3, 
259,8/22/2022,234,0.13, ,0.00, ,421, ,14.6, ,73.0, ,51.0, ,62.1, ,82, ,61, ,77, ,54.7, ,5.0, ,120.4, ,67.6, 
259,8/23/2022,235,0.06, ,0.02, ,234, ,14.9, ,63.5, ,58.0, ,60.6, ,84, ,79, ,82, ,55.2, ,5.1, ,123.5, ,67.9, 
259,8/24/2022,236,0.05, ,0.02, ,212, ,13.9, ,61.8, ,56.7, ,58.8, ,86, ,78, ,82, ,53.4, ,3.8, ,92.2, ,66.8, 
259,8/25/2022,237,0.09, ,0.02, ,319, ,14.8, ,66.6, ,58.2, ,60.4, ,86, ,79, ,83, ,55.1, ,3.9, ,93.6, ,67.0, 
259,8/26/2022,238,0.06, ,0.01, ,246, ,14.3, ,62.3, ,56.5, ,58.8, ,92, ,76, ,84, ,54.0, ,4.4, ,106.7, ,67.0, 
259,8/27/2022,239,0.12, ,0.01, ,433, ,13.8, ,66.1, ,48.8, ,58.4, ,91, ,68, ,83, ,53.1, ,4.7, ,112.6, ,66.9, 
259,8/28/2022,240,0.15, ,0, ,526, ,11.4, ,63.4, ,45.6, ,54.2, ,85, ,69, ,79, ,48.0, ,4.4, ,106.1, ,65.9, 
259,8/29/2022,241,0.14, ,0, ,480, ,12.6, ,67.0, ,46.0, ,56.6, ,85, ,71, ,81, ,50.8, ,4.0, ,95.8, ,65.5, 
259,8/30/2022,242,0.10, ,0, ,374, ,13.5, ,64.7, ,54.3, ,58.2, ,85, ,71, ,82, ,52.6, ,3.9, ,93.3, ,66.4, 
259,8/31/2022,243,0.11, ,0, ,368, ,13.1, ,64.7, ,54.2, ,58.0, ,83, ,72, ,79, ,51.7, ,4.4, ,104.6, ,66.6, 
