131,8/1/2022,213,0.11, ,0, ,280, ,16.1, ,85.0, ,61.7, ,73.6, ,89, ,43, ,57, ,57.5, ,3.2, ,76.7, ,76.0, 
131,8/2/2022,214,0.26, ,0.01, ,626, ,16.7, ,101.2, ,61.6, ,82.0, ,87, ,22, ,45, ,58.4, ,3.4, ,80.6, ,78.2, 
131,8/3/2022,215,0.27, ,0, ,629, ,14.0, ,101.8, ,65.0, ,83.5, ,63, ,21, ,36, ,53.6, ,3.4, ,80.7, ,79.3, 
131,8/4/2022,216,0.29, ,0.03, ,617, ,12.3, ,99.7, ,60.4, ,83.3, ,67, ,15, ,31, ,49.9, ,4.5, ,108.1, ,80.2, 
131,8/5/2022,217,0.19, ,0, ,475, ,14.3, ,88.9, ,63.6, ,74.0, ,73, ,34, ,50, ,54.2, ,4.8, ,114.7, ,77.3, 
131,8/6/2022,218,0.24, ,0, ,640, ,14.7, ,90.3, ,60.8, ,74.0, ,83, ,30, ,51, ,54.9, ,4.3, ,103.8, ,77.5, 
131,8/7/2022,219,0.25, ,0, ,649, ,13.5, ,93.5, ,59.9, ,74.4, ,78, ,25, ,46, ,52.5, ,4.6, ,110.0, ,78.3, 
131,8/8/2022,220,0.23, ,0.03, ,583, ,13.3, ,93.2, ,58.9, ,74.1, ,89, ,20, ,46, ,52.2, ,4.2, ,101.5, ,78.7, 
131,8/9/2022,221,0.21, ,0, ,521, ,13.3, ,89.6, ,60.7, ,73.0, ,80, ,23, ,48, ,52.1, ,4.9, ,118.0, ,76.4, 
131,8/10/2022,222,0.24, ,0.01, ,652, ,13.0, ,91.1, ,57.7, ,73.6, ,90, ,18, ,46, ,51.4, ,3.9, ,94.0, ,76.1, 
131,8/11/2022,223,0.25, ,0, ,648, ,12.6, ,94.0, ,57.7, ,74.9, ,83, ,15, ,43, ,50.7, ,3.4, ,81.7, ,76.1, 
131,8/12/2022,224,0.25, ,0, ,653, ,11.5, ,94.4, ,57.7, ,75.3, ,75, ,14, ,39, ,48.3, ,3.3, ,80.2, ,76.1, 
131,8/13/2022,225,0.25, ,0, ,652, ,10.5,Y,97.8, ,54.5, ,76.7, ,73, ,10, ,33,Y,45.7,Y,2.7, ,65.7, ,76.9, 
131,8/14/2022,226,0.25, ,0.00, ,656, ,9.6,Y,101.0, ,55.0, ,78.0, ,91, ,8, ,29,Y,43.4,Y,2.4, ,56.8, ,77.9, 
131,8/15/2022,227,0.25,R,0, ,656, ,9.2,R,103.3, ,58.1, ,81.4, ,65, ,7, ,--,R,--,I,2.2, ,53.0, ,77.5, 
131,8/16/2022,228,0.26,R,0.00, ,624, ,9.7,Y,105.8, ,61.2, ,84.3, ,89, ,8, ,24,Y,43.8,Y,2.4, ,57.1, ,78.3, 
131,8/17/2022,229,0.17, ,0, ,385, ,11.6, ,96.2, ,65.7, ,82.3, ,48, ,19, ,31, ,48.5, ,2.5, ,59.8, ,77.2, 
131,8/18/2022,230,0.26, ,0, ,604, ,12.3, ,103.6, ,64.8, ,82.9, ,55, ,17, ,32, ,50.0, ,3.3, ,79.0, ,77.6, 
131,8/19/2022,231,0.25, ,0, ,623, ,12.5, ,101.7, ,61.4, ,80.6, ,68, ,14, ,35, ,50.4, ,3.0, ,72.9, ,78.7, 
131,8/20/2022,232,0.25, ,0.02, ,619, ,12.4, ,105.8,Y,60.6, ,82.2, ,94, ,13, ,33, ,50.3, ,2.6, ,62.2, ,80.0, 
131,8/21/2022,233,0.24, ,0, ,614, ,13.3, ,93.2, ,60.5, ,76.9, ,72, ,22, ,42, ,52.2, ,3.7, ,89.8, ,78.7, 
131,8/22/2022,234,0.23, ,0.01, ,614, ,14.8, ,98.3, ,59.7, ,76.6, ,95, ,20, ,47, ,55.0, ,3.2, ,77.8, ,78.0, 
131,8/23/2022,235,0.24, ,0, ,604, ,15.1, ,100.9, ,64.0, ,81.6, ,93, ,18, ,41, ,55.6, ,2.5, ,59.5, ,78.7, 
131,8/24/2022,236,0.25, ,0, ,603, ,13.6, ,100.3, ,62.5, ,81.1, ,74, ,17, ,38, ,52.8, ,3.2, ,77.3, ,79.0, 
131,8/25/2022,237,0.23, ,0.02, ,601, ,14.1, ,93.7, ,59.1, ,75.7, ,92, ,22, ,46, ,53.7, ,3.3, ,79.7, ,78.9, 
131,8/26/2022,238,0.23, ,0, ,600, ,13.8, ,96.4, ,58.8, ,76.1, ,88, ,18, ,45, ,53.1, ,3.3, ,80.1, ,77.5, 
131,8/27/2022,239,0.23, ,0.03, ,596, ,13.7, ,92.9, ,59.1, ,75.1, ,92, ,23, ,46, ,52.9, ,4.0, ,96.6, ,77.0, 
131,8/28/2022,240,0.22, ,0, ,581, ,13.0, ,93.2, ,57.8, ,72.9, ,85, ,22, ,47, ,51.6, ,3.7, ,88.9, ,75.8, 
131,8/29/2022,241,0.20, ,0.02, ,529, ,13.4, ,96.1, ,59.2, ,74.8, ,93, ,19, ,45, ,52.3, ,3.4, ,80.4, ,75.6, 
131,8/30/2022,242,0.23, ,0, ,568, ,13.1, ,96.9, ,61.0, ,77.5, ,82, ,22, ,41, ,51.7, ,3.3, ,80.3, ,76.0, 
131,8/31/2022,243,0.23, ,0, ,578, ,11.5, ,101.4, ,59.7, ,79.0, ,72, ,13, ,34, ,48.3, ,2.6, ,62.7, ,76.3, 
