249,8/1/2022,213,0.16, ,0, ,420, ,17.1, ,89.0, ,63.9, ,74.9, ,87, ,34, ,58, ,59.1, ,4.1, ,98.8, ,81.4, 
249,8/2/2022,214,0.28, ,0, ,627, ,18.3, ,98.5, ,64.7, ,81.0, ,83, ,35, ,51, ,61.0, ,5.5, ,130.9, ,82.0, 
249,8/3/2022,215,0.30, ,0, ,669, ,16.1, ,100.5, ,68.2,Y,83.8,Y,52, ,31, ,41,Y,57.3,Y,5.4, ,128.9, ,82.5, 
249,8/4/2022,216,0.28,R,0, ,616, ,17.9, ,99.6, ,64.5, ,81.7, ,98, ,28, ,48, ,60.3, ,4.7, ,112.7, ,82.6, 
249,8/5/2022,217,0.20, ,0, ,514, ,18.7, ,95.0, ,64.8, ,74.5, ,88, ,41, ,64, ,61.6, ,4.9, ,117.3, ,81.5, 
249,8/6/2022,218,0.25, ,0, ,680, ,18.8, ,92.0, ,62.0, ,73.7, ,96, ,43, ,66, ,61.8, ,6.0, ,143.5, ,80.9, 
249,8/7/2022,219,0.26, ,0, ,686, ,16.8, ,92.4, ,60.6, ,73.4, ,89, ,37, ,60, ,58.6, ,7.0, ,167.9, ,80.1, 
249,8/8/2022,220,0.26, ,0, ,652, ,16.4, ,90.0, ,61.7, ,74.0, ,86, ,36, ,57, ,57.9, ,7.7,Y,184.7,Y,82.1, 
249,8/9/2022,221,0.27, ,0, ,665, ,15.9, ,87.3, ,63.4, ,73.1, ,80, ,36, ,57, ,57.0, ,8.6,Y,206.3,Y,83.6, 
249,8/10/2022,222,0.25, ,0, ,684,R,16.8, ,90.4, ,61.0, ,74.0, ,91, ,35, ,59, ,58.6, ,6.4, ,153.5, ,82.3, 
249,8/11/2022,223,0.26, ,0, ,685,R,15.5, ,92.3, ,60.0, ,74.1, ,91, ,30, ,54, ,56.3, ,6.0, ,143.2, ,82.1, 
249,8/12/2022,224,0.27, ,0, ,688,R,14.6, ,91.6, ,57.5, ,73.8, ,88, ,30, ,51, ,54.7, ,6.1, ,146.8, ,81.0, 
249,8/13/2022,225,0.27, ,0, ,688,R,13.9, ,97.1, ,51.1, ,74.8, ,90, ,21, ,47, ,53.3, ,4.8, ,115.1, ,80.0, 
249,8/14/2022,226,0.26, ,0, ,695,R,14.0, ,96.2, ,48.8, ,73.1, ,99, ,20, ,50, ,53.6, ,3.8, ,92.0, ,79.0, 
249,8/15/2022,227,0.25, ,0, ,683,R,16.1, ,99.1, ,50.7, ,75.1, ,99, ,23, ,54, ,57.5, ,3.1, ,74.4, ,78.9, 
249,8/16/2022,228,0.25, ,0, ,650, ,16.9, ,102.2, ,56.1, ,78.9, ,99, ,21, ,50, ,58.8, ,3.3, ,78.5, ,79.3, 
249,8/17/2022,229,0.15, ,0, ,347, ,16.5, ,92.8, ,63.7, ,78.8, ,81, ,31, ,49, ,58.1, ,3.9, ,94.2, ,79.3, 
249,8/18/2022,230,0.27, ,0, ,637, ,15.6, ,98.7, ,59.2, ,80.0, ,98, ,28, ,44, ,56.5, ,4.4, ,105.2, ,78.9, 
249,8/19/2022,231,0.26, ,0, ,657,R,15.0, ,98.2, ,54.2, ,77.5, ,94, ,25, ,46, ,55.4, ,4.0, ,95.9, ,78.9, 
249,8/20/2022,232,0.25, ,0, ,660,R,16.5, ,105.4,Y,52.5, ,77.3, ,99, ,23, ,52, ,58.1, ,3.2, ,75.9, ,78.1, 
249,8/21/2022,233,0.24, ,0, ,641, ,17.6, ,93.5, ,59.9, ,75.3, ,92, ,36, ,59, ,59.9, ,5.0, ,119.8, ,78.7, 
249,8/22/2022,234,0.25, ,0, ,642,R,17.2, ,96.7, ,59.1, ,77.2, ,89, ,28, ,54, ,59.2, ,5.2, ,124.6, ,78.5, 
249,8/23/2022,235,0.24, ,0, ,638, ,18.8, ,97.1, ,57.5, ,77.6, ,99, ,32, ,58, ,61.7, ,3.6, ,86.2, ,78.9, 
249,8/24/2022,236,0.25, ,0, ,645,R,17.8, ,97.9, ,56.6, ,76.4, ,99, ,31, ,57, ,60.1, ,4.0, ,96.9, ,78.8, 
249,8/25/2022,237,0.23, ,0, ,638,R,17.1, ,95.3, ,58.7, ,74.7, ,97, ,30, ,58, ,59.0, ,4.9, ,118.7, ,78.8, 
249,8/26/2022,238,0.23, ,0, ,629,R,17.6, ,93.4, ,59.6, ,74.6, ,96, ,32, ,60, ,59.9, ,4.9, ,118.7, ,78.6, 
249,8/27/2022,239,0.23, ,0, ,633,R,16.8, ,94.1, ,57.7, ,73.9, ,97, ,34, ,59, ,58.6, ,4.8, ,115.2, ,78.4, 
249,8/28/2022,240,0.22, ,0, ,615, ,16.4, ,90.9, ,58.3, ,72.5, ,93, ,35, ,60, ,57.9, ,5.3, ,126.7, ,77.8, 
249,8/29/2022,241,0.23, ,0, ,596, ,16.3, ,93.1, ,57.8, ,73.9, ,97, ,33, ,57, ,57.8, ,4.6, ,109.4, ,77.6, 
249,8/30/2022,242,0.23, ,0, ,607, ,16.9, ,95.2, ,56.1, ,74.3, ,99, ,30, ,58, ,58.8, ,4.2, ,99.8, ,77.5, 
249,8/31/2022,243,0.23, ,0, ,610, ,15.5, ,95.9, ,59.5, ,75.3, ,96, ,19, ,52, ,56.3, ,4.6, ,110.4, ,77.4, 
