219,4/1/2022,91,0.16, ,0, ,558, ,12.3, ,75.1, ,47.4, ,59.5, ,100, ,47, ,71, ,50.1, ,2.5, ,59.0, ,64.3, 
219,4/2/2022,92,0.03, ,0, ,162, ,12.8, ,62.2, ,48.6, ,55.1, ,100, ,71, ,86, ,51.1, ,2.3, ,55.3, ,64.4, 
219,4/3/2022,93,0.10, ,0, ,376, ,12.4, ,67.6, ,48.6, ,57.5, ,97, ,58, ,77, ,50.2, ,2.6, ,62.0, ,64.0, 
219,4/4/2022,94,0.17, ,0, ,553, ,10.7, ,81.6, ,44.1, ,61.2, ,100, ,30, ,58, ,46.4, ,2.4, ,56.5, ,64.0, 
219,4/5/2022,95,0.22, ,0, ,585, ,8.8, ,88.5, ,53.1, ,71.6, ,66, ,21, ,33, ,41.2, ,3.2, ,75.8, ,64.6, 
219,4/6/2022,96,0.24, ,0, ,598, ,8.0, ,93.7, ,54.4, ,75.7,Y,72,H,10,H,26,Y,38.9,Y,3.2, ,77.6, ,65.6, 
219,4/7/2022,97,0.27,R,0, ,613, ,3.6,Y,93.2, ,61.2,Y,80.5,R,58,H,5,H,--,R,--,I,5.4,Y,129.3,Y,66.5, 
219,4/8/2022,98,0.24,R,0, ,622, ,4.2, ,97.4,Y,--,S,82.1,R,32,H,6,H,--,R,--,I,3.7, ,89.5, ,67.1, 
219,4/9/2022,99,0.23, ,0, ,606, ,9.3, ,88.3, ,57.1,Y,72.6,Y,74, ,19, ,34,Y,42.7,Y,2.6, ,61.4, ,67.8, 
219,4/10/2022,100,0.18, ,0, ,592, ,12.7, ,73.2, ,49.5, ,60.6, ,96, ,49, ,70, ,50.9, ,3.4, ,80.4, ,67.9, 
219,4/11/2022,101,0.11, ,0, ,373, ,11.6, ,66.7, ,51.0, ,57.8, ,92, ,47, ,71, ,48.4, ,3.7, ,88.6, ,67.5, 
219,4/12/2022,102,0.21, ,0, ,624, ,3.6, ,65.9, ,46.4, ,54.9, ,49, ,13, ,24, ,19.1, ,5.1, ,123.0, ,66.6, 
219,4/13/2022,103,0.21, ,0, ,624, ,4.8, ,73.2, ,41.9, ,58.0, ,69, ,10, ,29, ,25.9, ,3.0, ,72.9, ,65.7, 
219,4/14/2022,104,0.19, ,0, ,617, ,7.7, ,73.2, ,43.9, ,57.6, ,86, ,24, ,48, ,37.9, ,2.7, ,63.7, ,65.6, 
219,4/15/2022,105,0.19, ,0, ,603, ,10.2, ,75.1, ,45.6, ,59.3, ,92, ,36, ,59, ,45.0, ,2.6, ,62.7, ,65.7, 
219,4/16/2022,106,0.15, ,0, ,495, ,11.8, ,69.1, ,50.2, ,57.9, ,93, ,49, ,72, ,49.0, ,3.2, ,77.8, ,66.1, 
219,4/17/2022,107,0.20, ,0, ,625, ,11.9, ,78.1, ,48.6, ,61.9, ,95, ,39, ,63, ,49.2, ,2.8, ,66.6, ,66.3, 
219,4/18/2022,108,0.19, ,0, ,560, ,10.9, ,81.8, ,50.4, ,64.1, ,91, ,24, ,53, ,46.8, ,2.7, ,64.0, ,66.7, 
219,4/19/2022,109,0.20, ,0, ,609, ,11.3, ,77.8, ,55.2, ,64.1, ,84, ,32, ,55, ,47.7, ,2.8, ,68.1, ,67.2, 
219,4/20/2022,110,0.09, ,0, ,315, ,11.6, ,68.5, ,47.8, ,59.1, ,91, ,52, ,68, ,48.5, ,2.9, ,69.8, ,67.5, 
219,4/21/2022,111,0.16, ,0, ,538, ,10.9, ,69.7, ,44.1, ,56.8, ,97, ,46, ,69, ,46.9, ,3.1, ,75.5, ,66.9, 
219,4/22/2022,112,0.18, ,0.00, ,606, ,10.4, ,65.9, ,49.2, ,56.5, ,97, ,47, ,67, ,45.5, ,3.1, ,74.9, ,66.8, 
219,4/23/2022,113,0.23, ,0, ,645, ,7.8, ,79.8, ,46.4, ,63.0, ,84, ,17, ,40, ,38.2, ,3.5, ,85.2, ,66.4, 
219,4/24/2022,114,0.27, ,0.00,H,651, ,5.7, ,84.2, ,50.9, ,68.7, ,62, ,10, ,24, ,30.3, ,4.7, ,112.3, ,66.5, 
219,4/25/2022,115,0.25, ,0, ,654, ,5.5, ,88.4, ,55.6, ,71.4, ,45, ,10, ,21, ,29.6, ,2.6, ,62.5, ,67.0, 
219,4/26/2022,116,0.21, ,0, ,552, ,7.7, ,83.1, ,52.2, ,67.0, ,56, ,18, ,34, ,37.8, ,2.6, ,63.4, ,67.5, 
219,4/27/2022,117,0.19, ,0, ,598, ,11.7, ,76.2, ,49.6, ,61.2, ,89, ,42, ,63, ,48.6, ,2.9, ,70.2, ,67.7, 
219,4/28/2022,118,0.15, ,0, ,496, ,11.4, ,70.1, ,49.6, ,59.1, ,86, ,48, ,66, ,47.9, ,3.2, ,75.8, ,67.9, 
219,4/29/2022,119,0.21, ,0, ,660, ,10.7, ,80.0, ,45.4, ,62.0, ,93, ,32, ,56, ,46.3, ,2.5, ,60.5, ,67.6, 
219,4/30/2022,120,0.24, ,0, ,674, ,10.0, ,86.3, ,49.4, ,67.2, ,94, ,19, ,44, ,44.7, ,2.6, ,61.7, ,67.9, 
