129,4/1/2022,91,0.15, ,0, ,561, ,10.7, ,63.1, ,40.3, ,51.1, ,98, ,65, ,84, ,46.4, ,3.6, ,85.4, ,56.7, 
129,4/2/2022,92,0.14, ,0, ,512, ,11.5, ,61.6, ,46.6, ,52.7, ,99, ,62, ,84, ,48.1, ,3.5, ,85.1, ,57.2, 
129,4/3/2022,93,0.12, ,0, ,451, ,11.3, ,63.2, ,46.6, ,53.1, ,97, ,62, ,82, ,47.8, ,3.3, ,79.1, ,57.5, 
129,4/4/2022,94,0.16, ,0, ,534, ,11.0, ,69.1, ,41.5, ,54.9, ,95, ,48, ,75, ,47.1, ,3.2, ,77.4, ,57.2, 
129,4/5/2022,95,0.17, ,0, ,561, ,11.1, ,69.1, ,46.9, ,56.1, ,99, ,43, ,72, ,47.4, ,3.5, ,83.6, ,58.0, 
129,4/6/2022,96,0.21,R,0, ,582, ,8.7, ,83.7,Y,42.4, ,64.2,Y,93,H,20,H,42,Y,40.9,Y,3.8, ,90.3, ,57.9, 
129,4/7/2022,97,0.18,R,0, ,590, ,8.8, ,--,S,53.8, ,--,S,75,H,27,H,--,Q,--,Q,4.3, ,103.1, ,59.6, 
129,4/8/2022,98,0.19,R,0, ,586, ,11.4, ,76.2, ,50.0, ,61.3,Y,83, ,43, ,61,Y,47.9,Y,3.4, ,81.7, ,59.9, 
129,4/9/2022,99,0.18, ,0, ,608, ,10.0, ,70.8, ,43.8, ,55.0, ,89, ,42, ,68, ,44.5, ,3.3, ,79.2, ,59.4, 
129,4/10/2022,100,0.20, ,0, ,587, ,8.0, ,70.1, ,38.8, ,54.3, ,93, ,28, ,56, ,38.8, ,4.5, ,108.7, ,58.2, 
129,4/11/2022,101,0.14, ,0.31,H,455, ,8.2, ,60.4, ,39.0, ,49.0, ,96, ,32, ,70, ,39.5, ,5.9, ,141.6, ,57.2, 
129,4/12/2022,102,0.18, ,0.03,H,633,R,6.7,Y,59.6, ,33.8, ,47.4, ,92, ,37, ,60,Y,34.2,Y,5.2, ,125.4, ,55.1, 
129,4/13/2022,103,0.16, ,0, ,592, ,8.0, ,58.7, ,33.5, ,48.2, ,93, ,52, ,70, ,38.7, ,4.0, ,97.0, ,54.6, 
129,4/14/2022,104,0.11, ,0.00, ,409, ,11.5, ,60.7, ,47.7, ,54.2, ,97, ,63, ,80, ,48.3, ,4.2, ,101.7, ,56.3, 
129,4/15/2022,105,0.15, ,0.07,H,525, ,12.0, ,65.0, ,49.5, ,54.5, ,99, ,62, ,83, ,49.4, ,4.1, ,99.1, ,58.5, 
129,4/16/2022,106,0.12, ,0.05,H,464, ,12.1, ,59.5, ,44.7, ,53.2, ,97, ,74, ,87, ,49.5, ,6.0, ,143.7, ,58.7, 
129,4/17/2022,107,0.17, ,0.05,H,647,R,9.7, ,63.4, ,42.6, ,50.9, ,98, ,53, ,77, ,43.9, ,3.8, ,90.9, ,58.2, 
129,4/18/2022,108,0.17, ,0.06, ,569, ,10, ,64.9, ,38.2, ,53.1, ,97, ,46, ,73, ,44.6, ,3.9, ,93.7, ,57.9, 
129,4/19/2022,109,0.13, ,0.07,H,451, ,12.7, ,62.5, ,50.1, ,55.9, ,98, ,50, ,83, ,50.8, ,4.4, ,106.4, ,59.7, 
129,4/20/2022,110,0.19, ,0.05,H,635, ,10.5, ,64.9, ,45.5, ,55.8, ,94, ,45, ,69, ,45.7, ,5.1, ,122.7, ,59.7, 
129,4/21/2022,111,0.09, ,0.07,H,306, ,12.5, ,60.7, ,51.6, ,55.5, ,95, ,69, ,83, ,50.5, ,5.9, ,141.0, ,59.8, 
129,4/22/2022,112,0.14, ,0.04, ,496, ,11.4, ,60.8, ,46.5, ,53.6, ,97, ,64, ,81, ,47.9, ,4.3, ,103.6, ,59.0, 
129,4/23/2022,113,0.17, ,0.03,H,641, ,11.2, ,62.7, ,40.6, ,52.5, ,98, ,67, ,83, ,47.4, ,3.3, ,79.9, ,59.2, 
129,4/24/2022,114,0.18, ,0.04,H,638, ,11.3, ,64.9, ,41.0, ,53.2, ,98, ,59, ,82, ,47.8, ,3.4, ,82.3, ,59.6, 
129,4/25/2022,115,0.17, ,0.03,H,618, ,11.7, ,67.4, ,43.6, ,54.5, ,99, ,61, ,81, ,48.7, ,3.3, ,79.8, ,60.3, 
129,4/26/2022,116,0.18, ,0.06,H,610, ,10.9, ,65.1, ,44.8, ,54.4, ,96, ,54, ,75, ,46.8, ,3.5, ,85.0, ,61.0, 
129,4/27/2022,117,0.16, ,0.02, ,553, ,9.9, ,63.8, ,44.3, ,52.2, ,92, ,51, ,75, ,44.4, ,3.2, ,77.5, ,61.0, 
129,4/28/2022,118,0.18, ,0, ,591, ,9.4, ,61.6, ,40.6, ,52.4, ,94, ,49, ,70, ,43.0, ,4.8, ,114.4, ,60.3, 
129,4/29/2022,119,0.19, ,0, ,663, ,9.8, ,68.0, ,39.4, ,54.2, ,94, ,49, ,69, ,44.1, ,3.5, ,84.2, ,60.2, 
129,4/30/2022,120,0.21, ,0, ,653, ,10.9, ,71.3, ,41.7, ,56.1, ,93, ,48, ,71, ,46.7, ,4.1, ,98.1, ,61.0, 
