6,4/1/2022,91,0.18, ,0, ,543, ,9.7, ,78.0, ,45.0, ,60.5, ,94, ,26, ,54, ,43.8, ,4.4, ,104.8, ,57.7, 
6,4/2/2022,92,0.22, ,0, ,530, ,8.5, ,79.1, ,46.0, ,62.1, ,97, ,16, ,44, ,40.2, ,6.6, ,158.0, ,58.0, 
6,4/3/2022,93,0.20, ,0, ,511, ,6.4, ,81.8, ,46.4, ,64.2, ,57, ,15, ,31, ,33.2, ,5.1, ,122.4, ,57.3, 
6,4/4/2022,94,0.13, ,0, ,347, ,10.2, ,74.3, ,46.9, ,60.2, ,78, ,41, ,57, ,45.0, ,4.4, ,105.1, ,57.4, 
6,4/5/2022,95,0.24, ,0, ,561, ,6.1, ,73.9, ,47.8, ,60.4, ,77, ,12, ,34, ,32.0, ,8.1, ,193.9, ,56.8, 
6,4/6/2022,96,0.28, ,0, ,563, ,5.6, ,85.9, ,55.5,Y,68.9,Y,53, ,12, ,23,Y,29.9,Y,8.5, ,204.7, ,57.1, 
6,4/7/2022,97,0.20, ,0, ,546, ,10.1, ,87.5,Y,47.3, ,68.1,Y,78, ,21, ,43,Y,44.8,Y,2.9, ,69.0, ,58.7, 
6,4/8/2022,98,0.21, ,0, ,543, ,11.3, ,88.6,Y,50.1, ,69.7,Y,87, ,25, ,46,Y,47.9,Y,4.1, ,98.6, ,60.8, 
6,4/9/2022,99,0.37, ,0, ,594, ,3.5,Y,76.7, ,58.6,Y,66.7, ,26, ,8, ,15,Y,18.3,Y,15.4,R,370.2,R,58.0, 
6,4/10/2022,100,0.30, ,0, ,530, ,4.5, ,73.6, ,48.7, ,62.2, ,58, ,14, ,24, ,24.8, ,13.1,Y,314.2,Y,55.4, 
6,4/11/2022,101,0.21, ,0, ,505, ,6.7, ,63.8, ,41.7, ,54.2, ,95, ,23, ,47, ,34.3, ,11.0, ,265.1, ,56.0, 
6,4/12/2022,102,0.17, ,0, ,549, ,5.0, ,64.2, ,35.5, ,49.7, ,71, ,23, ,41, ,27.3, ,5.0, ,120.2, ,53.8, 
6,4/13/2022,103,0.16, ,0, ,471, ,6.8, ,62.9, ,39.2, ,51.6, ,72, ,37, ,52, ,34.6, ,6.4, ,154.6, ,53.3, 
6,4/14/2022,104,0.05, ,0.00, ,151, ,11.6, ,61.1, ,49.1, ,54.0, ,90, ,68, ,81, ,48.4, ,9.5, ,226.8, ,53.5, 
6,4/15/2022,105,0.21, ,0.00, ,580, ,8.3, ,69.7, ,45.6, ,57.5, ,90, ,18, ,52, ,39.8, ,8.5, ,205.0, ,55.0, 
6,4/16/2022,106,0.16, ,0.50, ,466, ,11.3, ,68.6, ,45.2, ,57.3, ,99, ,48, ,71, ,47.8, ,7.9, ,189.4, ,56.8, 
6,4/17/2022,107,0.20, ,0, ,622, ,7.1, ,72.2, ,40.8, ,54.4, ,91, ,13, ,49, ,35.7, ,5.1, ,123.1, ,56.0, 
6,4/18/2022,108,0.18, ,0, ,540, ,9.6, ,70.7, ,41.5, ,56.2, ,81, ,38, ,62, ,43.4, ,8.2, ,196.5, ,56.0, 
6,4/19/2022,109,0.16, ,0.02,R,514, ,8.6, ,68.2, ,48.1, ,59.8, ,95, ,35, ,49, ,40.7, ,5.9, ,142.7, ,58.7, 
6,4/20/2022,110,0.19, ,0.03, ,526, ,10.5, ,70.2, ,44.0, ,56.8, ,92, ,40, ,66, ,45.8, ,9.4, ,224.7, ,57.2, 
6,4/21/2022,111,0.17, ,0.01, ,468, ,10.6, ,66.3, ,50.3, ,56.8, ,96, ,38, ,67, ,46.0, ,8.3, ,199.6, ,57.2, 
6,4/22/2022,112,0.14, ,0.00, ,474, ,9.6, ,66.8, ,43.2, ,55.5, ,99, ,37, ,64, ,43.4, ,3.3, ,78.7, ,57.3, 
6,4/23/2022,113,0.24, ,0, ,614, ,7.4, ,76.7, ,45.0, ,61.0, ,91, ,12, ,41, ,36.9, ,6.0, ,145.0, ,56.8, 
6,4/24/2022,114,0.22, ,0, ,612, ,8.0, ,80.4, ,46.2, ,63.8, ,63, ,19, ,40, ,38.7, ,4.0, ,97.1, ,57.8, 
6,4/25/2022,115,0.23, ,0, ,609, ,9.7, ,80.8, ,48.4, ,63.4, ,86, ,17, ,48, ,43.7, ,5.6, ,133.6, ,60.2, 
6,4/26/2022,116,0.22, ,0, ,593, ,10.1, ,77.7, ,51.8, ,63.3, ,73, ,29, ,51, ,44.8, ,5.4, ,130.2, ,60.6, 
6,4/27/2022,117,0.22, ,0, ,604, ,9.2, ,75.8, ,44.9, ,58.9, ,85, ,32, ,54, ,42.5, ,6.3, ,150.9, ,59.6, 
6,4/28/2022,118,0.20, ,0, ,625, ,8.6, ,71.1, ,44.6, ,57.0, ,78, ,27, ,54, ,40.7, ,5.4, ,129.5, ,59.0, 
6,4/29/2022,119,0.23, ,0, ,560, ,6.9, ,79.8, ,47.4, ,62.6, ,79, ,10, ,35, ,34.9, ,6.2, ,148.3, ,58.9, 
6,4/30/2022,120,0.24, ,0, ,613, ,10.8, ,80.6, ,46.0, ,62.7, ,96, ,32, ,55, ,46.5, ,5.9, ,142.2, ,60.1, 
