257,4/1/2022,91,0.21, ,0, ,634,R,5.2, ,81.4, ,42.6, ,64.6, ,62, ,11, ,25, ,28.2, ,3.9, ,94.5, ,--,S
257,4/2/2022,92,0.23, ,0, ,609,R,6.6, ,84.5, ,48.3, ,68.2, ,57, ,12, ,28, ,34.0, ,4.3, ,104.1, ,--,S
257,4/3/2022,93,0.21, ,0, ,506, ,6.7, ,79.8, ,51.5, ,67.4, ,59, ,14, ,29, ,34.3, ,4.8, ,114.6, ,--,S
257,4/4/2022,94,0.23, ,0, ,637,R,4.9, ,87.4, ,49.6, ,69.4, ,44, ,6, ,20, ,26.7, ,4.5, ,107.7, ,--,S
257,4/5/2022,95,0.23, ,0, ,643,R,6.1, ,89.3, ,49.3, ,71.5, ,43, ,10, ,23, ,32.0, ,3.9, ,94.1, ,--,S
257,4/6/2022,96,0.23, ,0, ,656,R,4.1, ,84.3, ,50.4, ,68.5, ,50, ,7, ,17, ,22.5, ,4.0, ,96.7, ,--,S
257,4/7/2022,97,0.21, ,0, ,658,R,2.5,Y,87.0, ,44.0, ,66.9, ,33, ,4, ,11,Y,10.7,Y,3.0, ,71.6, ,--,S
257,4/8/2022,98,0.24, ,0, ,672,R,3.0,Y,91.8, ,45.0, ,71.9, ,33, ,4, ,11,Y,14.7,Y,3.9, ,93.2, ,--,S
257,4/9/2022,99,0.35,R,0, ,674,R,4.3, ,87.8, ,59.5, ,77.2,Y,21, ,9, ,14,Y,23.7,Y,9.8, ,234.9, ,--,S
257,4/10/2022,100,0.29, ,0, ,646,R,2.8,Y,79.6, ,52.8, ,66.7, ,24, ,7, ,12,Y,13.2,Y,8.4, ,201.9, ,--,S
257,4/11/2022,101,0.32, ,0, ,641,R,4.3, ,72.4, ,49.3, ,62.2, ,28, ,16, ,22, ,23.4, ,12.5, ,300.6, ,--,S
257,4/12/2022,102,0.21, ,0, ,701,R,1.8,Y,62.5, ,39.1, ,52.2, ,27, ,6, ,14,Y,4.3,Y,6.0, ,145.0, ,--,S
257,4/13/2022,103,0.23, ,0, ,694,R,2.4,Y,69.7, ,42.3, ,55.8, ,24, ,7, ,16,Y,9.9,Y,6.9, ,164.8, ,--,S
257,4/14/2022,104,0.28, ,0, ,698,R,4.0, ,77.4, ,42.9, ,61.0, ,33, ,13, ,22, ,21.8, ,9.0, ,216.1, ,--,S
257,4/15/2022,105,0.26, ,0, ,629, ,5.5, ,79.8, ,52.9, ,66.1, ,40, ,15, ,25, ,29.5, ,7.1, ,171.2, ,--,S
257,4/16/2022,106,0.30, ,0, ,692,R,6.1, ,73.2, ,58.5, ,64.8, ,42, ,20, ,29, ,31.9, ,11.7, ,281.0, ,--,S
257,4/17/2022,107,0.25, ,0, ,705,R,4.8, ,85.8, ,40.5, ,66.3, ,59, ,8, ,22, ,25.9, ,4.5, ,108.3, ,--,S
257,4/18/2022,108,0.30, ,0, ,547, ,3.1,Y,87.6, ,49.5, ,71.8, ,36, ,4, ,12,Y,15.7,Y,9.5, ,227.9, ,--,S
257,4/19/2022,109,0.38, ,0, ,666,R,5.0, ,78.1, ,62.0,Y,69.6, ,33, ,11, ,20, ,27.2, ,15.6, ,374.9, ,--,S
257,4/20/2022,110,0.33, ,0, ,708,R,5.5, ,83.2, ,52.1, ,68.1, ,43, ,11, ,23, ,29.4, ,10.1, ,242.4, ,--,S
257,4/21/2022,111,0.32, ,0, ,684,R,5.9, ,73.4, ,54.7, ,63.5, ,45, ,20, ,30, ,31.3, ,11.7, ,281.2, ,--,S
257,4/22/2022,112,0.26, ,0, ,702,R,5.3, ,70.4, ,49.7, ,58.8, ,56, ,17, ,31, ,28.7, ,9.5, ,227.4, ,--,S
257,4/23/2022,113,0.23, ,0, ,723,R,4.1, ,74.6, ,40.1, ,59.8, ,59, ,9, ,23, ,22.2, ,3.7, ,88.6, ,--,S
257,4/24/2022,114,0.25, ,0, ,724,R,2.9,Y,77.2, ,45.2, ,63.1, ,41, ,7, ,15,Y,14.6,Y,4.3, ,103.7, ,--,S
257,4/25/2022,115,0.26, ,0, ,727,R,3.1,Y,84.5, ,41.8, ,66.3, ,50, ,5, ,14,Y,16.1,Y,3.9, ,94.8, ,--,S
257,4/26/2022,116,0.31, ,0, ,608, ,4.8, ,85.2, ,49.5, ,72.0, ,30, ,11, ,18, ,26.3, ,7.7, ,186.0, ,--,S
257,4/27/2022,117,0.34, ,0, ,705,R,5.2, ,86.3, ,60.4, ,72.2, ,36, ,8, ,19, ,27.8, ,8.8, ,210.9, ,--,S
257,4/28/2022,118,0.33, ,0, ,748,R,3.7, ,80.3, ,54.5, ,68.8, ,25, ,9, ,15, ,19.6, ,8.7, ,208.3, ,--,S
257,4/29/2022,119,0.26, ,0, ,742,R,3.3,Y,82.4, ,43.4, ,65.6, ,41, ,5, ,15,Y,17.4,Y,4.0, ,95.6, ,--,S
257,4/30/2022,120,0.32, ,0, ,741,R,4.5, ,87.6, ,47.1, ,69.5, ,40, ,5, ,18, ,24.5, ,6.8, ,162.9, ,--,S
