225,4/1/2022,91,0.16, ,0, ,542, ,5.2, ,69.7, ,21.0, ,47.1, ,97, ,20, ,48, ,28.2, ,3.9, ,93.4, ,50.2, 
225,4/2/2022,92,0.15, ,0, ,557, ,4.6, ,67.4, ,26.6, ,47.1, ,97, ,10, ,42, ,25.3, ,3.0, ,72.6, ,51.1, 
225,4/3/2022,93,0.14, ,0, ,459, ,4.8, ,65.1, ,21.6, ,43.7, ,86, ,20, ,50, ,26.1, ,4.0, ,96.0, ,50.2, 
225,4/4/2022,94,0.08, ,0.14, ,242, ,7.5, ,56.7, ,34.1, ,47.1, ,96, ,54, ,68, ,37.2, ,5.6, ,134.8, ,50.7, 
225,4/5/2022,95,0.14, ,0, ,564, ,4.5, ,57.4, ,23.3, ,40.4, ,100, ,19, ,52, ,24.3, ,3.6, ,86.6, ,49.6, 
225,4/6/2022,96,0.15, ,0, ,563, ,5.6, ,72.2, ,20.8, ,45.3, ,94, ,24, ,54, ,29.7, ,2.5, ,59.7, ,49.8, 
225,4/7/2022,97,0.18, ,0, ,558, ,7.4, ,83.9,Y,28.0, ,54.6, ,100, ,21, ,51, ,36.8, ,2.9, ,68.8, ,51.3, 
225,4/8/2022,98,0.20, ,0, ,553, ,6.8, ,69.6, ,33.5, ,52.4, ,99, ,20, ,50, ,34.5, ,6.3, ,151.6, ,52.6, 
225,4/9/2022,99,0.17, ,0, ,598, ,3.6, ,56.9, ,23.6, ,41.3, ,88, ,19, ,40, ,19.0, ,5.6, ,133.4, ,51.5, 
225,4/10/2022,100,0.11, ,0, ,421, ,4.5, ,53.8, ,19.8, ,39.3, ,76, ,40, ,55, ,24.3, ,5.0, ,120.4, ,50.2, 
225,4/11/2022,101,0.09, ,0.10, ,387, ,5.3, ,44.2,Y,27.9, ,36.3,Y,97, ,43, ,73,Y,28.5,Y,7.3, ,176.2, ,49.9, 
225,4/12/2022,102,0.15, ,0, ,574, ,4.3, ,48.7, ,19.7, ,34.8,Y,100, ,36, ,63,Y,23.7,Y,5.9, ,142.7, ,48.7, 
225,4/13/2022,103,0.10, ,0.16, ,367, ,6.1, ,49.5, ,33.4, ,39.7, ,100, ,45, ,73, ,31.8, ,5.9, ,142.1, ,49.0, 
225,4/14/2022,104,0.17, ,0.01, ,592, ,6.0, ,56.3, ,32.9, ,42.8, ,100, ,32, ,64, ,31.5, ,6.6, ,159.2, ,49.9, 
225,4/15/2022,105,0.09, ,0.13, ,357, ,4.8, ,51.8, ,19.5,Y,37.0,Y,100, ,28, ,65,Y,26.3,Y,3.5, ,83.1, ,48.8, 
225,4/16/2022,106,0.14, ,0.26,H,570, ,5.7, ,52.5, ,32.2, ,40.4, ,100, ,35, ,67, ,30.5, ,4.2, ,100.5, ,49.6, 
225,4/17/2022,107,0.18, ,0, ,590, ,5.8, ,65.6, ,31.0, ,46.8, ,100, ,24, ,53, ,30.6, ,4.7, ,113.9, ,51.2, 
225,4/18/2022,108,0.08, ,0.13, ,247, ,6.7, ,57.7, ,33.8, ,43.7, ,100, ,33, ,69, ,34.3, ,7.3,Y,176.0,Y,50.6, 
225,4/19/2022,109,0.09, ,0.02, ,361, ,6.5, ,51.0, ,29.8, ,40.0, ,100, ,57, ,77, ,33.4, ,5.3, ,126.4, ,49.3, 
225,4/20/2022,110,0.04, ,0.21, ,165, ,7.5, ,49.8, ,25.9, ,40.7, ,100, ,63, ,86, ,37.0, ,5.2, ,125.1, ,48.2,Y
225,4/21/2022,111,0.15, ,0.04,R,514, ,6.8, ,56.2, ,37.1, ,44.9, ,100, ,38, ,67, ,34.8, ,5.6, ,134.2, ,51.1, 
225,4/22/2022,112,0.14, ,0.01, ,521, ,7.0, ,58.3, ,32.2, ,44.6, ,100, ,37, ,70, ,35.5, ,3.4, ,82.6, ,51.2, 
225,4/23/2022,113,0.17, ,0, ,627, ,6.5, ,65.9, ,26.3, ,46.0, ,100, ,29, ,61, ,33.4, ,2.8, ,67.9, ,52.0, 
225,4/24/2022,114,0.19, ,0, ,625, ,6.4, ,71.0, ,26.8, ,49.4, ,100, ,21, ,53, ,33.0, ,2.9, ,69.9, ,53.1, 
225,4/25/2022,115,0.15, ,0, ,413, ,7.1, ,68.6, ,33.5, ,51.5, ,100, ,23, ,55, ,35.8, ,4.8, ,115.1, ,53.6, 
225,4/26/2022,116,0.18, ,0, ,645, ,5.8, ,62.5, ,31.6, ,47.9, ,92, ,26, ,51, ,30.6, ,4.3, ,103.6, ,54.9, 
225,4/27/2022,117,0.18, ,0, ,606, ,6.2, ,63.7, ,28.0, ,47.8, ,99, ,29, ,55, ,32.4, ,3.8, ,91.2, ,55.0, 
225,4/28/2022,118,0.14, ,0, ,413, ,6.1, ,57.8, ,28.8, ,46.2, ,90, ,37, ,57, ,32.0, ,6.5,Y,154.8,Y,54.7, 
225,4/29/2022,119,0.15, ,0, ,512, ,6.8, ,66.7, ,24.6, ,47.3, ,100, ,27, ,61, ,34.8, ,2.7, ,65.2, ,53.4, 
225,4/30/2022,120,0.19, ,0.03, ,584, ,8.8, ,63.6, ,32.6, ,52.2, ,100, ,35, ,66, ,41.3, ,6.3,Y,151.6,Y,55.5, 
