256,4/1/2022,91,0.18, ,0, ,618,R,9.3, ,78.4, ,37.2, ,56.8, ,93, ,29, ,59, ,42.7, ,4.3, ,102.7, ,56.7, 
256,4/2/2022,92,0.21, ,0, ,593, ,10.5, ,76.7, ,43.3, ,59.8, ,90, ,37, ,60, ,45.9, ,6.7, ,160.2, ,58.1, 
256,4/3/2022,93,0.20, ,0, ,563, ,9.1, ,76.4, ,48.3, ,59.9, ,85, ,35, ,52, ,42.1, ,7.3, ,176.4, ,58.3, 
256,4/4/2022,94,0.24, ,0, ,535, ,6.2, ,74.3, ,46.0, ,60.0, ,56, ,23, ,35, ,32.2, ,9.2, ,221.6, ,57.7, 
256,4/5/2022,95,0.24, ,0, ,631,R,9.5, ,75.7, ,48.3, ,61.4, ,74, ,37, ,51, ,43.2, ,9.4, ,224.8, ,57.5, 
256,4/6/2022,96,0.24, ,0, ,646,R,6.3, ,82.7, ,39.2, ,62.1, ,82, ,10, ,33, ,32.9, ,5.6, ,134.5, ,58.3, 
256,4/7/2022,97,0.27, ,0, ,655,R,3.3, ,85.7, ,36.6, ,63.5, ,55, ,7, ,16, ,17.2, ,6.5, ,157.0, ,58.6, 
256,4/8/2022,98,0.23, ,0, ,658,R,4.5, ,89.3, ,37.6, ,65.0, ,49, ,6, ,22, ,24.7, ,4.7, ,112.2, ,58.7, 
256,4/9/2022,99,0.34, ,0, ,661,R,6.7, ,83.8, ,54.9,Y,68.6,Y,55, ,15, ,28,Y,34.2,Y,12.5, ,299.9, ,60.4,Y
256,4/10/2022,100,0.31, ,0, ,653,R,3.4, ,78.6, ,50.1, ,60.9, ,30, ,8, ,18, ,17.6, ,12.2, ,292.2, ,59.8, 
256,4/11/2022,101,0.29, ,0, ,655,R,7.1, ,66.4, ,42.0, ,55.1, ,68, ,29, ,48, ,35.8, ,18.2,R,437.6,R,58.6, 
256,4/12/2022,102,0.25, ,0, ,690,R,3.4, ,57.4, ,32.0, ,45.7, ,67, ,19, ,32, ,17.8, ,13.2, ,316.6, ,56.5, 
256,4/13/2022,103,0.25, ,0, ,681,R,3.3, ,68.0, ,33.5, ,50.3, ,65, ,7, ,26, ,17.0, ,10.3, ,248.1, ,55.4, 
256,4/14/2022,104,0.27, ,0, ,678,R,5.3, ,72.2, ,39.3, ,55.3, ,58, ,19, ,35, ,28.3, ,11.1, ,265.9, ,56.2, 
256,4/15/2022,105,0.26, ,0, ,661,R,8.2, ,73.3, ,46.7, ,59.0, ,73, ,25, ,48, ,39.3, ,12.3, ,294.8, ,57.1, 
256,4/16/2022,106,0.26, ,0, ,671,R,9.2, ,68.1, ,48.5, ,57.8, ,82, ,32, ,56, ,42.4, ,14.8,Y,355.9,Y,56.9, 
256,4/17/2022,107,0.25, ,0, ,694,R,7.3, ,81.2, ,43.4, ,61.5, ,76, ,17, ,39, ,36.4, ,6.7, ,161.8, ,57.2, 
256,4/18/2022,108,0.28, ,0, ,638, ,7.1, ,82.5, ,41.3, ,63.8, ,65, ,10, ,35, ,35.9, ,7.7, ,184.5, ,58.2, 
256,4/19/2022,109,0.31, ,0, ,641, ,8.4, ,71.1, ,53.3, ,62.3, ,68, ,31, ,44, ,40.0, ,15.4,Y,369.6,Y,58.5, 
256,4/20/2022,110,0.25, ,0, ,663, ,9.6, ,70.3, ,48.2, ,58.1, ,72, ,39, ,58, ,43.5, ,13.4, ,322.7, ,57.8, 
256,4/21/2022,111,0.25, ,0.24, ,637, ,8.6, ,65.4, ,41.2, ,55.1, ,88, ,42, ,58, ,40.7, ,13.9, ,333.9, ,57.0, 
256,4/22/2022,112,0.23, ,0.06, ,678, ,7.9, ,60.8, ,44.3, ,50.7, ,91, ,43, ,63, ,38.6, ,13.8, ,330.2, ,55.5, 
256,4/23/2022,113,0.21, ,0, ,686,R,7.5, ,70.4, ,37.3, ,54.3, ,92, ,24, ,52, ,37.2, ,4.9, ,118.4, ,55.8, 
256,4/24/2022,114,0.22, ,0, ,687,R,6.6, ,74.8, ,35.4, ,56.1, ,88, ,16, ,43, ,33.7, ,4.5, ,108.7, ,57.7, 
256,4/25/2022,115,0.23, ,0, ,690,R,6.3, ,80.3, ,38.0, ,59.5, ,73, ,15, ,36, ,32.9, ,4.3, ,103.1, ,58.5, 
256,4/26/2022,116,0.23, ,0, ,526, ,7.2, ,76.8, ,43.4, ,61.7, ,60, ,23, ,38, ,36.1, ,7.4, ,177.8, ,59.3, 
256,4/27/2022,117,0.29, ,0, ,685, ,9.4, ,73.3, ,49.7, ,61.7, ,78, ,36, ,50, ,42.9, ,11.7, ,281.4, ,58.6, 
256,4/28/2022,118,0.31, ,0, ,704,R,6.7, ,66.5, ,49.1, ,57.3, ,72, ,27, ,41, ,34.1, ,14.8, ,355.9, ,57.9, 
256,4/29/2022,119,0.23, ,0, ,703,R,6.8, ,79.3, ,39.7, ,59.5, ,74, ,21, ,39, ,34.6, ,5.4, ,129.9, ,57.3, 
256,4/30/2022,120,0.28, ,0, ,706,R,7.2, ,81.4, ,36.1, ,61.1, ,72, ,21, ,39, ,36.1, ,8.0, ,191.8, ,58.7, 
