151,4/1/2022,91,0.19, ,0, ,577, ,14.4,Y,86.5, ,54.5, ,70.5, ,84, ,30, ,56,Y,54.3,Y,1.3, ,32.3, ,65.0, 
151,4/2/2022,92,0.20, ,0, ,579, ,15.1,Y,95.9, ,56.6, ,71.3, ,82, ,39, ,58,Y,55.6,Y,2.6, ,62.2, ,64.7, 
151,4/3/2022,93,0.19,R,0, ,546, ,15.7,Y,92.7, ,56.2, ,72.1, ,87, ,37, ,58,Y,56.7,Y,1.9, ,45.9, ,64.6, 
151,4/4/2022,94,0.20, ,0, ,584, ,15.7,Y,91.7, ,57.3, ,73.8, ,82, ,36, ,55,Y,56.8,Y,2.2, ,51.8, ,65.1, 
151,4/5/2022,95,0.20, ,0, ,581, ,17.0,Y,94.6, ,59.0, ,75.0, ,86, ,36, ,57,Y,58.9,Y,1.9, ,45.0, ,65.6, 
151,4/6/2022,96,0.24,R,0, ,605, ,9.7, ,94.9, ,51.0, ,74.4, ,84, ,16, ,33, ,43.8, ,3.0, ,71.6, ,65.4, 
151,4/7/2022,97,0.23, ,0, ,612, ,9.1, ,93.9, ,54.0, ,75.8, ,46, ,19, ,30, ,42.1, ,2.2, ,53.2, ,64.7, 
151,4/8/2022,98,0.23, ,0, ,618, ,10.3, ,98.5,Y,53.5, ,76.3, ,63, ,22, ,33, ,45.3, ,1.8, ,42.8, ,64.4, 
151,4/9/2022,99,0.24, ,0, ,582, ,10.9, ,96.2, ,49.8, ,76.4, ,74, ,15, ,35, ,46.7, ,3.1, ,74.8, ,64.6, 
151,4/10/2022,100,0.23,R,0, ,605, ,11.4, ,97.8, ,49.4, ,76.1, ,80, ,19, ,37, ,47.9, ,2.7, ,65.9, ,65.7, 
151,4/11/2022,101,0.26, ,0, ,592, ,12.7, ,92.1, ,60.0, ,75.5, ,73, ,24, ,42, ,50.8, ,6.0, ,144.7, ,67.0, 
151,4/12/2022,102,0.24, ,0, ,605, ,5.7, ,80.7, ,42.7, ,66.6, ,60, ,10, ,25, ,30.2, ,4.8, ,116.0, ,66.8, 
151,4/13/2022,103,0.19, ,0, ,631, ,4.3, ,78.5, ,37.8,Y,60.6, ,58, ,6, ,24, ,23.6, ,1.7, ,40.1, ,64.2, 
151,4/14/2022,104,0.22, ,0, ,595, ,7.1, ,94.9, ,43.9, ,68.7, ,65, ,13, ,30, ,35.6, ,2.6, ,61.4, ,64.5, 
151,4/15/2022,105,0.22, ,0, ,616, ,9.4, ,92.6, ,49.3, ,72.1, ,69, ,18, ,35, ,43.0, ,2.6, ,63.4, ,65.9, 
151,4/16/2022,106,0.27, ,0, ,621, ,10.3, ,95.9, ,57.5, ,76.0, ,65, ,15, ,34, ,45.4, ,4.6, ,110.2, ,68.1, 
151,4/17/2022,107,0.23, ,0, ,632, ,11.4, ,98.7, ,50.7, ,75.3, ,79, ,16, ,38, ,48.0, ,1.8, ,42.1, ,69.2, 
151,4/18/2022,108,0.21, ,0, ,593, ,12.3, ,100.4,Y,53.6, ,77.1, ,70, ,16, ,39, ,50.1, ,1.5, ,37.2, ,70.4, 
151,4/19/2022,109,0.23, ,0, ,467, ,9.1, ,93.8, ,62.8,Y,78.0, ,58, ,8, ,28, ,42.1, ,4.6, ,109.2, ,70.1, 
151,4/20/2022,110,0.23, ,0, ,616, ,11.8, ,87.9, ,54.2, ,72.9, ,73, ,25, ,43, ,48.8, ,3.3, ,78.8, ,68.3, 
151,4/21/2022,111,0.25, ,0, ,621, ,11.8, ,89.3, ,57.5, ,75.1, ,72, ,23, ,40, ,48.9, ,3.8, ,91.3, ,68.6, 
151,4/22/2022,112,0.22, ,0, ,559, ,10.4, ,80.3, ,53.0, ,67.7, ,69, ,28, ,45, ,45.6, ,5.2, ,124.5, ,67.1, 
151,4/23/2022,113,0.23, ,0, ,634, ,9.9, ,93.9, ,47.9, ,68.4, ,72, ,24, ,42, ,44.2, ,2.7, ,63.6, ,66.1, 
151,4/24/2022,114,0.24, ,0, ,640, ,7.9, ,84.0, ,50.7, ,69.3, ,56, ,16, ,32, ,38.6, ,3.4, ,81.8, ,65.8, 
151,4/25/2022,115,0.23, ,0, ,645, ,10.2, ,90.3, ,50.1, ,72.1, ,63, ,20, ,38, ,45.1, ,1.8, ,44.2, ,65.4, 
151,4/26/2022,116,0.19,R,0, ,511, ,12.6, ,95.6, ,52.7, ,73.4, ,74, ,27, ,45, ,50.7, ,1.8, ,43.6, ,66.1, 
151,4/27/2022,117,0.24, ,0, ,644, ,11.8, ,99.7, ,56.1, ,76.3, ,54, ,25, ,38, ,48.8, ,2.6, ,62.5, ,66.7, 
151,4/28/2022,118,0.25, ,0, ,646, ,11.7, ,89.8, ,52.2, ,73.6, ,75, ,17, ,41, ,48.7, ,3.7, ,89.5, ,66.8, 
151,4/29/2022,119,0.22, ,0, ,652, ,12.8, ,90.4, ,48.9, ,72.3, ,90, ,27, ,47, ,51.2, ,1.6, ,38.8, ,66.5, 
151,4/30/2022,120,0.23, ,0, ,659, ,12.4, ,101.5, ,51.0, ,75.5, ,78, ,22, ,41, ,50.3, ,1.6, ,38.5, ,66.3, 
