90,4/1/2022,91,0.15, ,0, ,563, ,4.1, ,64.0, ,20.2, ,42.2, ,84, ,19, ,45, ,22.5, ,3.4, ,81.3, ,45.4, 
90,4/2/2022,92,0.15, ,0, ,600,R,3.8, ,59.4, ,26.5, ,42.6, ,87, ,12, ,41, ,20.8, ,4.2, ,100.0, ,46.2, 
90,4/3/2022,93,0.16, ,0, ,479, ,3.4, ,63.1, ,17.7, ,41.4, ,90, ,11, ,39, ,18.3, ,6.2, ,148.7, ,45.4, 
90,4/4/2022,94,0.11, ,0, ,271, ,6.4, ,55.3, ,32.5, ,43.9, ,86, ,50, ,66, ,33.3, ,11.2, ,268.1, ,45.1, 
90,4/5/2022,95,0.14, ,0, ,618,R,3.8, ,50.6, ,20.8, ,36.6, ,91, ,24, ,52, ,20.8, ,4.4, ,104.4, ,45.4, 
90,4/6/2022,96,0.17, ,0, ,613,R,4.0, ,68.4, ,19.7, ,44.1, ,86, ,16, ,41, ,21.7, ,3.5, ,85.1, ,45.2, 
90,4/7/2022,97,0.23, ,0, ,612,R,4.4, ,77.6,Y,29.1, ,55.1, ,72, ,12, ,30, ,24.3, ,6.0, ,143.7, ,48.3, 
90,4/8/2022,98,0.21, ,0, ,567, ,5.5, ,70.9, ,30.7, ,49.9, ,83, ,27, ,45, ,29.3, ,6.9, ,166.7, ,50.1, 
90,4/9/2022,99,0.18, ,0, ,636,R,2.6, ,50.9, ,20.8, ,35.7, ,78, ,15, ,37, ,12.0, ,6.9, ,165.3, ,48.7, 
90,4/10/2022,100,0.14, ,0, ,558, ,3.5, ,49.8, ,15.8, ,34.2, ,83, ,34, ,53, ,18.8, ,5.2, ,125.4, ,46.3, 
90,4/11/2022,101,0.11, ,0, ,389, ,4.2, ,40.3, ,24.0, ,32.0, ,90, ,36, ,68, ,22.7, ,13.1,Y,315.2,Y,45.3, 
90,4/12/2022,102,0.09, ,0, ,399, ,3.4, ,39.0, ,20.0, ,29.7, ,80, ,46, ,60, ,17.7, ,7.6, ,183.5, ,42.8, 
90,4/13/2022,103,0.10, ,0.01, ,308, ,4.3, ,43.7, ,21.8, ,33.2, ,94, ,43, ,68, ,23.7, ,11.0, ,263.0, ,41.8, 
90,4/14/2022,104,0.08, ,0.06, ,342, ,6.3, ,47.1, ,30.3, ,38.0, ,91, ,69, ,82, ,32.9, ,8.5, ,203.2, ,42.3, 
90,4/15/2022,105,0.13, ,0.14, ,473, ,5.6, ,50.8, ,29.4, ,38.2, ,93, ,38, ,71, ,29.8, ,6.0, ,143.8, ,43.7, 
90,4/16/2022,106,0.10, ,0.09, ,351, ,6.1, ,49.1, ,31.7, ,40.4, ,96, ,43, ,71, ,31.8, ,10.3, ,247.3, ,44.5, 
90,4/17/2022,107,0.16, ,0, ,548, ,4.9, ,60.7, ,25.0, ,42.0, ,92, ,25, ,54, ,26.5, ,4.6, ,111.4, ,44.4, 
90,4/18/2022,108,0.27, ,0, ,596, ,4.5, ,63.5, ,27.2, ,47.9, ,73, ,22, ,40, ,24.7, ,14.9,R,357.2,R,45.3, 
90,4/19/2022,109,0.13, ,0.20, ,467, ,6.1, ,49.2, ,32.4, ,38.9, ,98, ,52, ,76, ,31.9, ,7.2, ,173.5, ,45.7, 
90,4/20/2022,110,0.14, ,0, ,388, ,5.8, ,54.1, ,33.7, ,43.9, ,80, ,43, ,59, ,30.7, ,14.0,R,335.1,R,45.4, 
90,4/21/2022,111,0.12, ,0.11, ,473, ,5.8, ,48.2, ,32.2, ,38.6, ,98, ,46, ,73, ,30.9, ,7.9, ,190.2, ,45.5, 
90,4/22/2022,112,0.11, ,0.44,R,604, ,6.1, ,51.7, ,30.7, ,39.1, ,99, ,49, ,75, ,32.0, ,4.4, ,105.3, ,45.8, 
90,4/23/2022,113,0.15, ,0.00, ,631, ,5.6, ,55.9, ,27.4, ,40.1, ,99, ,31, ,66, ,29.7, ,3.1, ,74.5, ,46.2, 
90,4/24/2022,114,0.19, ,0, ,677,R,5.0, ,64.8, ,25.1, ,45.6, ,93, ,17, ,48, ,27.1, ,3.5, ,83.1, ,47.7, 
90,4/25/2022,115,0.17, ,0.01, ,459, ,6.1, ,64.8, ,31.3, ,48.6, ,89, ,29, ,53, ,32.1, ,5.3, ,127.9, ,48.7, 
90,4/26/2022,116,0.19, ,0.09, ,664, ,7.2, ,59.0, ,30.8, ,47.0, ,93, ,38, ,66, ,36.2, ,5.9, ,141.6, ,49.8, 
90,4/27/2022,117,0.18, ,0, ,673, ,5.1, ,59.9, ,26.9, ,44.5, ,88, ,26, ,51, ,27.5, ,3.8, ,90.3, ,49.9, 
90,4/28/2022,118,0.07, ,0.17, ,281, ,5.9, ,49.9, ,28.2, ,38.8, ,97, ,53, ,74, ,31.1, ,5.8, ,138.8, ,49.5, 
90,4/29/2022,119,0.18, ,0, ,700,R,5.4, ,61.9, ,25.1, ,44.0, ,93, ,24, ,55, ,28.7, ,3.0, ,72.8, ,48.3, 
90,4/30/2022,120,0.20, ,0.04, ,557, ,7.5, ,62.2, ,38.7, ,49.4, ,90, ,40, ,62, ,37.0, ,8.5, ,204.1, ,50.0, 
