103,4/1/2022,91,0.16, ,0, ,526, ,10.1, ,73.6, ,38.0, ,54.3, ,99, ,36, ,70, ,44.8, ,2.6, ,61.8, ,62.5, 
103,4/2/2022,92,0.17, ,0, ,516, ,9.8, ,84.1,Y,38.1, ,57.9, ,99, ,27, ,60, ,43.9, ,2.3, ,55.6, ,62.8, 
103,4/3/2022,93,0.19, ,0, ,540, ,7.9, ,79.3, ,35.9, ,57.2, ,98, ,16, ,49, ,38.3, ,3.9, ,93.2, ,62.6, 
103,4/4/2022,94,0.15, ,0, ,417, ,10.1, ,72.4, ,48.1, ,59.2, ,88, ,49, ,59, ,44.8, ,4.3, ,103.9, ,63.1, 
103,4/5/2022,95,0.17, ,0, ,542, ,8.8, ,76.0, ,43.9, ,58.0, ,95, ,31, ,53, ,41.1, ,3.4, ,81.4, ,63.3, 
103,4/6/2022,96,0.18, ,0, ,547, ,9.5, ,91.1,Y,39.8, ,61.8, ,95, ,20, ,51, ,43.3, ,2.0, ,48.5, ,64.9,Y
103,4/7/2022,97,0.19,R,0, ,540, ,11.3, ,89.0,Y,44.1, ,65.6,Y,92, ,26, ,52,Y,47.7,Y,2.3, ,54.0, ,66.8,Y
103,4/8/2022,98,0.21, ,0, ,551, ,9.5, ,88.7,Y,43.6, ,64.4,Y,96, ,20, ,46,Y,43.2,Y,3.9, ,92.9, ,67.5,Y
103,4/9/2022,99,0.22, ,0, ,566, ,6.5, ,79.1, ,44.1, ,61.5, ,54, ,21, ,35, ,33.5, ,5.0, ,119.9, ,66.0,Y
103,4/10/2022,100,0.20, ,0, ,530, ,6.6, ,68.9, ,37.6, ,55.1, ,79, ,27, ,44, ,33.8, ,5.7, ,135.7, ,63.6, 
103,4/11/2022,101,0.17, ,0.03, ,554, ,7.3, ,57.2, ,42.7, ,50.2, ,96, ,28, ,59, ,36.3, ,6.8,Y,163.1,Y,62.3, 
103,4/12/2022,102,0.13, ,0, ,458, ,6.3, ,60.4, ,32.0, ,45.9, ,95, ,37, ,60, ,32.8, ,3.6, ,85.6, ,59.4, 
103,4/13/2022,103,0.09, ,0.09, ,337, ,8.3, ,57.4, ,35.5, ,46.8, ,96, ,54, ,76, ,39.8, ,3.5, ,83.8, ,58.4, 
103,4/14/2022,104,0.03, ,0.47, ,179, ,12.5, ,57.2, ,46.0, ,52.4, ,95, ,86, ,93, ,50.5, ,3.6, ,85.8, ,59.3, 
103,4/15/2022,105,0.14, ,0.01, ,504, ,8.5, ,61.1, ,42.6, ,50.8, ,93, ,43, ,67, ,40.2, ,3.2, ,76.8, ,61.3, 
103,4/16/2022,106,0.13, ,0.77, ,448, ,11.4, ,67.5, ,39.1, ,54.4, ,97, ,48, ,79, ,48.0, ,3.3, ,80.3, ,63.1, 
103,4/17/2022,107,0.16, ,0, ,607, ,8.1, ,63.4, ,35.2, ,47.2, ,99, ,36, ,73, ,39.0, ,2.8, ,66.4, ,62.9, 
103,4/18/2022,108,0.10, ,0.10, ,365, ,10.3, ,62.9, ,34.6, ,49.4, ,98, ,60, ,86, ,45.4, ,3.5, ,83.1, ,61.3, 
103,4/19/2022,109,0.15, ,0, ,515, ,10.9, ,63.6, ,43.7, ,53.5, ,98, ,52, ,78, ,46.8, ,3.2, ,76.3, ,63.8, 
103,4/20/2022,110,0.04, ,0.37, ,182, ,11.7, ,60.3, ,42.6, ,52.6, ,98, ,63, ,87, ,48.8, ,3.9, ,94.0, ,60.9, 
103,4/21/2022,111,0.12, ,0.20, ,437, ,10.8, ,62.3, ,45.5, ,52.6, ,98, ,51, ,80, ,46.5, ,3.0, ,72.9, ,61.6, 
103,4/22/2022,112,0.17, ,0, ,617, ,10.4, ,64.3, ,43.1, ,52.9, ,99, ,51, ,76, ,45.5, ,3.1, ,75.5, ,63.9, 
103,4/23/2022,113,0.19, ,0, ,603, ,9.7, ,75.8, ,38.5, ,56.3, ,98, ,35, ,63, ,43.8, ,2.8, ,67.7, ,64.8, 
103,4/24/2022,114,0.19,R,0, ,605, ,10.7, ,75.8, ,39.4, ,55.9, ,99, ,38, ,70, ,46.3, ,2.7, ,65.0, ,65.8, 
103,4/25/2022,115,0.19, ,0, ,606, ,11.0, ,76.2, ,42.8, ,58.7, ,98, ,42, ,65, ,47.0, ,3.0, ,71.1, ,67.0, 
103,4/26/2022,116,0.21, ,0, ,623, ,9.4, ,76.9, ,46.9, ,60.1, ,88, ,30, ,53, ,42.8, ,3.9, ,93.6, ,68.1, 
103,4/27/2022,117,0.19, ,0, ,608, ,8.9, ,70.9, ,38.0, ,54.8, ,95, ,41, ,61, ,41.6, ,3.6, ,86.6, ,67.0, 
103,4/28/2022,118,0.21, ,0, ,632, ,7.9, ,70.6, ,37.2, ,54.7, ,94, ,29, ,54, ,38.4, ,5.0, ,119.9, ,65.3, 
103,4/29/2022,119,0.19, ,0, ,532, ,8.4, ,76.4, ,38.2, ,59.6, ,94, ,29, ,48, ,40.1, ,3.9, ,92.7, ,64.7, 
103,4/30/2022,120,0.21, ,0, ,601, ,10.9, ,74.5, ,44.9, ,60.3, ,91, ,44, ,61, ,46.7, ,4.8, ,115.0, ,66.3, 
