77,4/1/2022,91,0.18, ,0, ,585,R,9.6, ,76.8, ,39.9, ,56.6, ,95, ,30, ,62, ,43.6, ,3.5, ,85.2, ,58.4, 
77,4/2/2022,92,0.20, ,0, ,568, ,8.9, ,81.6, ,41.8, ,60.7, ,92, ,13, ,49, ,41.5, ,3.5, ,83.7, ,58.8, 
77,4/3/2022,93,0.20, ,0, ,595,R,8.0, ,79.8, ,40.8, ,60.2, ,84, ,19, ,45, ,38.8, ,4.0, ,96.0, ,59.2, 
77,4/4/2022,94,0.16, ,0, ,474, ,10.1, ,72.7, ,44.5, ,58.0, ,76, ,45, ,62, ,44.8, ,5.1, ,121.8, ,59.1, 
77,4/5/2022,95,0.19, ,0, ,602,R,8.1, ,76.5, ,43.4, ,58.3, ,88, ,13, ,49, ,39.1, ,3.7, ,87.7, ,59.2, 
77,4/6/2022,96,0.21, ,0, ,602,R,7.8, ,89.4,Y,40.2, ,64.7, ,79, ,13, ,37, ,38.0, ,3.1, ,73.7, ,59.4, 
77,4/7/2022,97,0.22,R,0, ,591, ,9.3, ,89.8,Y,47.9, ,69.4,Y,71, ,19, ,38,Y,42.8,Y,3.4, ,82.4, ,60.4, 
77,4/8/2022,98,0.22, ,0, ,589, ,9.7, ,90.5,Y,47.9, ,67.6,Y,79, ,22, ,42,Y,43.7,Y,3.7, ,89.3, ,61.5, 
77,4/9/2022,99,0.23, ,0, ,636,R,5.5, ,80.5, ,41.2, ,62.8, ,79, ,8, ,28, ,29.2, ,4.8, ,114.9, ,61.6, 
77,4/10/2022,100,0.24, ,0, ,587, ,4.7,Y,73.4, ,45.2, ,62.3, ,65, ,10, ,24,Y,25.5,Y,6.9,Y,166.8,Y,60.8, 
77,4/11/2022,101,0.19, ,0.06, ,563, ,6.8, ,59.6, ,38.2, ,51.2, ,94, ,24, ,53, ,34.6, ,7.9,R,188.4,R,59.8, 
77,4/12/2022,102,0.18, ,0, ,584, ,5.7, ,60.7, ,32.4, ,47.2, ,82, ,29, ,52, ,30.4, ,5.8, ,139.5, ,57.7, 
77,4/13/2022,103,0.12, ,0.00, ,417, ,7.3, ,59.8, ,36.7, ,48.5, ,89, ,44, ,63, ,36.6, ,4.4, ,105.6, ,56.7, 
77,4/14/2022,104,0.04, ,0.54, ,206, ,12.1, ,56.9, ,47.3, ,52.9, ,94, ,81, ,88, ,49.5, ,3.3, ,79.2, ,57.0, 
77,4/15/2022,105,0.17, ,0, ,630,R,9.4, ,66.5, ,43.0, ,52.9, ,95, ,41, ,69, ,43.0, ,4.3, ,102.3, ,57.9, 
77,4/16/2022,106,0.18, ,0.83, ,588, ,11.0, ,68.2, ,39.1, ,55.5, ,96, ,42, ,73, ,47.0, ,4.9, ,117.3, ,58.8, 
77,4/17/2022,107,0.19, ,0, ,656,R,7.5, ,67.6, ,34.2, ,49.7, ,94, ,27, ,62, ,37.0, ,4.2, ,101.7, ,58.6, 
77,4/18/2022,108,0.15, ,0.07, ,519, ,9.9, ,67.6, ,34.6, ,51.3, ,93, ,49, ,76, ,44.2, ,4.1, ,99.5, ,58.0, 
77,4/19/2022,109,0.16, ,0.04, ,554, ,10.5, ,64.7, ,46.6, ,54.7, ,94, ,44, ,72, ,45.7, ,4.5, ,107.8, ,59.0, 
77,4/20/2022,110,0.10, ,0.20, ,355, ,11.0, ,64.7, ,44.8, ,54.5, ,94, ,50, ,76, ,46.9, ,4.5, ,108.3, ,59.1, 
77,4/21/2022,111,0.11, ,0.60, ,414, ,10.4, ,63.1, ,45.4, ,53.0, ,95, ,53, ,76, ,45.6, ,4.1, ,99.0, ,59.2, 
77,4/22/2022,112,0.14, ,0.01, ,494, ,10.1, ,63.0, ,42.9, ,51.9, ,97, ,53, ,76, ,44.7, ,4.0, ,96.9, ,59.1, 
77,4/23/2022,113,0.21, ,0, ,637, ,9.6, ,75.5, ,41.0, ,57.6, ,95, ,28, ,59, ,43.5, ,4.2, ,100.2, ,59.3, 
77,4/24/2022,114,0.22, ,0, ,637, ,9.5, ,77.8, ,41.1, ,58.8, ,94, ,27, ,56, ,43.1, ,4.1, ,97.3, ,60.1, 
77,4/25/2022,115,0.22, ,0, ,640, ,10.6, ,78.2, ,44.8, ,59.8, ,91, ,34, ,61, ,46.1, ,4.2, ,99.9, ,60.8, 
77,4/26/2022,116,0.21, ,0, ,645, ,10.4, ,75.0, ,46.5, ,58.8, ,87, ,35, ,62, ,45.7, ,3.6, ,85.3, ,61.6, 
77,4/27/2022,117,0.21, ,0, ,651, ,8.7, ,73.2, ,39.1, ,55.1, ,92, ,29, ,59, ,41.0, ,4.5, ,107.3, ,61.4, 
77,4/28/2022,118,0.22, ,0, ,678,R,8.2, ,69.9, ,39.8, ,55.4, ,88, ,33, ,54, ,39.3, ,5.1, ,122.0, ,60.5, 
77,4/29/2022,119,0.20, ,0, ,589, ,8.3, ,76.1, ,41.2, ,59.8, ,86, ,24, ,47, ,39.6, ,3.9, ,92.5, ,60.3, 
77,4/30/2022,120,0.23, ,0, ,668, ,10.5, ,75.2, ,46.2, ,60.2, ,83, ,40, ,59, ,45.9, ,5.6, ,133.3, ,61.0, 
