87,4/1/2022,91,0.20, ,0, ,595, ,10.6, ,86.8, ,52.0, ,68.4, ,67, ,24, ,45, ,46.0, ,3.2, ,76.1, ,62.4, 
87,4/2/2022,92,0.20, ,0, ,593, ,12.8, ,83.7, ,52.1, ,66.8, ,88, ,31, ,57, ,51.1, ,4.6, ,111.1, ,62.9, 
87,4/3/2022,93,0.21, ,0, ,596, ,12.6, ,84.3, ,54.1, ,68.4, ,81, ,30, ,53, ,50.7, ,4.6, ,111.3, ,63.4, 
87,4/4/2022,94,0.21, ,0, ,76, ,13.2, ,88.6, ,61.9, ,73.0, ,83, ,21, ,48, ,52.0, ,3.9, ,94.4, ,64.6, 
87,4/5/2022,95,0.22, ,0, ,614, ,14.3, ,91.4, ,54.3, ,71.7, ,82, ,25, ,54, ,54.1, ,4.9, ,116.6, ,64.6, 
87,4/6/2022,96,0.27, ,0, ,353, ,6.3, ,93.6, ,60.2, ,77.5, ,78, ,10, ,20, ,32.8, ,5.8, ,138.7, ,65.1, 
87,4/7/2022,97,0.26, ,0, ,650,R,7.0, ,94.6, ,51.4, ,73.9, ,54, ,8, ,24, ,35.3, ,4.3, ,102.8, ,63.9, 
87,4/8/2022,98,0.26, ,0, ,648,R,7.5, ,96.0, ,61.5, ,83.3,Y,52, ,10, ,19,Y,37.1,Y,4.2, ,101.2, ,64.5, 
87,4/9/2022,99,0.30, ,0, ,597, ,9.7, ,96.6, ,54.9, ,77.3, ,57, ,16, ,30, ,43.6, ,7.7, ,183.7, ,64.3, 
87,4/10/2022,100,0.28, ,0, ,637,R,10.1, ,91.0, ,56.0, ,73.7, ,76, ,16, ,36, ,44.8, ,7.7, ,186.0, ,65.0, 
87,4/11/2022,101,0.30, ,0, ,630, ,10.1, ,83.6, ,57.2, ,70.1, ,55, ,28, ,40, ,44.7, ,10.7, ,256.5, ,64.6, 
87,4/12/2022,102,0.27, ,0, ,653,R,6.7, ,74.8, ,52.8, ,64.0, ,53, ,14, ,33, ,34.4, ,10.3, ,247.9, ,63.5, 
87,4/13/2022,103,0.21, ,0, ,668,R,5.2, ,86.1, ,42.8, ,62.5, ,63, ,10, ,27, ,28.2, ,3.0, ,72.9, ,62.0, 
87,4/14/2022,104,0.25, ,0, ,663,R,7.1, ,85.0, ,46.9, ,66.7, ,56, ,16, ,32, ,35.7, ,4.6, ,110.4, ,61.7, 
87,4/15/2022,105,0.24, ,0, ,623, ,8.1, ,87.0, ,46.2, ,68.3, ,61, ,18, ,34, ,38.9, ,4.4, ,105.6, ,62.2, 
87,4/16/2022,106,0.30, ,0, ,665,R,9.2, ,87.2, ,56.7, ,72.3, ,59, ,21, ,34, ,42.4, ,8.3, ,199.1, ,63.2, 
87,4/17/2022,107,0.24, ,0, ,674,R,10.0, ,89.3, ,49.5, ,70.8, ,69, ,18, ,39, ,44.7, ,3.5, ,84.5, ,63.6, 
87,4/18/2022,108,0.25, ,0, ,680,R,8.5, ,97.4, ,52.8, ,77.4, ,64, ,10, ,27, ,40.4, ,3.5, ,83.5, ,64.0, 
87,4/19/2022,109,0.37, ,0, ,653, ,7.6, ,93.1, ,63.3, ,76.9, ,42, ,11, ,24, ,37.4, ,11.0, ,263.1, ,64.9, 
87,4/20/2022,110,0.32, ,0, ,666,R,9.7, ,87.4, ,61.3, ,73.3, ,53, ,22, ,35, ,43.8, ,10.3, ,246.9, ,65.1, 
87,4/21/2022,111,0.31, ,0, ,670,R,9.0, ,90.3, ,53.9, ,72.3, ,55, ,18, ,33, ,41.9, ,9.4, ,225.9, ,65.2, 
87,4/22/2022,112,0.31, ,0, ,666, ,8.9, ,77.3, ,54.9, ,66.4, ,58, ,27, ,40, ,41.4, ,12.4, ,298.2, ,64.9, 
87,4/23/2022,113,0.25, ,0, ,671, ,7.8, ,84.8, ,46.9, ,67.2, ,69, ,14, ,34, ,38.1, ,5.1, ,122.6, ,64.2, 
87,4/24/2022,114,0.29, ,0, ,689,R,6.6, ,87.4, ,50.7, ,69.8, ,52, ,11, ,27, ,34.1, ,5.6, ,133.2, ,64.1, 
87,4/25/2022,115,0.26, ,0, ,692,R,6.5, ,90.4, ,51.2, ,72.5, ,43, ,11, ,24, ,33.4, ,3.5, ,85.0, ,64.1, 
87,4/26/2022,116,0.26, ,0, ,594, ,7.2, ,94.1, ,53.9, ,76.3, ,52, ,11, ,23, ,36.0, ,4.5, ,107.7, ,64.6, 
87,4/27/2022,117,0.33, ,0, ,696,R,6.4, ,92.9, ,61.1, ,77.8, ,34, ,11, ,20, ,33.2, ,7.4, ,176.9, ,69.3, 
87,4/28/2022,118,0.36, ,0, ,702,R,7.2, ,87.7, ,58.9, ,73.2, ,42, ,13, ,26, ,36.0, ,11.0, ,264.6, ,69.0, 
87,4/29/2022,119,0.25, ,0, ,697,R,8.5, ,89.2, ,52.4, ,71.6, ,55, ,14, ,32, ,40.3, ,3.7, ,87.8, ,65.9, 
87,4/30/2022,120,0.29, ,0, ,703,R,7.7, ,96.6, ,55.0, ,77.8, ,53, ,10, ,24, ,37.9, ,4.5, ,107.7, ,65.6, 
