117,4/1/2022,91,0.20, ,0, ,623,R,8.6, ,79.6, ,43.1, ,61.1, ,94, ,16, ,47, ,40.5, ,4.3, ,102.9, ,55.0, 
117,4/2/2022,92,0.22, ,0, ,612, ,9.2, ,80.7, ,46.1, ,62.3, ,81, ,20, ,48, ,42.4, ,5.1, ,123.4, ,55.7, 
117,4/3/2022,93,0.20, ,0, ,588, ,9.1, ,78.8, ,47.5, ,61.1, ,90, ,24, ,49, ,42.1, ,4.8, ,114.8, ,56.1, 
117,4/4/2022,94,0.23, ,0, ,607, ,4.5, ,82.3, ,49.6, ,64.4, ,50, ,7, ,22, ,24.4, ,4.7, ,112.2, ,55.8, 
117,4/5/2022,95,0.23, ,0, ,638,R,6.7, ,83.1, ,52.4, ,66.8, ,43, ,19, ,30, ,34.4, ,4.7, ,112.5, ,56.0, 
117,4/6/2022,96,0.23, ,0, ,654,R,4.8, ,83.7, ,46.0, ,66.4, ,67, ,8, ,22, ,26.3, ,3.9, ,94.1, ,55.8, 
117,4/7/2022,97,0.24, ,0, ,662,R,2.9, ,84.6, ,43.8, ,66.5, ,38, ,5, ,13, ,14.3, ,4.2, ,101.5, ,56.2, 
117,4/8/2022,98,0.22, ,0, ,670,R,3.7, ,90.1,Y,44.8, ,69.6, ,36, ,6, ,15, ,19.8, ,2.9, ,68.8, ,56.3, 
117,4/9/2022,99,0.29, ,0, ,657,R,5.2, ,86.1, ,53.1, ,70.1, ,38, ,9, ,21, ,28.2, ,7.4, ,177.7, ,57.0, 
117,4/10/2022,100,0.23, ,0, ,655,R,5.6, ,78.0, ,48.5, ,61.4, ,77, ,6, ,30, ,30.0, ,6.6, ,157.4, ,56.5, 
117,4/11/2022,101,0.21, ,0, ,646, ,9.7, ,62.5, ,43.7, ,54.1, ,81, ,44, ,68, ,43.7, ,13.9, ,334.4, ,56.2, 
117,4/12/2022,102,0.23, ,0, ,688,R,2.7, ,58.1, ,39.0, ,47.5, ,50, ,14, ,24, ,13.0, ,10.7, ,256.9, ,53.2, 
117,4/13/2022,103,0.22, ,0, ,686,R,2.2, ,70.5, ,33.8, ,52.9, ,37, ,4, ,16, ,8.3, ,6.1, ,145.6, ,51.4, 
117,4/14/2022,104,0.24, ,0, ,678,R,4.6, ,70.7, ,41.7, ,56.7, ,46, ,18, ,29, ,25.2, ,7.2, ,172.1, ,53.1, 
117,4/15/2022,105,0.23, ,0, ,669,R,7.0, ,74.9, ,40.4, ,59.3, ,67, ,23, ,41, ,35.4, ,7.5, ,180.3, ,54.4, 
117,4/16/2022,106,0.24, ,0, ,679,R,8.7, ,69.9, ,48.9, ,58.2, ,77, ,32, ,53, ,41.0, ,10.5, ,253.0, ,55.3, 
117,4/17/2022,107,0.23, ,0, ,700,R,6.6, ,82.7, ,39.2, ,62.0, ,90, ,11, ,35, ,33.9, ,4.1, ,99.6, ,55.9, 
117,4/18/2022,108,0.25, ,0, ,632, ,6.9, ,86.1, ,45.5, ,66.2, ,57, ,10, ,32, ,35.2, ,4.7, ,111.8, ,56.6, 
117,4/19/2022,109,0.28, ,0, ,689,R,7.3, ,74.7, ,54.3, ,63.6, ,69, ,17, ,36, ,36.4, ,9.4, ,225.4, ,57.1, 
117,4/20/2022,110,0.25, ,0, ,682,R,9.2, ,68.8, ,49.8, ,58.5, ,80, ,39, ,55, ,42.4, ,10.1, ,243.3, ,56.3, 
117,4/21/2022,111,0.25, ,0, ,690,R,7.7, ,68.3, ,48.2, ,57.1, ,75, ,30, ,48, ,37.7, ,10.9, ,260.8, ,56.3, 
117,4/22/2022,112,0.18, ,0.16, ,580, ,7.8, ,62.3, ,43.6, ,51.9, ,90, ,31, ,59, ,38.2, ,7.8, ,186.6, ,55.7, 
117,4/23/2022,113,0.21, ,0, ,707,R,5.9, ,71.7, ,39.2, ,56.2, ,85, ,14, ,38, ,31.2, ,3.5, ,82.9, ,55.6, 
117,4/24/2022,114,0.23, ,0, ,708,R,4.7, ,73.6, ,40.5, ,59.0, ,79, ,9, ,28, ,25.6, ,3.7, ,88.3, ,56.0, 
117,4/25/2022,115,0.25, ,0, ,716,R,3.8, ,81.0, ,40.2, ,63.5, ,47, ,7, ,19, ,20.5, ,3.7, ,88.3, ,55.9, 
117,4/26/2022,116,0.29, ,0, ,654, ,4.8, ,79.1, ,49.9, ,65.7, ,44, ,11, ,22, ,26.2, ,6.8, ,163.1, ,56.7, 
117,4/27/2022,117,0.29, ,0, ,712,R,6.6, ,75.2, ,50.3, ,63.8, ,47, ,21, ,33, ,33.8, ,8.1, ,195.3, ,56.3, 
117,4/28/2022,118,0.25, ,0, ,716,R,8.6, ,70.5, ,49.7, ,57.9, ,77, ,25, ,52, ,40.7, ,9.2, ,221.6, ,56.8, 
117,4/29/2022,119,0.23, ,0, ,730,R,5.2, ,81.0, ,39.8, ,62.4, ,80, ,9, ,27, ,28.1, ,2.8, ,67.2, ,57.0, 
117,4/30/2022,120,0.29, ,0, ,727,R,4.8, ,84.7, ,44.7, ,65.9, ,45, ,11, ,22, ,26.0, ,5.3, ,126.4, ,57.3, 
