241,4/1/2022,91,0.11, ,0, ,428, ,14.1, ,65.7, ,51.0, ,58.5, ,98, ,69, ,84, ,53.7, ,3.8, ,91.6, ,62.2, 
241,4/2/2022,92,0.04, ,0, ,182, ,14.3, ,63.3, ,49.8, ,57.9, ,99, ,76, ,88, ,54.2, ,3.4, ,81.5, ,61.8, 
241,4/3/2022,93,0.03, ,0.00, ,147, ,13.9, ,61.8, ,51.4, ,58.3, ,96, ,73, ,83, ,53.3, ,3.5, ,84.7, ,61.6, 
241,4/4/2022,94,0.14, ,0, ,521, ,13.9, ,63.8, ,50.3, ,57.3, ,98, ,74, ,87, ,53.3, ,3.9, ,93.6, ,61.8, 
241,4/5/2022,95,0.17, ,0.00, ,631,R,14.5, ,69.1, ,47.6, ,58.1, ,99, ,67, ,88, ,54.4, ,4.4, ,104.5, ,62.3, 
241,4/6/2022,96,0.19, ,0, ,640,R,16.1, ,74.7, ,50.5, ,62.5, ,100, ,63, ,83, ,57.4, ,3.9, ,93.7, ,63.3, 
241,4/7/2022,97,0.24,R,0.00, ,655,R,7.7, ,95.6,R,50.5, ,75.4,R,100,H,7,H,--,R,--,I,5.0, ,119.4, ,64.4, 
241,4/8/2022,98,0.25,R,0, ,651,R,5.7, ,94.2,Y,58.4, ,77.1,R,42,H,7,H,--,R,--,I,5.6, ,134.5, ,64.9, 
241,4/9/2022,99,0.20, ,0, ,629, ,13.5, ,80.0, ,51.7, ,63.7, ,86, ,39, ,67, ,52.5, ,5.3, ,126.9, ,64.7, 
241,4/10/2022,100,0.09, ,0, ,346, ,14.3, ,66.7, ,55.9, ,60.7, ,86, ,72, ,79, ,54.0, ,4.4, ,105.6, ,65.0, 
241,4/11/2022,101,0.16, ,0.02, ,555, ,13.3, ,65.3, ,53.0, ,59.5, ,91, ,64, ,77, ,52.1, ,6.0,Y,143.6,Y,64.4, 
241,4/12/2022,102,0.20, ,0, ,640, ,9.0, ,65.7, ,42.9, ,55.8, ,79, ,27, ,59, ,41.7, ,6.2,Y,149.0,Y,63.2, 
241,4/13/2022,103,0.19, ,0.01,H,672,R,8.3, ,65.0, ,38.1,Y,52.6, ,84, ,37, ,61, ,39.7, ,5.3, ,127.6, ,61.0, 
241,4/14/2022,104,0.19, ,0, ,680,R,10.6, ,65.1, ,41.2, ,54.0, ,94, ,56, ,74, ,46.0, ,4.8, ,115.5, ,60.6, 
241,4/15/2022,105,0.19, ,0, ,676,R,12.0, ,67.0, ,43.5, ,55.7, ,95, ,59, ,80, ,49.5, ,4.9, ,116.7, ,60.9, 
241,4/16/2022,106,0.17, ,0, ,569, ,13.2, ,66.8, ,47.8, ,58.5, ,94, ,63, ,79, ,51.9, ,5.6, ,135.3, ,61.7, 
241,4/17/2022,107,0.20, ,0, ,690,R,13.8, ,68.1, ,50.5, ,59.1, ,96, ,63, ,81, ,53.2, ,4.7, ,113.8, ,62.8, 
241,4/18/2022,108,0.19, ,0, ,662,R,13.7, ,69.6, ,47.4, ,57.5, ,98, ,66, ,85, ,53.0, ,4.5, ,107.3, ,62.6, 
241,4/19/2022,109,0.20, ,0, ,686,R,13.6, ,67.1, ,51.3, ,59.3, ,96, ,59, ,79, ,52.7, ,5.1, ,121.9, ,63.2, 
241,4/20/2022,110,0.17, ,0.00, ,611, ,13.1, ,65.4, ,48.3, ,57.4, ,97, ,62, ,81, ,51.7, ,4.5, ,108.9, ,63.6, 
241,4/21/2022,111,0.20, ,0, ,694,R,12.4, ,66.0, ,45.7, ,56.8, ,98, ,57, ,79, ,50.2, ,5.3, ,127.8, ,63.0, 
241,4/22/2022,112,0.18, ,0.22, ,612, ,11.9, ,61.6, ,47.0, ,56.0, ,95, ,59, ,78, ,49.2, ,8.1,R,194.4,R,63.0, 
241,4/23/2022,113,0.21, ,0, ,706,R,11.2, ,70.8, ,43.8, ,58.4, ,96, ,39, ,67, ,47.5, ,4.8, ,115.8, ,62.2, 
241,4/24/2022,114,0.26, ,0, ,710,R,8.5, ,79.7, ,47.5, ,65.9, ,78, ,16, ,39, ,40.5, ,4.9, ,117.1, ,63.0, 
241,4/25/2022,115,0.27, ,0, ,720,R,7.5, ,82.9, ,49.9, ,67.8, ,61, ,13, ,32, ,37.0, ,5.0, ,119.1, ,63.5, 
241,4/26/2022,116,0.19, ,0, ,608, ,13.2, ,73.9, ,50.0, ,61.9, ,91, ,47, ,70, ,51.8, ,4.7, ,111.9, ,63.7, 
241,4/27/2022,117,0.19, ,0, ,667, ,13.4, ,66.5, ,53.8, ,59.4, ,92, ,66, ,77, ,52.3, ,4.6, ,110.5, ,64.7, 
241,4/28/2022,118,0.15, ,0, ,544, ,12.9, ,63.7, ,49.2, ,58.0, ,94, ,70, ,79, ,51.4, ,4.7, ,113.8, ,65.2, 
241,4/29/2022,119,0.20, ,0, ,699,R,12.9, ,66.5, ,47.2, ,57.7, ,95, ,65, ,79, ,51.3, ,4.7, ,112.1, ,64.7, 
241,4/30/2022,120,0.21, ,0, ,721,R,14.3, ,67.8, ,47.5, ,59.0, ,98, ,68, ,84, ,54.2, ,4.7, ,112.1, ,64.8, 
