233,4/1/2022,91,--,N,0, ,628,R,6.3, ,80.8, ,46.1, ,65.3, ,63, ,13, ,30, ,32.9, ,4.0, ,96.8, ,51.5, 
233,4/2/2022,92,--,N,0, ,627,R,6.5, ,82.4, ,47.0, ,67.5, ,52, ,16, ,28, ,33.7, ,4.3, ,102.2, ,51.6, 
233,4/3/2022,93,--,N,0, ,588, ,7.0, ,82.0, ,53.2, ,67.9, ,54, ,18, ,30, ,35.4, ,3.6, ,85.5, ,52.0, 
233,4/4/2022,94,--,N,0, ,634,R,4.2, ,87.0, ,56.2, ,71.3, ,31, ,6, ,16, ,23.0, ,4.3, ,103.5, ,52.5, 
233,4/5/2022,95,--,N,0, ,644,R,5.3, ,90.3, ,48.9, ,72.9, ,33, ,10, ,19, ,28.6, ,4.4, ,104.5, ,52.8, 
233,4/6/2022,96,--,N,0, ,661,R,3.4, ,85.6, ,50.8, ,70.6, ,40, ,6, ,13, ,17.8, ,4.3, ,103.1, ,53.2, 
233,4/7/2022,97,--,N,0, ,670,R,1.8, ,86.8, ,44.6, ,69.1, ,17, ,4, ,7, ,3.4, ,3.8, ,90.3, ,53.2, 
233,4/8/2022,98,--,N,0, ,677,R,2.1, ,90.3, ,50.6, ,72.6, ,15, ,4, ,8, ,7.3, ,3.1, ,73.4, ,53.2, 
233,4/9/2022,99,--,N,0, ,640, ,4.1, ,91.7, ,52.0, ,73.1, ,30, ,6, ,15, ,22.4, ,7.2, ,173.3, ,53.4, 
233,4/10/2022,100,--,N,0, ,655,R,4.7, ,82.4, ,57.2, ,69.0, ,47, ,8, ,19, ,25.7, ,5.5, ,132.2, ,53.9, 
233,4/11/2022,101,--,N,0, ,660,R,7.5, ,84.8, ,46.4, ,63.4, ,58, ,17, ,37, ,37.0, ,6.7, ,159.7, ,54.1, 
233,4/12/2022,102,--,N,0, ,687,R,2.7, ,64.0, ,36.9, ,52.6, ,64, ,8, ,20, ,12.8, ,8.7, ,209.4, ,54.1, 
233,4/13/2022,103,--,N,0, ,690,R,2.0, ,72.6, ,29.1,Y,54.9, ,24, ,6, ,14, ,6.5, ,4.6, ,110.2, ,53.0, 
233,4/14/2022,104,--,N,0, ,685,R,3.3, ,80.2, ,40.5, ,60.7, ,36, ,8, ,18, ,17.1, ,4.9, ,116.4, ,52.7, 
233,4/15/2022,105,--,N,0, ,682,R,5.4, ,82.5, ,38.4, ,64.7, ,50, ,13, ,26, ,28.9, ,4.5, ,107.9, ,52.9, 
233,4/16/2022,106,--,N,0, ,685,R,5.9, ,81.9, ,49.8, ,66.0, ,48, ,13, ,27, ,31.2, ,5.1, ,121.6, ,53.3, 
233,4/17/2022,107,--,N,0, ,701,R,3.8, ,86.5, ,40.6, ,66.1, ,49, ,7, ,17, ,20.6, ,3.5, ,83.3, ,53.5, 
233,4/18/2022,108,--,N,0, ,633, ,2.7, ,93.0, ,50.9, ,72.3, ,21, ,3, ,10, ,12.4, ,4.0, ,94.9, ,53.6, 
233,4/19/2022,109,--,N,0, ,681,R,3.3, ,85.5, ,56.0, ,72.9, ,33, ,5, ,12, ,16.9, ,8.0, ,192.6, ,54.2, 
233,4/20/2022,110,--,N,0, ,688,R,7.6, ,84.4, ,50.3, ,67.7, ,62, ,14, ,33, ,37.4, ,4.3, ,102.3, ,54.7, 
233,4/21/2022,111,--,N,0, ,704,R,4.7, ,82.9, ,47.3, ,66.3, ,50, ,9, ,21, ,25.6, ,7.4, ,176.8, ,55.0, 
233,4/22/2022,112,--,N,0, ,622, ,6.1, ,68.7, ,47.4, ,58.3, ,59, ,24, ,36, ,31.8, ,9.7,Y,232.5,Y,55.1, 
233,4/23/2022,113,--,N,0, ,706,R,3.7, ,74.5, ,50.2, ,62.3, ,41, ,8, ,19, ,19.8, ,5.1, ,123.5, ,54.8, 
233,4/24/2022,114,--,N,0, ,712,R,2.5, ,78.1, ,44.8, ,62.7, ,29, ,6, ,13, ,10.5, ,4.4, ,104.9, ,54.4, 
233,4/25/2022,115,--,N,0, ,717,R,1.9, ,82.7, ,42.6, ,65.3, ,20, ,4, ,9, ,4.5, ,3.5, ,82.8, ,54.1, 
233,4/26/2022,116,--,N,0, ,654, ,3.0, ,89.5, ,53.2, ,73.1, ,20, ,5, ,11, ,15.3, ,5.4, ,128.5, ,54.3, 
233,4/27/2022,117,--,N,0, ,719,R,4.5, ,86.3, ,49.4, ,71.1, ,40, ,8, ,17, ,24.7, ,5.2, ,125.5, ,55.0, 
233,4/28/2022,118,--,N,0, ,729,R,4.6, ,82.9, ,45.4, ,65.8, ,45, ,2, ,21, ,25.2, ,5.2, ,123.9, ,55.4, 
233,4/29/2022,119,--,N,0, ,732,R,3.1, ,84.6, ,46.5, ,67.6, ,38, ,6, ,13, ,15.5, ,3.5, ,83.6, ,55.5, 
233,4/30/2022,120,--,N,0, ,725,R,3.2, ,91.0, ,48.5, ,72.5, ,27, ,5, ,12, ,16.9, ,4.9, ,116.5, ,55.5, 
